"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
1955,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.260111246102334
1956,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.439090452893653
1957,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.669775044894813
1958,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.952944245177329
1959,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.38387809632944
1960,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.62647553538697
1961,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.77107361588553
1962,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.82190034129514
1963,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.82983601190195
1964,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.81008061069192
1965,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.7671038817376
1966,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.7461445883434
1967,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.74195395493861
1968,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.70563627036703
1969,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.67013480161968
1970,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.61009346837829
1971,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.58204524541551
1972,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.57408888204924
1973,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.57170282077877
1974,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.55754392938894
1975,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.53908783494691
1976,NA,40,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,NA,-1.50478762775611
1977,NA,40,NA,NA,NA,NA,3,4,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,3,4,NA,NA,0,1,0,0,NA,-1.62220677025363
1978,NA,40,NA,NA,NA,NA,4,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,0,1,0,0,NA,-1.62417115800151
1979,NA,40,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,-1.53955688293481
1980,NA,40,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,-1.50267618657379
1981,233,40,1,2,0,1,3,3,NA,NA,0,1,0,0,NA,1,2,0,1,3,3,NA,NA,0,1,0,0,NA,-1.49181946907463
1982,233,40,1,1,0,0,3,3,NA,NA,0,1,0,0,NA,1,1,0,0,3,3,NA,NA,0,1,0,0,NA,-1.60179191420202
1983,233,40,0,1,0,0,3,3,NA,NA,0,1,0,NA,NA,0,1,0,0,3,3,NA,NA,0,1,0,NA,NA,-1.63537369005762
1984,233,40,1,1,0,0,3,3,NA,NA,0,1,0,NA,NA,1,1,0,0,3,3,NA,NA,0,1,0,NA,NA,-1.63528198593772
1985,233,40,1,1,1,0,3,3,4,NA,0,1,0,NA,NA,1,1,1,0,3,3,4,NA,0,1,0,NA,NA,-1.6917071192898
1986,233,40,1,0,0,0,3,4,4,NA,0,1,0,NA,NA,1,0,0,0,3,4,4,NA,0,1,0,NA,NA,-1.85996621682984
1987,233,40,1,1,0,0,3,3,4,NA,0,1,0,NA,NA,1,1,0,0,3,3,4,NA,0,1,0,NA,NA,-1.67916914689682
1988,233,40,2,2,0,0,3,3,4,NA,0,NA,0,NA,NA,2,2,0,0,3,3,4,NA,0,NA,0,NA,NA,-1.42447985197861
1989,233,40,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,-1.29291898039619
1990,233,40,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,-1.1664343405361
1991,233,40,2,2,0,0,3,3,3,NA,0,NA,NA,NA,0,2,2,0,0,3,3,3,NA,0,NA,NA,NA,0,-1.10939101476098
1992,233,40,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-1.18810059600026
1993,233,40,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-1.20586379327658
1994,233,40,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,-1.19368998279295
1995,233,40,2,1,0,0,4,3,3,4,0,NA,NA,NA,0,2,1,0,0,4,3,3,4,0,NA,NA,NA,0,-1.29275912929483
1996,233,40,2,1,0,0,3,3,3,4,0,NA,NA,NA,0,2,1,0,0,3,3,3,4,0,NA,NA,NA,0,-1.24743917957227
1997,233,40,2,2,0,0,3,3,3,4,0,NA,NA,NA,0,2,2,0,0,3,3,3,4,0,NA,NA,NA,0,-1.14690565845229
1998,233,40,2,1,0,0,3,3,2,6,0,NA,NA,NA,0,2,1,0,0,3,3,2,6,0,NA,NA,NA,0,-1.09371370551166
1999,233,40,2,2,0,0,3,3,2,4,0,NA,NA,NA,0,2,2,0,0,3,3,2,4,0,NA,NA,NA,0,-0.967984112622815
2000,233,40,2,1,0,1,3,3,NA,3,0,NA,NA,NA,0,2,1,0,1,3,3,NA,3,0,NA,NA,NA,0,-0.917394517730212
2001,233,40,2,2,0,1,3,3,NA,3,0,NA,NA,NA,0,2,2,0,1,3,3,NA,3,0,NA,NA,NA,0,-0.827126903943885
2002,233,40,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,-0.733671088143241
2003,233,40,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,-0.672088415027657
2004,233,40,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,-0.692069538422271
2005,233,40,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,-0.743485507451382
2006,233,40,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,-0.889232270379861
2007,233,40,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.02324712010352
2008,233,40,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.03225839628049
2009,233,40,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.03677028946972
2010,233,40,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,-1.0443599567239
1949,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.4699701602483
1950,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.480938689692101
1951,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.472599940422858
1952,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.445487380438499
1953,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.403729883327946
1954,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.353010959363469
1955,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.289245750544676
1956,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.218768963885602
1957,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.123035263845098
1958,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.0224268983960587
1959,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.00987581939491294
1960,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0648039179276539
1961,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.142427090117087
1962,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.158299373358658
1963,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.20162668700978
1964,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.272951689228816
1965,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.297106397648906
1966,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.350853207987841
1967,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.35564558247484
1968,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.306337786701857
1969,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.276593606830419
1970,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.268414657219111
1971,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.291156873710469
1972,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.345278676658438
1973,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.420484718106617
1974,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.538504623264254
1975,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.70387112512413
1976,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.932628825037103
1977,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,-1.0854020314881
1978,NA,41,NA,NA,NA,NA,4,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4,2,NA,NA,0,0,0,0,NA,-1.05772382881913
1979,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-1.05770440713805
1980,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,-1.0796273697728
1981,323,41,2,1,1,1,3,3,NA,NA,0,0,0,0,NA,2,1,1,1,3,3,NA,NA,0,0,0,0,NA,-0.929514028625499
1982,323,41,2,1,1,1,3,2,NA,NA,0,0,0,0,NA,2,1,1,1,3,2,NA,NA,0,0,0,0,NA,-0.809627978622884
1983,323,41,2,1,1,1,3,3,NA,NA,0,0,0,NA,NA,2,1,1,1,3,3,NA,NA,0,0,0,NA,NA,-0.918774070912265
1984,323,41,2,1,0,0,3,3,NA,NA,0,0,0,NA,NA,2,1,0,0,3,3,NA,NA,0,0,0,NA,NA,-1.0493176576947
1985,323,41,2,1,1,1,3,3,3,NA,0,0,0,NA,NA,2,1,1,1,3,3,3,NA,0,0,0,NA,NA,-1.10963393798781
1986,323,41,1,1,1,0,3,2,2,NA,0,1,0,NA,NA,1,1,1,0,3,2,2,NA,0,1,0,NA,NA,-1.33765902459838
1987,323,41,0,0,0,0,5,3,3,NA,0,0,0,NA,NA,0,0,0,0,5,3,3,NA,0,0,0,NA,NA,-1.60174426765509
1988,323,41,1,1,1,0,4,3,3,NA,0,NA,0,NA,NA,1,1,1,0,4,3,3,NA,0,NA,0,NA,NA,-1.57715884774141
1989,323,41,2,1,1,0,3,3,3,NA,0,NA,NA,NA,0,2,1,1,0,3,3,3,NA,0,NA,NA,NA,0,-1.52445861401902
1990,323,41,2,0,0,0,4,4,4,NA,0,NA,NA,NA,0,2,0,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.82886792707806
1991,323,41,2,0,0,1,4,5,3,NA,0,NA,NA,NA,1,2,0,0,1,4,5,3,NA,0,NA,NA,NA,1,-2.03661600782231
1992,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,-2.12836388237977
1993,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,1,0,0,0,0,4,4,4,NA,0,NA,NA,NA,1,-2.17252266453537
1994,323,41,0,0,0,0,5,4,5,NA,0,NA,NA,NA,1,0,0,0,0,5,4,5,NA,0,NA,NA,NA,1,-2.03119661891154
1995,323,41,2,2,2,0,2,3,2,NA,0,NA,NA,NA,0,2,2,2,0,2,3,2,NA,0,NA,NA,NA,0,-1.26727508866623
1996,323,41,2,1,1,1,3,3,4,2,0,NA,NA,NA,0,2,1,1,1,3,3,4,2,0,NA,NA,NA,0,-1.17285970579449
1997,323,41,2,1,2,0,2,3,4,4,0,NA,NA,NA,0,2,1,2,0,2,3,4,4,0,NA,NA,NA,0,-1.14494300978341
1998,323,41,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-1.27599479627276
1999,323,41,1,1,0,0,3,3,4,NA,0,NA,NA,NA,0,1,1,0,0,3,3,4,NA,0,NA,NA,NA,0,-1.36389950736138
2000,323,41,2,2,1,0,4,3,NA,4,0,NA,NA,NA,0,2,2,1,0,4,3,NA,4,0,NA,NA,NA,0,-1.29271246697382
2001,323,41,2,1,1,0,3,3,NA,4,0,NA,NA,NA,0,2,1,1,0,3,3,NA,4,0,NA,NA,NA,0,-1.32333999397927
2002,323,41,1,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,1,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,-1.4896654501439
2003,323,41,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,-1.68630545843023
2004,323,41,1,0,1,0,5,4,NA,4,0,NA,NA,NA,0,1,0,1,0,5,4,NA,4,0,NA,NA,NA,0,-2.04646533844024
2005,323,41,1,1,0,0,4,4,NA,1,0,NA,NA,NA,1,1,1,0,0,4,4,NA,1,0,NA,NA,NA,1,-1.99489120649113
2006,323,41,2,1,0,1,4,3,NA,NA,0,NA,NA,NA,0,2,1,0,1,4,3,NA,NA,0,NA,NA,NA,0,-1.54329642538573
2007,323,41,2,1,1,1,4,3,NA,NA,0,NA,NA,NA,0,2,1,1,1,4,3,NA,NA,0,NA,NA,NA,0,-1.18400630829638
2008,323,41,2,1,1,1,2,3,NA,NA,0,NA,NA,NA,0,2,1,1,1,2,3,NA,NA,0,NA,NA,NA,0,-0.800654611344011
2009,323,41,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,-0.593993532965196
2010,323,41,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,0,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,0,-0.5352974271309
1949,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.658581233191391
1950,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.695809579791802
1951,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.722097561339784
1952,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.744798846918412
1953,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.746396071194703
1954,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.746109459821499
1955,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.731197969746678
1956,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.716843026328966
1957,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.696966816532756
1958,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.670407736777678
1959,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.640222725837987
1960,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.596788524072351
1961,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.553918202890171
1962,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.497717745185231
1963,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.436362726460082
1964,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.372606386498239
1965,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.29101863943261
1966,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.283381558800645
1967,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.267127031678992
1968,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.235083785616684
1969,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.206693828290286
1970,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.153733160190457
1971,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.111686917817232
1972,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0508131893422229
1973,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0200716039030175
1974,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.112999373087488
1975,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.222068478980872
1976,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.352097132897164
1977,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.358870914739689
1978,NA,42,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,-0.27057756165054
1979,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.311025599798897
1980,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.237314875328633
1981,254,42,2,2,1,2,NA,2,NA,NA,0,0,0,0,NA,2,2,1,2,NA,2,NA,NA,0,0,0,0,NA,-0.0812097388159689
1982,254,42,2,1,2,1,NA,2,NA,NA,0,0,0,0,NA,2,1,2,1,NA,2,NA,NA,0,0,0,0,NA,-0.0235031680462423
1983,254,42,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,0.16672774922454
1984,254,42,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,0.0584929037325436
1985,254,42,2,2,2,1,NA,1,2,NA,0,0,0,NA,NA,2,2,2,1,NA,1,2,NA,0,0,0,NA,NA,0.185735346952218
1986,254,42,2,1,2,1,3,2,2,NA,0,0,0,NA,NA,2,1,2,1,3,2,2,NA,0,0,0,NA,NA,-0.0779058603219633
1987,254,42,2,2,1,1,3,2,2,NA,0,0,0,NA,NA,2,2,1,1,3,2,2,NA,0,0,0,NA,NA,-0.0771038389479723
1988,254,42,2,2,2,2,3,2,2,NA,0,NA,0,NA,NA,2,2,2,2,3,2,2,NA,0,NA,0,NA,NA,0.0090359781120125
1989,254,42,2,2,2,1,2,2,2,NA,0,NA,NA,NA,0,2,2,2,1,2,2,2,NA,0,NA,NA,NA,0,0.036354841248791
1990,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,-0.101625909955026
1991,254,42,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,-0.251600891498876
1992,254,42,2,1,1,0,2,2,4,NA,0,NA,NA,NA,0,2,1,1,0,2,2,4,NA,0,NA,NA,NA,0,-0.362956927845469
1993,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,-0.343271876374931
1994,254,42,1,1,0,0,2,2,2,NA,0,NA,NA,NA,0,1,1,0,0,2,2,2,NA,0,NA,NA,NA,0,-0.519714269353737
1995,254,42,2,1,0,1,2,2,2,NA,0,NA,NA,NA,0,2,1,0,1,2,2,2,NA,0,NA,NA,NA,0,-0.63479372953374
1996,254,42,2,0,1,1,3,3,4,NA,0,NA,NA,NA,0,2,0,1,1,3,3,4,NA,0,NA,NA,NA,0,-1.02471356012083
1997,254,42,2,0,1,1,3,3,3,1,0,NA,NA,NA,0,2,0,1,1,3,3,3,1,0,NA,NA,NA,0,-1.11325568955996
1998,254,42,2,0,0,0,3,3,3,NA,0,NA,NA,NA,0,2,0,0,0,3,3,3,NA,0,NA,NA,NA,0,-1.21210915409415
1999,254,42,2,0,2,0,3,3,3,NA,0,NA,NA,NA,0,2,0,2,0,3,3,3,NA,0,NA,NA,NA,0,-1.15652088222336
2000,254,42,2,0,2,0,2,3,NA,6,0,NA,NA,NA,0,2,0,2,0,2,3,NA,6,0,NA,NA,NA,0,-1.07670277713878
