"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","V14"
1995,506,910,1,1,2,1,3,3,2,NA,0,NA,NA,NA,0,1,1,2,1,3,3,2,NA,0,NA,NA,NA,0,-1.17148232952305
1996,506,910,0,0,2,0,3,3,3,4,0,NA,NA,NA,1,0,0,2,0,3,3,3,4,0,NA,NA,NA,1,-1.25502782061658
1997,506,910,1,1,2,0,2,3,2,2,0,NA,NA,NA,0,1,1,2,0,2,3,2,2,0,NA,NA,NA,0,-0.883559501519904
1998,506,910,2,1,2,1,2,2,3,NA,0,NA,NA,NA,0,2,1,2,1,2,2,3,NA,0,NA,NA,NA,0,-0.556237794528773
1999,506,910,2,1,2,0,2,3,3,NA,0,NA,NA,NA,0,2,1,2,0,2,3,3,NA,0,NA,NA,NA,0,-0.538421732745127
2000,506,910,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,0,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,0,-0.398048129713964
2001,506,910,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,-0.44929999966681
2002,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,-0.602737683115441
2003,506,910,2,1,2,0,4,2,NA,NA,0,NA,NA,NA,0,2,1,2,0,4,2,NA,NA,0,NA,NA,NA,0,-0.636534495133586
2004,506,910,2,1,2,0,3,2,NA,3,0,NA,NA,NA,0,2,1,2,0,3,2,NA,3,0,NA,NA,NA,0,-0.652567624277125
2005,506,910,2,1,2,0,3,3,NA,3,0,NA,NA,NA,0,2,1,2,0,3,3,NA,3,0,NA,NA,NA,0,-0.773052064697123
2006,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.759368538573838
2007,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,-0.684579641104022
2008,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,-0.738450958076918
2009,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.880105111312833
2010,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.943364744936128
1949,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.33112550052802
1950,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.44121743021903
1951,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.54433957814401
1952,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.64557245777746
1953,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.73236100963213
1954,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.82285534282173
1955,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.90324621932839
1956,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.98010551408659
1957,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.05674829899106
1958,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.13509586816094
1959,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.20400543345741
1960,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.28393856977854
1961,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.35212573035409
1962,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.42593844741835
1963,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.49240366558715
1964,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.55750172350041
1965,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.61512680393357
1966,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.67736972935149
1967,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.7383644079617
1968,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.79053974428875
1969,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.84544024834783
1970,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.9006474560817
1971,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.95478320017512
1972,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.0105481618951
1973,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.07164131371008
1974,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.12582736021952
1975,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.18196237376182
1976,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.23492560658781
1977,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.29262636462787
1978,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.33879953897137
1979,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.38754613267886
1980,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.44444177094134
1981,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,3.49560095808437
1982,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,3.54014435752835
1983,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,3.58741203621603
1984,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,3.63267114391259
1985,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.67074859159936
1986,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.69119050956027
1987,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.72302357294537
1988,479,920,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,3.73393120137516
1989,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.74206906876704
1990,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.73043621211676
1991,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.72195830054004
1992,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.71062417450905
1993,479,920,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,3.69004509494023
1994,479,920,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,3.66068211498933
1995,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.61412110316552
1996,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.54569428058776
1997,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.4567033226155
1998,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.34192700146015
1999,479,920,2,2,2,2,1,1,1,1,0,NA,NA,NA,0,2,2,2,2,1,1,1,1,0,NA,NA,NA,0,3.18915157174083
2000,479,920,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,2.99410594773526
2001,479,920,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,2.75946335369779
2002,479,920,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2.48130728723354
2003,479,920,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2.30227453091068
2004,479,920,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2.1957430009764
2005,479,920,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2.14481360373665
2006,479,920,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.16438395274044
2007,479,920,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2.26219732480418
2008,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.43956082623036
2009,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.54454900198889
2010,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.59537876204982
1979,NA,935,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,NA,NA,-0.593064207775188
1980,NA,935,NA,NA,NA,NA,3,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,3,NA,NA,0,0,0,NA,NA,-0.422234908347414
1981,NA,935,NA,NA,NA,NA,3,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0,0,0,NA,NA,0.09647556338158
1982,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,0.559687019945184
1983,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,0.854827401456596
1984,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.08919630018905
1985,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.25901080575317
1986,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.39526996724175
1987,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.503147214877
1988,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,1.58238935271537
1989,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.64316986304066
1990,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.69553594146754
1991,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.71991338969292
1992,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.74819151081023
1993,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.76650249161983
1994,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.77410165545765
1995,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.76063525832919
1996,NA,935,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1.73223939503513
1997,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.67957216413533
1998,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.62180521112196
1999,NA,935,NA,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,0,1.54966039874136
2000,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.66743146114511
2001,671,935,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.78244088725441
2002,NA,935,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.80449558116048
2003,671,935,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.77768237259226
2004,671,935,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.76089708227262
2005,671,935,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.77353176973372
2006,671,935,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.67950055670239
2007,671,935,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.44860781504001
2008,671,935,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.16808519634006
2009,671,935,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,1.07574721597315
2010,671,935,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,0.944477919997332
1978,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.31991372982258
1979,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.434461394492
1980,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.51929582079608
1981,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.58584525071847
1982,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.64052047568316
1983,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.68321157532415
1984,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.72303305808536
1985,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.74292486652318
1986,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.7510696658807
1987,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,1.74958349493175
1988,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,1.7292535420309
1989,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.70736656752115
1990,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.65941056944874
1991,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.60335056662497
1992,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.5356750950898
1993,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.4474622806896
1994,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.34656124633645
1995,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.20249931576187
1996,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.00566707235693
1997,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0.77272403114731
1998,NA,940,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0.411682190647451
1999,NA,940,NA,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,0,-0.171879098920378
2000,NA,940,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,4,3,NA,NA,0,NA,NA,NA,0,-0.658678953675186
2001,581,940,2,2,2,0,3,3,NA,NA,0,NA,NA,NA,0,2,2,2,0,3,3,NA,NA,0,NA,NA,NA,0,-0.689380991709083
2002,NA,940,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,-0.58174252143258
2003,581,940,2,2,2,1,3,3,NA,NA,0,NA,NA,NA,0,2,2,2,1,3,3,NA,NA,0,NA,NA,NA,0,-0.192963477687378
2004,581,940,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,0.41611336375398
2005,581,940,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,0.951074358086524
2006,581,940,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.49165290917075
2007,581,940,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.87388296314985
2008,581,940,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.12863103242487
2009,581,940,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.27560662014372
2010,581,940,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.35586626840308
1999,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.19710263022957
2000,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.39407215453327
2001,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.60620413752002
2002,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.78086466087748
2003,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.95351097057339
2004,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.08338765906538
2005,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.19647368365843
2006,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.29155518282464
2007,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.36670755606969
2008,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.42321549969251
2009,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.45426146253842
2010,371,946,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.47455494696454
2000,NA,947,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.31423258784428
2001,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.53135634506356
2002,NA,947,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,2.71252201746492
2003,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2.89159705693962
2004,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.02773751342799
2005,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.13627601782595
2006,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.22901114206579
2007,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.29784479486449
2008,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.34856570527582
2009,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.38226200819834
2010,647,947,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,2,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,0,3.39933070107248
1970,NA,950,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.886309194282348
1971,NA,950,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.972765144316742
