YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
2004	398	450	2	2	2	1	3	3			0				0	-0.289298756526705
2005	398	450	2	2	2	1	3	3		6	0				0	0.0934028022151475
2006	398	450	2	1	1	1	3	3			0				0	0.251704952862122
2007	398	450	2	2	1	1	3	3			0				0	0.400622091353936
2008	398	450	2	1	1	1	2	3			0				0	0.460790152146392
2009	398	450	2	1	1	1	2	3			0				0	0.498193262706855
2010	398	450	2	1	1	1	3	2			0				0	0.546068264320964
1961		451									0	0	0	0		0.321929367945603
1962		451									0	0	0	0		0.332629497194518
1963		451									0	0	0	0		0.329227809735091
1964		451									0	0	0	0		0.32221893923221
1965		451									0	0	0	0		0.311782897286023
1966		451									0	0	0	0		0.28989721161547
1967		451									0	0	0	0		0.251129556824408
1968		451									0	0	0	0		0.205176036126085
1969		451									0	0	0	0		0.149942502743063
1970		451									0	0	0	0		0.0826593029369447
1971		451									0	0	0	1		0.00606954143855939
1972		451									0	0	0	0		-0.0182603780189574
1973		451									0	0	0	0		-0.0595828637858841
1974		451									0	0	0	0		-0.119628168691359
1975		451									0	0	0	1		-0.195596581200472
1976		451					4				0	0	0	0		-0.217014927267614
1977		451					3	2			0	0	0	0		-0.0599689906679525
1978		451					2	1			0	0	0	0		0.279792896591278
1979		451						1			0	0	0	0		0.416302894816363
1980		451						2			0	0	0	0		0.375224808189383
1981	569	451	2	2	2	2	2	1			0	0	0	0		0.460583248895736
1982	569	451	2	1	1	2		2			0	0	0	0		0.229378849119916
1983	569	451	2	1	1	2	3	2			0	0	0			0.113430052526814
1984	569	451	2	2	1	1	2	2			0	0	0			0.206226371298558
1985	569	451	2	2	2	1	2	2	3		0	0	0			0.253389351334121
1986	569	451	2	2	2	1	2	2	3		0	0	0			0.247615297517139
1987	569	451	2	2	1	1	2	2	3		0	0	0			0.194441557736963
1988	569	451	2	2	2	0	2	3	3		0		0			0.0450935605835309
1989	569	451	2	2	2	0	2	2	3		0				0	0.0467218361690399
1990	569	451	2	1	1	1	2	2	2		0				0	-0.0771630336956848
1991	569	451	1	1	0	1	3	3	2		0				0	-0.533942254246844
1992	569	451	0	0	0	0	4	4	2		0				0	-1.02346471669263
1993	569	451	1	0	0	0	4	4	3		0				0	-1.21750096880162
1994	569	451	0	0	0	0	5	5	3		0				0	-1.44839000375258
1995	569	451	0	0	0	0	4	4	2	6	0				0	-1.41280359054049
1996	569	451	2	0	1	0	5	5	4	5	0				0	-1.51908609201661
1997		451					4	5	4		0				1	-1.63165067211596
1998		451					5	5	5		0				0	-1.64249459228542
1999		451					5	5	2		0				0	-1.46551744525601
2000		451					5	4			0				0	-1.18218535573622
2001	569	451	2	0	2	0	4	4		6	0				0	-0.731026464281132
2002	569	451	2	2	2	2	2	3		1	0				0	-0.0799825763698548
2003	569	451	2	1	2	0	3	4		4	0				0	-0.00142239716953461
2004	569	451	2	1	2	1	2	3		1	0				0	0.324963764395467
2005	569	451	2	1	1	1	2	3		1	0				0	0.471354045294988
2006	569	451	2	1	1	1	2	3			0				0	0.592506094881696
2007	569	451	2	2	1	1	2	3			0				0	0.726555669807908
2008	569	451	2	2	1	1	3	2			0				0	0.794852815564154
2009	569	451	2	1		1	2	2			0				0	0.818351501368411
2010	569	451	2	2	1	0	3	2			0				0	0.752277745812443
1957		452									0	0	0	0		0.370235679667882
1958		452									0	0	0	0		0.390840503119006
1959		452									0	0	0	0		0.401267406175071
1960		452									0	0	0	0		0.402026829694114
1961		452									0	0	0	0		0.397872815381071
1962		452									0	0	0	0		0.381680027211813
1963		452									0	0	0	0		0.360250254817571
1964		452									0	0	0	0		0.336768640508934
1965		452									0	0	0	0		0.301512169668333
1966		452									0	0	0	0		0.25887111650993
1967		452									0	0	0	1		0.210051556111694
1968		452									0	0	0	0		0.2194758174607
1969		452									0	0	0	0		0.216863961834104
1970		452									0	0	0	0		0.210296690663661
1971		452									0	0	0	0		0.196300751736513
1972		452									0	0	0	0		0.166545263019745
1973		452									0	0	0	0		0.129853699536983
1974		452									0	0	0	0		0.0853632624940749
1975		452									0	0	0	0		0.0305069576443281
1976		452					2	1			0	0	0	0		-0.0396063779445235
1977		452					3	3			0	0	0	0		-0.38733754589021
1978		452					3	2			0	0	0	0		-0.45246339372228
1979		452					3	3			0	0	0	1		-0.526072457680367
1980		452					3	1			0	0	0	0		-0.331189335819604
1981	302	452	2		1	2		2			0	0	0	0		-0.388138423021457
1982	302	452	1	0	0	1	3	3			0	0	0	0		-0.715203793029679
1983	302	452	1	1	0	0	3	3			0	0	0			-0.70236037651015
1984	302	452	2	1	1	1	3	2			0	0	0			-0.377078887276576
1985	302	452	2	2	0	1	2	2	3		0	0	0			-0.163599810197457
1986	302	452	2	2	0	1	3	2	3		0	0	0			-0.112838695849556
1987	302	452	2	1	1	1	2	2	3		0	0	0			0.0327808104823213
1988	302	452	2	2	0	1	2	2	3		0		0			0.135140531348248
1989	302	452	2	2	0	1	2	2	2		0				0	0.236174748473585
1990	302	452	2	1	0	1	2	2	1		0				0	0.271877332647733
1991	302	452	2	2	0	1	3	2	2		0				0	0.311301468356091
1992	302	452	2	2	0	2	2	2	2		0				0	0.473793253656295
1993	302	452	2	1	1	1	2	1	3		0				0	0.528203803370619
1994	302	452	2	2	1	2	4	2	2		0				0	0.550957910295568
1995	302	452	2	1	2	1		2	2		0				0	0.598649444610515
1996	302	452	2	1	2	1	1	2	2		0				0	0.665563373704884
1997	302	452	2	2	1	0	2	2	2		0				0	0.645526324668488
1998	302	452	2	2	2	1	2	2	3		0				0	0.666456441700394
1999	302	452	2	2	1	1	2	3	2		0				0	0.578171243585233
2000	302	452	2	1	2	0	2	2			0				0	0.509941555413327
2001	302	452	2	1	1	1	2	3			0				0	0.381745422366013
2002	302	452	2	1	2	1		3			0				0	0.385051673955432
2003	302	452	2	1	2	1	2	3			0				0	0.487808622425427
2004	302	452	2	1	2	1	2	3		1	0				0	0.563145170166119
2005	302	452	2	1	2	1	1	3		1	0				0	0.630100517311073
2006	302	452	2	1	2	0	2	3			0				0	0.557983149108164
2007	302	452	2	1	2	0	2	3			0				0	0.498793464476464
2008	302	452	2	1	2	0	2	3			0				0	0.424392454158365
2009	302	452	2	1	2	0	2	3			0				0	0.345072980333543
2010	302	452	2	1	1	0	3	3			0				0	0.202154147182162
1960		461									0	0	0	0		0.436303096499844
1961		461									0	0	0	0		0.45851428586278
1962		461									0	0	0	0		0.477648484328373
1963		461									0	0	0	0		0.47986734092958
1964		461									0	0	0	0		0.472751806622292
1965		461									0	0	0	0		0.465179533631332
1966		461									0	0	0	0		0.45241783798738
1967		461									0	0	0	0		0.43220614020065
1968		461									0	0	0	0		0.406344691593624
1969		461									0	0	0	0		0.375750238843758
1970		461									0	0	0	0		0.335842605896183
1971		461									0	0	0	0		0.292794449229608
1972		461									0	0	0	0		0.240583998230886
1973		461									0	0	0	0		0.176282964715378
1974		461									0	0	0	0		0.101613554766424
1975		461									0	0	0	0		0.0154473540744187
1976		461					3				0	0	0	0		-0.081678914824194
1977		461					2	2			0	0	0	0		-0.0830586373710406
1978		461					3	2			0	0	0	0		-0.126997592867393
1979		461					2	2			0	0	0	0		-0.051719555028217
1980		461					2	2			0	0	0	0		-0.0609789992665669
1981	629	461	2	2	0	1	2	3			0	0	0	0		-0.188211794248612
1982	629	461	2	2	1	1	2	2			0	0	0	0		-0.164952643978494
1983	629	461	2	2	1	1	3	3			0	0	0			-0.375384196572733
1984	629	461	1	1	2	1	3	3			0	0	0			-0.502809767637625
1985	629	461	2	1	1	1	2	3	4		0	0	0			-0.477194447218261
1986	629	461	2	1	1	0	2	3	5		0	0	0			-0.429094357889379
1987	629	461	2	2	1	1	2	3	4		0	0	0			-0.174547844391407
1988	629	461	2	2	1	1	2	1	3		0		0			0.0741724192536124
1989	629	461	2	2	1	1	2	2	4		0				0	-0.0635852951832787
1990	629	461	1	1	0	1	3	2	3		0				0	-0.352318487090161
1991	629	461	2	0	0	0	3	3			0				1	-0.69620297505283
1992	629	461	1	0	1	0	2	3	3		0				0	-0.800087614657134
1993	629	461	1	0	0	0	4	5	4		0				1	-1.11228049137805
1994	629	461	0	0	1	0	3	4	4		0				0	-0.838143288841141
1995	629	461	2	1	1	1	2	3	3	3	0				0	-0.39574331305796
1996	629	461	2	1	1	1	2	3	3	6	0				0	-0.302279494097561
1997	629	461	2	0	1	0	2	3	3	6	0				0	-0.361226169241932
1998	629	461	2	1	1	0	4	4	3	6	0				0	-0.43093371488523
1999	629	461	2	1	1	0	3	3	3	6	0				0	-0.189548778720125
2000	629	461	2	1	1	1	3	2		5	0				0	0.100867698191549
2001	629	461	2	2	1	0	2	3		6	0				0	0.184087609210372
2002	629	461	2	2	1	0	2	2		1	0				0	0.279790250553482
2003	629	461	2	1	1	1	3	3		5	0				0	0.0325677193767152
2004	629	461	2	1	1	0	3	3		5	0				0	-0.247713254457225
2005	629	461	1	0	1	0	5	4		5	0				1	-0.614955452152944
2006	629	461	1	1	1	0	3	3			0				0	-0.298316881694786
2007	629	461	2	1	1	0	3	3			0				0	-0.0209596542941406
2008	629	461	2	2	1	0	2	3			0				0	0.233107904692557
2009	629	461	2	1	1	0	3	2			0				0	0.281799022879038
2010	629	461	2	1	0	0	2	3			0				0	0.234741101669714
1960		471									0	0	0	0		0.160216749465655
1961		471									0	0	0	0		0.160172788594033
1962		471									0	0	0	0		0.145882509875999
1963		471									0	0	0	0		0.121503013854373
1964		471									0	0	0	1		0.0817296580061021
1965		471									0	0	0	0		0.0981829880080885
1966		471									0	0	0	0		0.110535397337514
1967		471									0	0	0	0		0.101890460295062
1968		471									0	0	0	0		0.0824437438864336
1969		471									0	0	0	0		0.0476795579588841
1970		471									0	0	0	0		0.00261148762659306
1971		471									0	0	0	1		-0.054825859927234
1972		471									0	0	0	0		-0.0592195399076632
1973		471									0	0	0	0		-0.0809427156529579
1974		471									0	0	0	0		-0.116484192407771
1975		471									0	0	0	0		-0.169579181420862
1976		471					3	2			0	0	0	0		-0.243101502457675
1977		471					3	1			0	0	0	0		-0.219928100063186
1978		471					3	2			0	0	0	0		-0.381715318075367
1979		471					4	3			0	0	0	0		-0.525096242849903
1980		471					2	2			0	0	0	0		-0.301180870422132
1981	191	471	1	1	0	1	2	2			0	0	0	0		-0.311118074261234
1982	191	471	1	2	1	1	2	2			0	0	0	0		-0.216398286206774
1983	191	471	2	2	1	1	2	2			0	0	0			-0.222146097540913
1984	191	471	2	1	0	0	4	3			0	0	0			-0.521417897395397
1985	191	471	2	0	0	0	3	2	2		0	0	0			-0.387944747979645
1986	191	471	2	2	0	1	2	2	3		0	0	0			-0.101342484539811
1987	191	471	2	1	1	2	2	2	1		0	0	0			0.0755862457070757
1988	191	471	2	1	0	1	2	2	2		0		0			-0.0434404264363037
1989	191	471	2	1	0	1	2	2	3		0				0	-0.232050322333759
1990	191	471	2	0	0	0	2	3	2		0				0	-0.538928636029991
1991	191	471	0	0	0	0	3	4	4		0				0	-0.936937900724822
1992	191	471	2	1	0	0	3	4	4		0				0	-0.929361054654874
1993	191	471	1	0	0	0	3	3	5		0				0	-0.942927099633642
1994	191	471	2	0	0	0	4	4	4		0				1	-0.960091345568627
1995	191	471	2	2	0	0	3	3	5	4	0				0	-0.676104510025654
1996	191	471	2	1	1	0	3	3	4	4	0				0	-0.600974456394045
1997	191	471	2	1	0	0	3	3	3	6	0				0	-0.632904877264986
1998	191	471	1	0	0	0	4	3	3	4	0				0	-0.804050067145554
1999	191	471	1	0	1	0	4	4	3	6	0				0	-0.954734050190476
2000	191	471	1	0	0	0	4	4		6	0				0	-0.980530237070467
2001	191	471	1	0	1	0	3	3		4	0				0	-0.757603189171969
2002	191	471	1	0	1	0	2	4		4	0				0	-0.724306059712601
2003	191	471	2	1	1	0	4	4		4	0				0	-0.654670099254712
2004	191	471	2	1	1	0	3	4		1	0				0	-0.523353955879646
2005	191	471	2	1	1	0	3	4		4	0				0	-0.46059330949941
2006	191	471	2	1	1	0	3	4			0				0	-0.392349339490402
2007	191	471	2	1	1	0	3	3			0				0	-0.280464879441531
2008	191	471	2	0	1	0	4	4			0				0	-0.357825327507479
2009	191	471	2	1	1	0	2	3			0				0	-0.0478987097740556
2010	191	471	2	1	0	0	2	3			0				0	0.0384598532998743
1960		475									0	0	0	0		-0.328805067232831
1961		475									0	0	0	0		-0.388455951121262
1962		475									0	0	0	0		-0.484622387125198
1963		475									0	0	0	0		-0.627930981400939
1964		475									0	0	0	1		-0.846215082118378
1965		475									0	0	0	0		-1.11844436485573
1966		475									0	1	1	1		-1.6050054939436
1967		475									1	1	0	1		-1.6669575237683
1968		475									1	0	0	0		-1.477370503552
1969		475									1	0	0	0		-1.34019976546338
1970		475									1	0	0	1		-1.18111543279993
1971		475									0	0	0	1		-0.873777482827036
1972		475									0	0	0	0		-0.623895301562334
1973		475									0	0	0	0		-0.440760681528226
1974		475									0	0	0	0		-0.308254378000859
1975		475									0	0	0	0		-0.19512378257119
1976		475					1	2			0	0	0	1		-0.103846440604681
1977		475					2	2			0	0	0	0		-0.081749383579383
1978		475					3	2			0	0	0	0		-0.105638965346997
1979		475					2	2			0	0	0	0		-0.00416114302188336
1980		475					2	2			0	0	0	0		0.0375340671132313
1981	488	475	2	2	1	1		2			0	0	0	0		0.00836626198238989
1982	488	475	2	2	0	1		2			0	0	0	0		-0.0116044034248881
1983	488	475	2	2	0	1	2	2			0	0	0			0.0225636304412935
1984	488	475	2	2	0	2	3	2			0	0	0			0.0256000132090416
1985	488	475	2	2	0	1	2	2	3		0	0	0			0.0494335366975083
1986	488	475	2	2	1	1	3	2	1		0	0	0			0.0685435508136925
1987	488	475	2	2	1	2	2	3	2		0	0	0			0.0402569732010422
1988	488	475	2	2	1	0	2	2	3		0		0			-0.130779115200716
1989	488	475	2	2	0	0	3	3	3		0				0	-0.48041469035359
1990	488	475	0	2	0	0	3	3	4		0				1	-0.691635275015229
1991	488	475	2	1	0	0	2	3	4		0				0	-0.660296570132035
1992	488	475	2	1	1	0	3	3	5		0				0	-0.768123889560268
1993	488	475	2	0	0	0	4	4	5		0				0	-1.06373173436328
1994	488	475	2	0	0	0	4	5	5		0				0	-1.19107850704461
1995	488	475	2	2	0	0	4	4	5	6	0				0	-1.07236429289265
1996	488	475	2	0	0	1	3	4	5	6	0				0	-1.02170437367836
1997	488	475	2	0	0	0	3	4	5	6	0				0	-0.985437147196363
1998	488	475	2	1	0	1	2	4	4	6	0				0	-0.819447233822039
1999	488	475	2	0	0	0	4	4	3	6	0				0	-0.937509344448773
2000	488	475	1	0	0	0	3	3		6	0				0	-0.933164801122451
2001	488	475	2	0	0	0	4	4		1	0				1	-1.12387995532326
2002	488	475	2	0	1	0	4	4		6	0				1	-1.21207890331376
2003	488	475	1	0	1	0	3	4		6	0				1	-1.2306917088462
2004	488	475	1	0	0	0	4	4		6	0				1	-1.30625432535517
2005	488	475	1	0	1	0	4	4		6	0				0	-1.19608769859215
2006	488	475	2	0	0	0	4	4			0				0	-1.10014566433786
2007	488	475	2	0	0	0	4	3			0				0	-1.01620827002225
2008	488	475	2	0	0	0	4	4			0				1	-1.16378480157038
2009	488	475	1	0	0	0	4	4			0				0	-1.27907729862358
2010	488	475	0	0	0	0	4	5			0				0	-1.49658852568809
1960		481									0	0	0	0		0.775701612611674
1961		481									0	0	0	0		0.822392188867828
1962		481									0	0	0	0		0.866960461967261
1963		481									0	0	0	0		0.905410344684516
1964		481									0	0	0	0		0.944285819002376
1965		481									0	0	0	0		0.977006922241022
1966		481									0	0	0	0		0.998953757328126
1967		481									0	0	0	0		1.02413264123196
1968		481									0	0	0	0		1.0448869972134
1969		481									0	0	0	0		1.06621011642679
1970		481									0	0	0	0		1.08189424092876
1971		481									0	0	0	0		1.09997466055894
1972		481									0	0	0	0		1.11012124014313
1973		481									0	0	0	0		1.12140950151288
1974		481									0	0	0	0		1.13057285771462
1975		481									0	0	0	0		1.13609250356309
1976		481						1			0	0	0	0		1.13834286532502
1977		481						1			0	0	0	0		1.12237696805947
1978		481						1			0	0	0	0		1.09036785194308
1979		481					1	1			0	0	0	0		1.03955488191214
1980		481					2	1			0	0	0	0		0.834016449684708
1981	290	481	2	2	1	2	3	1			0	0	0	0		0.589822406212808
1982	290	481	2	2	1	1	2	2			0	0	0	0		0.409406223695105
1983	290	481	2	2	1	1	2	2			0	0	0			0.363026564207656
1984	290	481	2	2	1	1	2	2			0	0	0			0.436645680468713
1985	290	481	2	2	2	1	2	2	2		0	0	0			0.59453234448058
1986	290	481	2	2	2	2		1	2		0	0	0			0.822313837568154
1987	290	481	2	2	2	1	2	1	1		0	0	0			0.813663763787837
1988	290	481	2	2	1	1		3	3		0		0			0.517160350245123
1989	290	481	2	2	2	1	2	1	3		0				0	0.605506515761439
1990	290	481	2	1	1	0	1	2	2		0				0	0.48229354217669
1991	290	481	2	2	2	1		2	3		0				0	0.453730801444938
1992	290	481	2	2	2	2		2	3		0				0	0.417972445170174
1993	290	481	2	1	2	0		2	4		0				0	0.188246978872917
1994	290	481	2	0	1	1	3	4	4		0				0	0.0468783854614064
1995	290	481	2	2	2	2		2	3	1	0				0	0.452301654280631
1996	290	481	2	2	2	1		2	3	1	0				0	0.598136484770681
1997	290	481	2	2	2	0		2	3	1	0				0	0.702878618562675
1998	290	481	2	2	2	1		2	3	1	0				0	0.852003588744491
1999	290	481	2	2	1	1		2	2	1	0				0	0.984782553682531
2000	290	481	2	2	2	2		2		1	0				0	1.09242493679679
2001	290	481	2	1	2	1		2		1	0				0	1.05696144008319
2002	290	481	2	2	2	1		2		1	0				0	1.13099605649774
2003	290	481	2	2	2	1		2		1	0				0	1.10442003792906
2004	290	481	2	2	1	1		2		1	0				0	0.938876733201609
2005	290	481	2	1	1	1		3		1	0				0	0.680239538157707
2006	290	481	2	1	1	1		3			0				0	0.629493360172085
2007	290	481	2	2	2	1		3			0				0	0.715510449803613
2008	290	481	2	2	1	1		3			0				0	0.71768902936142
2009	290	481	2	2	1	1		3			0				0	0.782883389310301
2010	290	481	2	2	1	1		2			0				0	0.9253195816516
1960		482									0	0	0	0		-0.201082879770828
1961		482									0	0	0	0		-0.244447396147413
1962		482									0	0	0	0		-0.311992887531093
1963		482									0	0	0	0		-0.41209457933295
1964		482									0	0	0	0		-0.557005077594222
1965		482									0	0	0	0		-0.759331920350198
1966		482									0	1	0	0		-1.06204444613196
1967		482									0	1	0	0		-1.23354090772833
1968		482									0	1	0	0		-1.33530188132342
1969		482									0	1	0	1		-1.40754033132927
1970		482									0	1	0	0		-1.40677431756908
1971		482									0	1	0	0		-1.41387498305066
1972		482									0	1	0	1		-1.42918259998283
1973		482									0	1	0	0		-1.38260006175501
1974		482									0	1	0	0		-1.32425772793411
1975		482									0	1	0	0		-1.23849117074594
1976		482					2				0	1	0	0		-1.08501917230595
1977		482					2	2			0	1	0	0		-1.01087469634707
1978		482					4	2			0	1	0	0		-1.17472471433589
1979		482					4	4			0	1	0	0		-1.28166337670578
1980		482									0	0	0	0		-0.918341814100595
1981	200	482	2	1	1	1					0	0	0	1		-0.69900180588872
1982	200	482	2	2	0	0					0	0	0	0		-0.586809336585501
1983	200	482	2	2	0	0					0	0	0			-0.48696146284845
1984	200	482	2	2	0	0					0	0	0			-0.362780215012865
1985	200	482	2	2	0	1			3		0	0	0			-0.212188671038314
1986	200	482	2	1	1	1			2		0	0	0			-0.0879046855278411
1987	200	482	2	1	1	0	2	2	2		0	0	0			0.0818995907807844
1988	200	482	2	2	1	1	2	2	1		0		0			0.261541056169743
1989	200	482	2	2	1	1	2	2	2		0				0	0.264475629942816
1990	200	482	2	1	0	1	2	2	3		0				0	0.136048778809185
1991	200	482	2	1	0	0	2	2	2		0				0	0.0597892034042883
1992	200	482	2	1	1	0	2	3	4		0				0	0.00791207416082249
1993	200	482	2	1	2	1	2	2	2		0				0	0.255445771306779
1994	200	482	2	1	2	0		2	2		0				0	0.273168931683564
1995	200	482	2	1	2	0		2	2	1	0				0	0.25074941285203
1996	200	482	2	1	2	0		2	3	1	0				0	0.152464620451199
1997	200	482	2	2	2	0		3	5	1	0				0	0.056981833152858
1998	200	482	2	1	1	0		2	4	1	0				0	0.0233013235848678
1999	200	482	2	1	2	0		3	3	1	0				0	-0.0673455974897661
2000	200	482	2	1	0	0		2		1	0				0	-0.230005818685767
2001	200	482	2	0	0	0	4	4		6	0				1	-0.706190486141985
2002	200	482	2	0	2	0	3	3		6	0				0	-0.638055031630391
2003	200	482	2	0	2	0	4	4		6	0				0	-0.758740614559886
2004	200	482	2	0	1	0	2	4		1	0				0	-0.713790285074456
2005	200	482	2	0	1	0	3	4		1	0				0	-0.85619737906267
2006	200	482	2	0	1	0	4	5			0				1	-1.17495744405272
2007	200	482	2	0	1	0	4	5			0				1	-1.23321382838955
2008	200	482	2	0	1	0	4	4			0				0	-1.08668150999355
2009	200	482	1	0	1	0	4	4			0				0	-1.13453648474504
2010	200	482	1	0	1	0	4	5			0				0	-1.27267022687117
1960		483									0	0	0	0		-0.291040468504036
1961		483									0	0	0	0		-0.348416976471464
1962		483									0	0	0	0		-0.437838141836705
1963		483									0	0	0	0		-0.575741973692539
1964		483									0	0	0	0		-0.765293743757609
1965		483									0	1	0	0		-1.06374370727188
1966		483									0	1	0	0		-1.22236538093148
1967		483									0	1	0	0		-1.3082799546597
1968		483									0	1	0	0		-1.35173209049865
1969		483									0	1	0	0		-1.37156216236058
1970		483									0	1	0	0		-1.38528897141072
1971		483									0	1	0	0		-1.38485761223626
1972		483									0	1	0	0		-1.38297362320613
1973		483									0	1	0	0		-1.37400607107073
1974		483									0	1	0	0		-1.35276133605807
1975		483									0	1	0	0		-1.31114082889265
1976		483					2				0	1	0	0		-1.22638560661447
1977		483					3	3			0	1	0	1		-1.28836882156159
1978		483					3	3			0	1	0	0		-1.31714938565107
1979		483					3	3			0	1	0	0		-1.31905002550297
1980		483									0	1	0	0		-1.35620051879487
1981		483									0	1	0	0		-1.37252205842562
1982		483					3	3			0	1	0	0		-1.37929795260053
1983		483					3				0	1	0			-1.49007964107755
1984	203	483	0	0	0	0	5	5			0	1	0			-1.78083622860265
1985	203	483	0	0	1	1	5	5	5		0	1	0			-1.69049611120315
1986	203	483	1	1	0	0	2	3	4		0	1	0			-1.2849542332073
1987	203	483	2	1	0	1	4	3	2		0	1	0			-1.04046753869495
1988	203	483	2	1	1	1	3	3	3		0		0			-0.904362622101513
1989	203	483	0	1	0	0	3	3	3		0				0	-1.10755734882983
1990	203	483	0	0	0	0	4	4	4		0				1	-1.38979059436009
1991	203	483	2	0	1	0	3	4	4		0				1	-1.33412473197974
1992	203	483	1	0	0	0	5	4	3		0				1	-1.43104164376476
1993	203	483	0	0	1	0	5	4	3		0				1	-1.36795909016071
1994	203	483	1	0	1	1	4	4	3		0				1	-1.14371864969245
1995	203	483	2	1	0	0	4	4	4	4	0				1	-1.05506243730509
1996	203	483	1	0	1	1	4	2	2	5	0				0	-0.878544012735722
1997	203	483	1	0	1	0	4	4	4	6	0				0	-1.07203635548918
1998	203	483	1	0	0	0	4	4	3		0				1	-1.09518003249096
1999	203	483	2	0	1	0	4	4	3	4	0				0	-0.921015428261618
2000	203	483	1	1	1	0	3	4		4	0				0	-0.784086915179087
2001	203	483	1	0	1	1	4	4		4	0				0	-0.789735318096043
2002	203	483	2	0	2	0	2	4		3	0				0	-0.666734231889453
2003	203	483	1	1	2	0	3	4			0				0	-0.695532009733649
2004	203	483	1	0	1	0	3	4		5	0				0	-0.780343305098363
2005	203	483	0	0	1	1	2	4		1	0				0	-0.773344466951182
2006	203	483	1	0	0	1	4	4			0				0	-0.918036929515657
2007	203	483	1	1	1	1	4	4			0				0	-0.94582655868469
2008	203	483	1	0	1	0	5	5			0				0	-1.17452190912913
2009	203	483	1	1	0	0	5	4			0				0	-1.07228403138442
2010	203	483	2	1	1	0	4	4			0				0	-0.891633480261627
1960		484									0	0	0	0		-0.306199944256666
1961		484									0	0	0	0		-0.364882776855454
1962		484									0	0	0	0		-0.460228991057841
1963		484									0	0	0	0		-0.604350734480866
1964		484									0	1	0	0		-0.814715683199096
1965		484									0	1	0	0		-0.80861572152071
1966		484									0	0	0	0		-0.588829174792441
1967		484									0	0	0	0		-0.434880666990423
1968		484									0	0	0	0		-0.328962672558604
1969		484									0	0	0	0		-0.245112350771734
1970		484									0	0	0	1		-0.187883012253048
1971		484									0	0	0	0		-0.0849848532797608
1972		484									0	0	0	0		-0.00401073215059348
1973		484									0	0	0	0		0.0662750567649682
1974		484									0	0	0	0		0.129924992306849
1975		484									0	0	0	0		0.181504861988279
1976		484					2				0	0	0	0		0.220341871046836
1977		484					2				0	0	0	1		0.260024751170193
1978		484					2	1			0	0	0	1		0.313012069156728
1979		484					2	2			0	0	0	0		0.246472219263609
1980		484					2	2			0	0	0	0		0.224295617485294
1981	221	484	2	2	1	2	2	2			0	0	0	0		0.216096131116418
1982	221	484	2	2	0	1	2	2			0	0	0	0		0.133980236306825
1983	221	484	2	2	0	1	2	2			0	0	0			0.104024309234552
1984	221	484	2	2	1	1	2	2			0	0	0			0.0808557638283946
1985	221	484	2	1	1	0	2	2	3		0	0	0			-0.0763853819299406
1986	221	484	2	1	1	1	2	2	3		0	0	0			-0.118171703651152
1987	221	484	2	2	0	1	3	3	3		0	0	0			-0.198354615243784
1988	221	484	2	2	1	0	2	2	4		0		0			-0.0724552225060155
1989	221	484	2	2	1	0	2	2	3		0				0	0.00621418208734054
1990	221	484	2	1	1	0	2	2	4		0				0	0.0333768026066518
1991	221	484	2	2	1	1	2	1	4		0				0	0.144019789788183
1992	221	484	2	1	1	1	2	2	2		0				0	-0.0924651291141077
1993	221	484	0	0	0	0	3	4	3		0				1	-0.72680906037405
1994	221	484	1	0	2	0	4	4	3		0				0	-0.782821343746852
1995	221	484	2	1	1	0	3	3	3	3	0				0	-0.640425745440673
1996	221	484	2	1	1	0	3	3	5	3	0				0	-0.82292715626691
1997	221	484	1	0	0	0	5	5	4	1	0				1	-1.30954080719764
1998	221	484	1	0	1	1	4	5	3	3	0				1	-1.2957307048455
1999	221	484	0	0	0	0	5	5	2	5	0				1	-1.34133386253671
2000	221	484	1	1	0	1	5	3			0				0	-0.895166746997089
2001	221	484	2	1	0	1		3		1	0				0	-0.627544330089966
2002	221	484	1	0	1	0	4	4			0				0	-0.721239702831255
2003	221	484	1	1	2	1	4	4			0				0	-0.407741870235143
2004	221	484	2	1	2	1	3	2		1	0				0	0.12399706753834
2005	221	484	2	1	1	0	2	3		1	0				0	0.239647122970458
2006	221	484	2	1	1	0	2	3			0				0	0.311116237720249
2007	221	484	2	1	1	0	2	3			0				0	0.351060611836465
2008	221	484	2	1	1	0	3	3			0				0	0.379350774600571
2009	221	484	2	2	1	2	3	2			0				0	0.682992899583019
2010	221	484	2	1	1	1	2	2			0				0	0.765400456559015
1960		490									0	1	0	0		-1.39030053964808
1961		490									0	1	0	1		-1.4891788218062
1962		490									0	1	0	0		-1.5569369949122
1963		490									0	1	0	0		-1.70483736874002
1964		490									1	1	1	1		-2.02079837381091
1965		490									1	1	1	1		-1.93334635950265
1966		490									0	0	0	1		-1.3474661233733
1967		490									0	0	0	0		-0.999823791572161
1968		490									0	0	0	1		-0.823431494141414
1969		490									0	0	0	1		-0.691216401541177
1970		490									0	0	0	0		-0.567525743959789
1971		490									0	0	0	0		-0.50542471467618
1972		490									0	0	0	0		-0.496145920640865
1973		490									0	0	0	0		-0.534048278748839
1974		490									0	0	0	0		-0.626186749051767
1975		490									0	0	0	0		-0.793526692418342
1976		490						2			0	0	0	0		-1.06313416045575
1977		490					4	2			1	1	1	0		-1.68955978928095
1978		490					4	3			1	1	1	1		-1.98818750093515
