YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing	x.means
2007	458	341	2	2	2	0	2	2			0				0	1.26354944467117
2008	458	341	2	2	2	1	2	2			0				0	1.3525347546578
2009	458	341	2	2	2	1	2	2			0				0	1.41372814551881
2010	458	341	2	2	2	1	1	2			0				0	1.51795551885544
1992		343						2	2		0				0	0.814127261513335
1993	413	343	2	2	2	1	2	1	2		0				0	0.981355924865508
1994	413	343	2	2	2	1	1	2	2		0				0	1.06657943471267
1995	413	343	2	2	2	1		1	2	4	0				0	1.09189543485199
1996	413	343	2	2	1	1		1	2	4	0				0	0.959788020597806
1997	413	343	2	2	1	1	3	2	2	4	0				0	0.737090245459282
1998	413	343	2	2	2	1	3	2	2	4	0				0	0.702357948263279
1999	413	343	2	2	1	1	2	2	2	4	0				0	0.693701504285006
2000	413	343	2	2	2	1	2	2		4	0				0	0.525355252136059
2001	413	343	1	1	2	0	4	4		5	0				0	0.00996433883591681
2002	413	343	2	1	2	0	3	3		5	0				0	0.13671865828731
2003	413	343	2	1	2	1	2	3		3	0				0	0.470314928252983
2004	413	343	2	2	1	1	2	2		3	0				0	0.765516808309598
2005	413	343	2	2	1	0	2	2		2	0				0	0.875854764767512
2006	413	343	2	2	1	0	2	2			0				0	0.974431339894338
2007	413	343	2	2	2	0	3	2			0				0	1.03858493647256
2008	413	343	2	2	2	1	2	2			0				0	1.18863425181692
2009	413	343	2	2	2	1	2	2			0				0	1.22685491711747
2010	413	343	2	2	1	1	2	2			0				0	1.1971972175999
1992	230	344	0	0	1	1	4	5	2		0				0	-1.13566087288738
1993	230	344	1	1	0	0	3	5	3		0				1	-1.08563994881104
1994	230	344	1	1	1	1	3	4	4		0				0	-0.874793333081916
1995	230	344	1	0	0	1	5	5	3	6	0				1	-0.912868754212507
1996	230	344	2	1	2	2	3	3	1	3	0				0	-0.274478747394833
1997	230	344	2	2	2	2	3	3	2		0				0	0.0577405072358684
1998	230	344	2	1	1	1	3	3	2	4	0				0	0.20634733355217
1999	230	344	2	2	2	1	3	3	2	4	0				0	0.533603888633201
2000	230	344	1	2	2	1	1	1		4	0				0	0.979127451026905
2001	230	344	2	2	1	1	2	2		1	0				0	1.08252396738132
2002	230	344	2	2	1	2	2	2		1	0				0	1.25311295164945
2003	230	344	2	2	2	1	2	2		1	0				0	1.36410774859513
2004	230	344	2	2	2	1	2	2			0				0	1.46128115756698
2005	230	344	2	2	2	1	2	2		1	0				0	1.6034737953364
2006	230	344	2	2	2	2	2	2			0				0	1.86340612602438
2007	230	344	2	2	2	2	1	1			0				0	2.28292519056629
2008	230	344	2	2	2	2	1	1			0				0	2.46339451754037
2009	230	344	2	2	2	2	1	1			0				0	2.48178324589745
2010	230	344	2	2	0	1	1	1			0				0	2.37749863346722
1949		345										1	0	0		-1.35510193177056
1950		345										1	0	0		-1.41383424776379
1951		345										1	0	1		-1.4600008906576
1952		345										1	0	0		-1.4490836254497
1953		345										1	0	0		-1.44425702139664
1954		345										1	0	0		-1.43748718719101
1955		345										1	0	0		-1.42654153628783
1956		345									0	1	0	0		-1.41309845950394
1957		345									0	1	0	0		-1.41306933815163
1958		345									0	1	0	0		-1.41305944605538
1959		345									0	1	0	0		-1.41833823551592
1960		345									0	1	0	0		-1.42624765017748
1961		345									0	1	0	1		-1.4506532459249
1962		345									0	1	0	1		-1.42984801327457
1963		345									0	1	0	0		-1.35376303986356
1964		345									0	1	0	0		-1.25199910644228
1965		345									0	1	0	0		-1.08684200943026
1966		345									0	0	0	0		-0.793023657044836
1967		345									0	0	0	0		-0.605485419543116
1968		345									0	0	0	0		-0.488689591847936
1969		345									0	0	0	0		-0.416247158130233
1970		345									0	0	0	0		-0.384659416871854
1971		345									0	0	0	0		-0.385650075573076
1972		345									0	0	0	1		-0.4265219506015
1973		345									0	0	0	0		-0.436900194004722
1974		345									0	0	0	0		-0.488187615226094
1975		345									0	0	0	0		-0.582409902167086
1976		345					3	3			0	0	0	0		-0.737083808924333
1977		345					3	3			0	0	0	0		-0.800752768981443
1978		345					3	3			0	0	0	0		-0.822487955078084
1979		345					3	3			0	0	0	0		-0.758954247860615
1980		345					3	2			0	0	0	0		-0.643213383075664
1981	689	345	1	1	0	2	3	3			0	0	0	0		-0.750864730771293
1982	689	345	1	1	0	1	3	3			0	0	0	0		-0.770556629770325
1983	689	345	1	2	0	1	3	2			0	0	0			-0.610985999722044
1984	689	345	2	1	0	1	3	3			0	0	0			-0.624751441944858
1985	689	345	2	2	0	0	3	3	3		0	0	0			-0.591536652493226
1986	689	345	2	2	0	0	3	2	2		0	0	0			-0.459695740746177
1987	689	345	2	2	0	1	3	3	2		0	0	0			-0.510570929643705
1988	689	345	1	2	0	0	3	3	4		0		0			-0.765055673670285
1989	689	345	1	1	0	0	3	3	3		0				0	-0.85118522167229
1990	689	345	2	2	1	0	3	3	4		0				0	-0.852572278854172
1991	689	345	0	0	1	0	4	5	4		0				0	-1.26711748153074
1992	563	345	1	0	0	0	3	5	3		0				0	-1.30959833453871
1993	563	345	1	0	0	0	3	5	4		0				0	-1.32212646962619
1994	563	345	2	1	1	0	5	5	4		0				0	-1.29432814098253
1995	563	345	0	1	0	0	4	5		5	0				0	-1.28696757151592
1996	563	345	1	1	1	1	2	4	5	5	0				0	-1.1255303632384
1997	563	345	1	1	0	0	4	4	5	6	0				0	-1.38484023270099
1998	563	345	0	0	0	0	5	4	5	6	1				1	-1.79607358794702
1999	563	345	0	0	0	0	5	5	5	6	1				1	-1.83445574401004
2000	692	345	1	0	0	0	4	4		5	0				0	-1.22543248510061
2001	692	345	2	2	0	1	4	4		4	0				0	-0.643554312908388
2002	692	345	2	1	2	1	3	2		5	0				0	-0.119106689896008
2003	563	345	2	1	0	0	3	3		6	0				0	0.00481644310375442
2004	563	345	2	1	1	1	3	2		5	0				0	0.327226010411812
2005	563	345	2	1	1	1	3	2		5	0				0	0.560710220464971
2006	560	345	2	2	2	0	3	2			0				0	0.844836740153935
2007	560	345	2	2	2	1	2	2			0				0	1.08940036315241
2008	560	345	2	1	2	1	2	2			0				0	1.10459177156735
2009	560	345	2	1	2	1	2	2			0				0	1.13254114367399
2010	560	345	2	2	2	1	2	2			0				0	1.20889232669453
1992		346					5	5	4		1				1	-2.24227789510804
1993		346					5	5	4		1				1	-2.21904436076553
1994		346					5	5	4		1				0	-2.03193440681754
1995		346					5	5	5		1				0	-1.75503003832778
1996		346					3	3	3		0				0	-1.04288656893657
1997		346					4	3	3		0				0	-0.723005803383187
1998		346					3	3	3		0				0	-0.424343482621494
1999		346					3	3	4		0				0	-0.243588611734859
2000		346					3	3			0				0	0.0173294208543387
2001	164	346	2	2	2	0	3	2		1	0				0	0.4214766469521
2002	164	346	2	2	2	0	2	2		5	0				0	0.714112086257704
2003	164	346	2	2	2	0	2	2		6	0				0	0.941157510331989
2004	164	346	2	2	2	1	2	2		1	0				0	1.16619584900849
2005	164	346	2	2	2	1	2	2		1	0				0	1.26851068919273
2006	164	346	2	2	2	1	2	2			0				0	1.30352190179198
2007	164	346	2	2	2	0	2	2			0				0	1.28483261998573
2008	164	346	2	2	2	1	2	2			0				0	1.27487239983282
2009	164	346	2	2	2	0	2	2			0				0	1.19770979988789
2010	164	346	2	2	2	0	2	2			0				0	1.1642017475303
2008		347						1			0				0	1.84604690011574
2009		347						2			0				0	1.8020830839418
2010		347						1			0				0	1.92935259036693
1992	578	349	2	2	2	2			1		0				0	2.41061211827198
1993	578	349	2	2	2	2			1		0				0	2.53908257332165
1994	578	349	2	2	2	2			1		0				0	2.61188234654092
1995	578	349	2	2	2	2			1	6	0				0	2.60535099390605
1996	578	349	2	2	2	2			1	4	0				0	2.60196902645925
1997	578	349	2	2	2	2		1	1	4	0				0	2.58660125677221
1998	578	349	2	2	2	2		1	1	4	0				0	2.5274978245979
1999	578	349	2	2	2	2		1	1	4	0				0	2.42317527537259
2000	578	349	2	2	2	1	2	1		4	0				0	2.23565090861791
2001	578	349	2	2	2	2		1		3	0				0	2.32934493626871
2002	578	349	2	2	2	2		1		1	0				0	2.37675331265865
2003	578	349	2	2	2	1	2	1		1	0				0	2.29633553311961
2004	578	349	2	2	2	1	1	1		3	0				0	2.37448117685883
2005	578	349	2	2	2	1	1	1		1	0				0	2.46823619874921
2006	578	349	2	2	2	1	1	1			0				0	2.55330548221854
2007	578	349	2	2	2	1	1	1			0				0	2.66595825820014
2008	578	349	2	2	2	2	1	1			0				0	2.78731820457653
2009	578	349	2	2	2	2	1	1			0				0	2.81625205025549
2010	578	349	2	2	2	1	1	1			0				0	2.7583515438727
1949		350										1	0	1		-1.35629731492323
1950		350										1	0	0		-1.35588310568822
1951		350										1	0	1		-1.32197147523053
1952		350										1	0	1		-1.16794050734557
1953		350										0	0	0		-0.843686071572385
1954		350										0	0	1		-0.639945762063664
1955		350										0	0	0		-0.436144307189482
1956		350									0	0	0	0		-0.273173259291591
1957		350									0	0	0	0		-0.140548736079304
1958		350									0	0	0	0		-0.0278310115021612
1959		350									0	0	0	0		0.0687144446468353
1960		350									0	0	0	0		0.148223447685935
1961		350									0	0	0	0		0.218320929048535
1962		350									0	0	0	0		0.276661757178575
1963		350									0	0	0	0		0.332917217921776
1964		350									0	0	0	0		0.381245827751061
1965		350									0	0	0	0		0.426110864897403
1966		350									0	0	0	0		0.461702683587079
1967		350									0	0	0	0		0.489374371416846
1968		350									0	0	0	0		0.517712447930652
1969		350									0	0	0	0		0.538543367565714
1970		350									0	0	0	0		0.550774979636085
1971		350									0	0	0	0		0.561741929792854
1972		350									0	0	0	0		0.572819526546268
1973		350									0	0	0	0		0.577745058899452
1974		350									0	0	0	0		0.570858120544955
1975		350									0	0	0	0		0.567066941479392
1976		350					1	2			0	0	0	0		0.562105234026703
1977		350					2	1			0	0	0	0		0.662765020723869
1978		350					2	1			0	0	0	0		0.731760933995571
1979		350					2	1			0	0	0	0		0.779394704354705
1980		350					2	1			0	0	0	0		0.802022361409027
1981	305	350	2	2	1	2	2	1			0	0	0	0		0.77503481428375
1982	305	350	2	2	0	2	2	1			0	0	0	0		0.704098095874967
1983	305	350	2	1	0	1	2	1			0	0	0			0.557458693245882
1984	305	350	2	2	0	1	2	1			0	0	0			0.577549264208766
1985	305	350	2	1	0	2	2	1	2		0	0	0			0.548489716783413
1986	305	350	2	1	0	2	3	1	1		0	0	0			0.471808980110936
1987	305	350	2	2	1	1	2	2	3		0	0	0			0.409583532670375
1988	305	350	2	2	0	1	2	2	2		0		0			0.389475727725054
1989	305	350	2	1	0	2	2	2	3		0				0	0.438839115257372
1990	305	350	2	2	1	1	2	1	2		0				0	0.695207680959876
1991	305	350	2	2	2	2	2	1	2		0				0	0.820360621458371
1992	305	350	2	2	2	1	2	2	1		0				0	0.687740232988122
1993	305	350	1	2	1	1	2	2	3		0				0	0.488800047838466
1994	305	350	2	2	0	1	3	2	2		0				0	0.493281321118516
1995	305	350	2	2	2	0		2	3	4	0				0	0.582146143273534
1996	305	350	2	2	1	1	3	1	2	1	0				0	0.781530240985043
1997	305	350	2	2	1	1	2	2	2	1	0				0	0.918948036308267
1998	305	350	2	2	2	2	2	2	2	1	0				0	1.09518998864244
1999	305	350	2	2	2	1	2	2	2	1	0				0	1.16010670887629
2000	305	350	2	2	2	1	2	1		1	0				0	1.22450592215454
2001	305	350	2	2	2	0	2	2		3	0				0	1.07657321770069
2002	305	350	2	2	2	1	2	2		5	0				0	1.04766456443817
2003	305	350	2	1	2	0	2	2		1	0				0	0.975055294816789
2004	305	350	2	2	2	0	2	2		1	0				0	1.00095969468642
2005	305	350	2	2	1	1	2	2		1	0				0	0.957761231892032
2006	305	350	2	2	1	0	2	3			0				0	0.778477076077448
2007	305	350	2	1	1	1	3	2			0				0	0.7003765660813
2008	305	350	2	1	1	0	3	2			0				0	0.633429754586306
2009	305	350	2	2	1	0	3	2			0				0	0.730078246513541
2010	305	350	2	2	2	0	2	2			0				0	0.880460290354995
1960		352									0	0	0	0		0.529510345758952
1961		352									0	0	0	0		0.566013646989497
1962		352									0	0	0	0		0.588899729262049
1963		352									0	0	0	0		0.613694267982398
1964		352									0	0	0	0		0.628584974283308
1965		352									0	0	0	0		0.637211310946304
1966		352									0	0	0	0		0.647849351359497
1967		352									0	0	0	0		0.65144430645675
1968		352									0	0	0	0		0.653525038217396
1969		352									0	0	0	0		0.648480622537965
1970		352									0	0	0	0		0.642339247412757
1971		352									0	0	0	0		0.629012979613652
1972		352									0	0	0	0		0.610606043456691
1973		352									0	0	0	0		0.587524730341566
1974		352									0	0	0	0		0.55980900123442
1975		352									0	0	0	0		0.530734415750335
1976		352					1	2			0	0	0	0		0.496195613093596
1977		352					2	1			0	0	0	0		0.540871149215781
1978		352									0	0	0	0		0.519590174819262
1979		352						1			0	0	0	0		0.497984719135409
1980		352						1			0	1	0	0		0.322172621940675
1981	236	352	1	2	2	2		1			0	1	0	0		0.293858904247381
1982	236	352	2	2	2	2		1			0	1	0	0		0.406182963918062
1983	236	352	2	2	2	2		1			0	1	0			0.464027307398919
1984	236	352	1	1	2	2		1			0	1	0			0.522143026847718
1985	236	352	2	2	2	2		1	1		0	1	0			0.873555306171871
1986	236	352	2	2	2	2		1	1		0	0	0			1.22894541193172
1987	236	352	1	2	2	2		1	1		0	0	0			1.40002788593718
1988	236	352	2	2	2	2		1	1		0		0			1.55187530905561
1989	236	352	2	2	2	2		1	1		0				0	1.54663903568703
1990	236	352	1	2	2	2		1	1		0				0	1.36535430030663
1991	236	352	1	2	1	1	1	1	1		0				0	1.14457045376682
1992	236	352	2	2	2	1	2		2		0				0	0.969094928133578
1993	236	352	2	2	1	1	2		3		0				0	0.884000626710755
1994	236	352	2	2	1	1	1	1	2		0				0	1.01552623061054
1995	236	352	1	2	1	1	2	2	2		0				0	0.872336587376136
1996	236	352	2	1	2	2	2	1	2		0				0	1.01862327796484
1997	236	352	2	2	2	1		2	3		0				0	1.09037904174916
1998	236	352	2	2	2	1	2	1	2		0				0	1.31641329260283
1999	236	352	2	2	2	1	2	1	2		0				0	1.42177284384073
2000	236	352	2	2	2	1		1			0				0	1.43555451615737
2001	236	352	2	2	2	1		2			0				0	1.33302536754163
2002	236	352	2	2	2	1		2			0				0	1.32424541100104
2003	236	352	2	2	2	1		2			0				0	1.32500823699996
2004	236	352	2	2	2	1	2	2			0				0	1.31388068678074
2005	236	352	2	2	2	1	3	2			0				0	1.27708137042902
2006	236	352	2	2	2	1	2	2			0				0	1.39308225119077
2007	236	352	2	2	2	1	2	2			0				0	1.51306337229288
2008	236	352	2	2	2	1	1	2			0				0	1.63089572336877
2009	236	352	2	2	2	1	1	2			0				0	1.66418780756574
2010	236	352	2	2	2	1	1	2			0				0	1.68005223830857
1949		355										0	0	1		-0.16119327326533
1950		355										0	0	1		-0.131397175577242
1951		355										0	0	0		-0.0570397783456323
1952		355										0	0	0		-0.00345876431032368
1953		355										0	0	0		0.0380878052296394
1954		355										0	0	0		0.0673237758368517
1955		355										0	0	0		0.0840597265274236
1956		355									0	0	0	0		0.0889343250041938
1957		355									0	0	0	0		0.0745103092568854
1958		355									0	0	0	1		0.0534877220941095
1959		355									0	0	0	0		0.0879405265255661
1960		355									0	0	0	0		0.111550317556656
1961		355									0	0	0	0		0.117759056432076
1962		355									0	0	0	0		0.11607764652747
1963		355									0	0	0	0		0.100937247709351
1964		355									0	0	0	1		0.0792262095349503
1965		355									0	0	0	0		0.110780601165713
1966		355									0	0	0	0		0.128437506887022
1967		355									0	0	0	0		0.132201174067989
1968		355									0	0	0	0		0.12315239539116
1969		355									0	0	0	0		0.105319539751784
1970		355									0	0	0	0		0.0752776820509279
1971		355									0	0	0	0		0.0348975761789549
1972		355									0	0	0	0		-0.0228384373505986
1973		355									0	0	0	0		-0.10079664836775
1974		355									0	0	0	0		-0.187454727969353
1975		355									0	0	0	0		-0.298072011111045
1976		355					4				0	0	0	0		-0.440346931744102
1977		355					3				0	0	0	0		-0.440827353398634
1978		355					3				0	0	0	0		-0.441705254616051
1979		355					3	2			0	0	0	0		-0.445512229560772
1980		355					3	2			0	0	0	0		-0.497603647119113
1981	176	355	1	2	0	0	3	3			0	0	0	0		-0.684475623687765
1982	176	355	2	2	1	0	3	3			0	0	0	0		-0.639800847876499
1983	176	355	2	2	1	0	2	3			0	0	0			-0.568294021570089
1984	176	355	2	1	0	0	2	3			0	0	0			-0.646650304377449
1985	176	355	2	0	0	0	3	3	3		0	0	0			-0.768199841703894
1986	176	355	2	1	0	0	3	3	2		0	0	0			-0.714500251551406
1987	176	355	2	1	0	0	3	3	3		0	0	0			-0.651772462563984
1988	176	355	2	2	0	1	3	3	4		0		0			-0.534459556348002
1989	176	355	2	2	0	1	3	3	4		0				0	-0.362616655728651
1990	176	355	2	1	0	0	2	2	1		0				0	0.0163789476698332
1991	176	355	2	1	1	1	2	1	1		0				0	0.329466203949295
1992	176	355	2	2	1	1	2	2	2		0				0	0.348646592040835
1993	176	355	2	1	0	0	2	2	2		0				0	0.207318239627161
1994	176	355	2	1	1	0	3	2	2		0				0	0.099974240642804
1995	176	355	2	1	2	0	2	3	2	6	0				0	0.016598965950771
1996	176	355	2	1	1	0	3	2	3	3	0				0	0.00451208504367789
1997	176	355	2	1	2	0	3	2	3	3	0				0	0.100271080855267
1998	176	355	2	1	1	0	2	2	2	1	0				0	0.21190882404977
1999	176	355	2	1	2	0	3	3	3	6	0				0	0.0973778856234749
2000	176	355	2	1	1	0	3	2		6	0				0	0.197125044775242
2001	176	355	2	1	2	0	3	2		6	0				0	0.35036648991286
2002	176	355	2	2	2	0	2	2		1	0				0	0.62637032152602
2003	176	355	2	1	2	0	2	2		3	0				0	0.690550048940164
2004	176	355	2	1	2	0	2	2		3	0				0	0.708633527251001
2005	176	355	2	1	2	1	2	3		1	0				0	0.714628038569801
2006	176	355	2	2	2	0	2	3			0				0	0.781012694054842
2007	176	355	2	2	2	0	2	3			0				0	0.854271742364794
2008	176	355	2	2	1	1	2	2			0				0	0.984899957617446
2009	176	355	2	1	2	1	2	2			0				0	0.987238238574901
2010	176	355	2	1	1	1	2	2			0				0	0.949552013965997
1991		359									0				0	-0.186152147715833
1992	449	359	1	1	1	1	4	3	3		0				0	-0.204824373094644
1993	449	359	2	2	1	1		3	2		0				0	0.156943084907026
1994	449	359	2	1	1	1	2	2	2		0				0	0.476395914587903
1995	449	359	2	2	1	1	2	1	2	1	0				0	0.791331205128506
1996	449	359	2	2	2	1	2	2	2	1	0				0	0.842709039606642
1997	449	359	2	2	1	1	2	2	2	1	0				0	0.912047570748
1998	449	359	2	2	1	2	2	1	2	1	0				0	1.02686620212693
1999	449	359	2	2	1	1	3	2	3	1	0				0	0.794516778527785
2000	449	359	2	2	1	0	2	2		5	0				0	0.73975448725457
2001	449	359	2	2	1	1	2	2		3	0				0	0.772663001923951
2002	449	359	2	2	1	1	2	2		3	0				0	0.724321693748939
2003	449	359	2	2	1	0	3	2		6	0				0	0.535364376812603
2004	449	359	2	2	1	0	3	3		5	0				0	0.404527587820604
2005	449	359	2	2	1	0	3	2		5	0				0	0.519182809003883
2006	449	359	2	2	1	0	3	2			0				0	0.629709706761338
2007	449	359	2	2	2	0	3	2			0				0	0.657924515806238
2008	449	359	2	2	1	0	3	2			0				0	0.523941442298343
2009	449	359	1	2	1	0	3	3			0				0	0.294127965610618
2010	449	359	2	2	1	0	3	3			0				0	0.273742640547789
1949		360										0	0	1		-0.276383684776522
1950		360										0	0	0		-0.262431288925593
1951		360										0	0	1		-0.276506592213266
1952		360										0	0	0		-0.252183750357599
1953		360										0	0	1		-0.25974467636661
1954		360										0	0	1		-0.223916740319513
1955		360										0	0	0		-0.148277654670681
1956		360									0	0	0	0		-0.0892685001675331
1957		360									0	0	0	0		-0.0572218842601498
1958		360									0	0	0	1		-0.0384894687309952
1959		360									0	0	0	0		0.0360016578007094
1960		360									0	0	0	0		0.0928150539097071
1961		360									0	0	0	0		0.145058139706191
1962		360									0	0	0	0		0.177474128292544
1963		360									0	0	0	0		0.199905380045293
1964		360									0	0	0	0		0.216569503630613
1965		360									0	0	0	0		0.221013159123321
1966		360									0	0	0	0		0.219042456435224
1967		360									0	0	0	0		0.210598025443152
1968		360									0	0	0	0		0.191553551284461
1969		360									0	0	0	0		0.158444641373283
1970		360									0	0	0	0		0.124492508007885
1971		360									0	0	0	0		0.0709456246384306
1972		360									0	0	0	0		0.00547745140060139
1973		360									0	0	0	0		-0.0730502276598809
1974		360									0	0	0	0		-0.174418910931726
1975		360									0	0	0	0		-0.296499513910347
1976		360					4				0	0	0	0		-0.443285419047014
1977		360					3				0	0	0	0		-0.449324347247643
1978		360					3				0	0	0	0		-0.461471343413893
1979		360					3	2			0	0	0	0		-0.488173335506318
1980		360					3	3			0	0	0	0		-0.583341631638884
1981	527	360	2	1	0	1	3	2			0	0	0	0		-0.565815747724712
1982	527	360	1	1	1	1	3	2			0	0	0	0		-0.614020099615785
1983	527	360	1	1	1	1	3	3			0	0	0			-0.720635824803228
1984	527	360	2	1	0	0	3	3			0	0	0			-0.778237733410012
1985	527	360	1	1	0	1	3	3	4		0	0	0			-0.822160090041619
1986	527	360	1	1	0	1	3	3	3		0	0	0			-0.754589553020559
1987	527	360	1	2	1	0	3	3	3		0	0	0			-0.607515442730258
1988	527	360	2	2	1	1	2	3	3		0		0			-0.470203374571088
1989	527	360	1	1	2	1	4	4	3		0				1	-0.641709633487298
1990	527	360	1	2	1	0	3	2	3		0				0	-0.259438797547862
1991	527	360	1	1	2	1	2	2	3		0				0	0.0436628555382776
1992	527	360	2	2	2	0	3	1	2		0				0	0.322543205609357
1993	527	360	2	2	2	1	2	2	4		0				0	0.406074713194607
1994	527	360	2	2	2	0	3	2	2		0				0	0.403728117349283
1995	527	360	2	2	2	0	2	2	4	6	0				0	0.402343737664501
1996	527	360	2	2	2	1	2	2	2	5	0				0	0.470336698137593
1997	527	360	2	2	2	0	3	2	3	5	0				0	0.366573649910658
1998	527	360	2	2	2	1	3	2	2	6	0				0	0.389315911246886
1999	527	360	2	1	2	1	3	3	4	3	0				0	0.24708445097672
2000	527	360	2	1	2	0	3	2		5	0				0	0.318609365427179
2001	527	360	2	2	2	0	3	2		5	0				0	0.423462810734216
2002	527	360	2	2	2	0	2	3		3	0				0	0.50523990350659
2003	527	360	2	2	2	0	2	2		3	0				0	0.636208777075197
2004	527	360	2	1	2	0	3	2		6	0				0	0.513771783837085
2005	527	360	2	1	2	1	2	3		5	0				0	0.510630094675653
