YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing
1999	413	343	2	2	1	1	2	2	2	4	0				0
2000	413	343	2	2	2	1	2	2		4	0				0
2001	413	343	1	1	2	0	4	4		5	0				0
2002	413	343	2	1	2	0	3	3		5	0				0
2003	413	343	2	1	2	1	2	3		3	0				0
2004	413	343	2	2	1	1	2	2		3	0				0
2005	413	343	2	2	1	0	2	2		2	0				0
2006	413	343	2	2	1	0	2	2			0				0
2007	413	343	2	2	2	0	3	2			0				0
2008	413	343	2	2	2	1	2	2			0				0
2009	413	343	2	2	2	1	2	2			0				0
2010	413	343	2	2	1	1	2	2			0				0
1992	230	344	0	0	1	1	4	5	2		0				0
1993	230	344	1	1	0	0	3	5	3		0				1
1994	230	344	1	1	1	1	3	4	4		0				0
1995	230	344	1	0	0	1	5	5	3	6	0				1
1996	230	344	2	1	2	2	3	3	1	3	0				0
1997	230	344	2	2	2	2	3	3	2		0				0
1998	230	344	2	1	1	1	3	3	2	4	0				0
1999	230	344	2	2	2	1	3	3	2	4	0				0
2000	230	344	1	2	2	1	1	1		4	0				0
2001	230	344	2	2	1	1	2	2		1	0				0
2002	230	344	2	2	1	2	2	2		1	0				0
2003	230	344	2	2	2	1	2	2		1	0				0
2004	230	344	2	2	2	1	2	2			0				0
2005	230	344	2	2	2	1	2	2		1	0				0
2006	230	344	2	2	2	2	2	2			0				0
2007	230	344	2	2	2	2	1	1			0				0
2008	230	344	2	2	2	2	1	1			0				0
2009	230	344	2	2	2	2	1	1			0				0
2010	230	344	2	2	0	1	1	1			0				0
1949		345										1	0	0	
1950		345										1	0	0	
1951		345										1	0	1	
1952		345										1	0	0	
1953		345										1	0	0	
1954		345										1	0	0	
1955		345										1	0	0	
1956		345									0	1	0	0	
1957		345									0	1	0	0	
1958		345									0	1	0	0	
1959		345									0	1	0	0	
1960		345									0	1	0	0	
1961		345									0	1	0	1	
1962		345									0	1	0	1	
1963		345									0	1	0	0	
1964		345									0	1	0	0	
1965		345									0	1	0	0	
1966		345									0	0	0	0	
1967		345									0	0	0	0	
1968		345									0	0	0	0	
1969		345									0	0	0	0	
1970		345									0	0	0	0	
1971		345									0	0	0	0	
1972		345									0	0	0	1	
1973		345									0	0	0	0	
1974		345									0	0	0	0	
1975		345									0	0	0	0	
1976		345					3	3			0	0	0	0	
1977		345					3	3			0	0	0	0	
1978		345					3	3			0	0	0	0	
1979		345					3	3			0	0	0	0	
1980		345					3	2			0	0	0	0	
1981	689	345	1	1	0	2	3	3			0	0	0	0	
1982	689	345	1	1	0	1	3	3			0	0	0	0	
1983	689	345	1	2	0	1	3	2			0	0	0		
1984	689	345	2	1	0	1	3	3			0	0	0		
1985	689	345	2	2	0	0	3	3	3		0	0	0		
1986	689	345	2	2	0	0	3	2	2		0	0	0		
1987	689	345	2	2	0	1	3	3	2		0	0	0		
1988	689	345	1	2	0	0	3	3	4		0		0		
1989	689	345	1	1	0	0	3	3	3		0				0
1990	689	345	2	2	1	0	3	3	4		0				0
1991	689	345	0	0	1	0	4	5	4		0				0
1992	563	345	1	0	0	0	3	5	3		0				0
1993	563	345	1	0	0	0	3	5	4		0				0
1994	563	345	2	1	1	0	5	5	4		0				0
1995	563	345	0	1	0	0	4	5		5	0				0
1996	563	345	1	1	1	1	2	4	5	5	0				0
1997	563	345	1	1	0	0	4	4	5	6	0				0
1998	563	345	0	0	0	0	5	4	5	6	1				1
1999	563	345	0	0	0	0	5	5	5	6	1				1
2000	692	345	1	0	0	0	4	4		5	0				0
2001	692	345	2	2	0	1	4	4		4	0				0
2002	692	345	2	1	2	1	3	2		5	0				0
2003	563	345	2	1	0	0	3	3		6	0				0
2004	563	345	2	1	1	1	3	2		5	0				0
2005	563	345	2	1	1	1	3	2		5	0				0
2006	560	345	2	2	2	0	3	2			0				0
2007	560	345	2	2	2	1	2	2			0				0
2008	560	345	2	1	2	1	2	2			0				0
2009	560	345	2	1	2	1	2	2			0				0
2010	560	345	2	2	2	1	2	2			0				0
1992		346					5	5	4		1				1
1993		346					5	5	4		1				1
1994		346					5	5	4		1				0
1995		346					5	5	5		1				0
1996		346					3	3	3		0				0
1997		346					4	3	3		0				0
1998		346					3	3	3		0				0
1999		346					3	3	4		0				0
2000		346					3	3			0				0
2001	164	346	2	2	2	0	3	2		1	0				0
2002	164	346	2	2	2	0	2	2		5	0				0
2003	164	346	2	2	2	0	2	2		6	0				0
2004	164	346	2	2	2	1	2	2		1	0				0
2005	164	346	2	2	2	1	2	2		1	0				0
2006	164	346	2	2	2	1	2	2			0				0
2007	164	346	2	2	2	0	2	2			0				0
2008	164	346	2	2	2	1	2	2			0				0
2009	164	346	2	2	2	0	2	2			0				0
2010	164	346	2	2	2	0	2	2			0				0
2008		347						1			0				0
2009		347						2			0				0
2010		347						1			0				0
1992	578	349	2	2	2	2			1		0				0
1993	578	349	2	2	2	2			1		0				0
1994	578	349	2	2	2	2			1		0				0
1995	578	349	2	2	2	2			1	6	0				0
1996	578	349	2	2	2	2			1	4	0				0
1997	578	349	2	2	2	2		1	1	4	0				0
1998	578	349	2	2	2	2		1	1	4	0				0
1999	578	349	2	2	2	2		1	1	4	0				0
2000	578	349	2	2	2	1	2	1		4	0				0
2001	578	349	2	2	2	2		1		3	0				0
2002	578	349	2	2	2	2		1		1	0				0
2003	578	349	2	2	2	1	2	1		1	0				0
2004	578	349	2	2	2	1	1	1		3	0				0
2005	578	349	2	2	2	1	1	1		1	0				0
2006	578	349	2	2	2	1	1	1			0				0
2007	578	349	2	2	2	1	1	1			0				0
2008	578	349	2	2	2	2	1	1			0				0
2009	578	349	2	2	2	2	1	1			0				0
2010	578	349	2	2	2	1	1	1			0				0
1949		350										1	0	1	
1950		350										1	0	0	
1951		350										1	0	1	
1952		350										1	0	1	
1953		350										0	0	0	
1954		350										0	0	1	
1955		350										0	0	0	
1956		350									0	0	0	0	
1957		350									0	0	0	0	
1958		350									0	0	0	0	
1959		350									0	0	0	0	
1960		350									0	0	0	0	
1961		350									0	0	0	0	
1962		350									0	0	0	0	
1963		350									0	0	0	0	
1964		350									0	0	0	0	
1965		350									0	0	0	0	
1966		350									0	0	0	0	
1967		350									0	0	0	0	
1968		350									0	0	0	0	
1969		350									0	0	0	0	
1970		350									0	0	0	0	
1971		350									0	0	0	0	
1972		350									0	0	0	0	
1973		350									0	0	0	0	
1974		350									0	0	0	0	
1975		350									0	0	0	0	
1976		350					1	2			0	0	0	0	
1977		350					2	1			0	0	0	0	
1978		350					2	1			0	0	0	0	
1979		350					2	1			0	0	0	0	
1980		350					2	1			0	0	0	0	
1981	305	350	2	2	1	2	2	1			0	0	0	0	
1982	305	350	2	2	0	2	2	1			0	0	0	0	
1983	305	350	2	1	0	1	2	1			0	0	0		
1984	305	350	2	2	0	1	2	1			0	0	0		
1985	305	350	2	1	0	2	2	1	2		0	0	0		
1986	305	350	2	1	0	2	3	1	1		0	0	0		
1987	305	350	2	2	1	1	2	2	3		0	0	0		
1988	305	350	2	2	0	1	2	2	2		0		0		
1989	305	350	2	1	0	2	2	2	3		0				0
1990	305	350	2	2	1	1	2	1	2		0				0
1991	305	350	2	2	2	2	2	1	2		0				0
1992	305	350	2	2	2	1	2	2	1		0				0
1993	305	350	1	2	1	1	2	2	3		0				0
1994	305	350	2	2	0	1	3	2	2		0				0
1995	305	350	2	2	2	0		2	3	4	0				0
1996	305	350	2	2	1	1	3	1	2	1	0				0
1997	305	350	2	2	1	1	2	2	2	1	0				0
1998	305	350	2	2	2	2	2	2	2	1	0				0
1999	305	350	2	2	2	1	2	2	2	1	0				0
2000	305	350	2	2	2	1	2	1		1	0				0
2001	305	350	2	2	2	0	2	2		3	0				0
2002	305	350	2	2	2	1	2	2		5	0				0
2003	305	350	2	1	2	0	2	2		1	0				0
2004	305	350	2	2	2	0	2	2		1	0				0
2005	305	350	2	2	1	1	2	2		1	0				0
2006	305	350	2	2	1	0	2	3			0				0
2007	305	350	2	1	1	1	3	2			0				0
2008	305	350	2	1	1	0	3	2			0				0
2009	305	350	2	2	1	0	3	2			0				0
2010	305	350	2	2	2	0	2	2			0				0
1960		352									0	0	0	0	
1961		352									0	0	0	0	
1962		352									0	0	0	0	
1963		352									0	0	0	0	
1964		352									0	0	0	0	
1965		352									0	0	0	0	
1966		352									0	0	0	0	
1967		352									0	0	0	0	
1968		352									0	0	0	0	
1969		352									0	0	0	0	
1970		352									0	0	0	0	
1971		352									0	0	0	0	
1972		352									0	0	0	0	
1973		352									0	0	0	0	
1974		352									0	0	0	0	
1975		352									0	0	0	0	
1976		352					1	2			0	0	0	0	
1977		352					2	1			0	0	0	0	
1978		352									0	0	0	0	
1979		352						1			0	0	0	0	
1980		352						1			0	1	0	0	
1981	236	352	1	2	2	2		1			0	1	0	0	
1982	236	352	2	2	2	2		1			0	1	0	0	
1983	236	352	2	2	2	2		1			0	1	0		
1984	236	352	1	1	2	2		1			0	1	0		
1985	236	352	2	2	2	2		1	1		0	1	0		
1986	236	352	2	2	2	2		1	1		0	0	0		
1987	236	352	1	2	2	2		1	1		0	0	0		
1988	236	352	2	2	2	2		1	1		0		0		
1989	236	352	2	2	2	2		1	1		0				0
1990	236	352	1	2	2	2		1	1		0				0
1991	236	352	1	2	1	1	1	1	1		0				0
1992	236	352	2	2	2	1	2		2		0				0
1993	236	352	2	2	1	1	2		3		0				0
1994	236	352	2	2	1	1	1	1	2		0				0
1995	236	352	1	2	1	1	2	2	2		0				0
1996	236	352	2	1	2	2	2	1	2		0				0
1997	236	352	2	2	2	1		2	3		0				0
1998	236	352	2	2	2	1	2	1	2		0				0
1999	236	352	2	2	2	1	2	1	2		0				0
2000	236	352	2	2	2	1		1			0				0
2001	236	352	2	2	2	1		2			0				0
2002	236	352	2	2	2	1		2			0				0
2003	236	352	2	2	2	1		2			0				0
2004	236	352	2	2	2	1	2	2			0				0
2005	236	352	2	2	2	1	3	2			0				0
2006	236	352	2	2	2	1	2	2			0				0
2007	236	352	2	2	2	1	2	2			0				0
2008	236	352	2	2	2	1	1	2			0				0
2009	236	352	2	2	2	1	1	2			0				0
2010	236	352	2	2	2	1	1	2			0				0
1949		355										0	0	1	
1950		355										0	0	1	
1951		355										0	0	0	
1952		355										0	0	0	
1953		355										0	0	0	
1954		355										0	0	0	
1955		355										0	0	0	
1956		355									0	0	0	0	
1957		355									0	0	0	0	
1958		355									0	0	0	1	
1959		355									0	0	0	0	
1960		355									0	0	0	0	
1961		355									0	0	0	0	
1962		355									0	0	0	0	
1963		355									0	0	0	0	
1964		355									0	0	0	1	
1965		355									0	0	0	0	
1966		355									0	0	0	0	
1967		355									0	0	0	0	
1968		355									0	0	0	0	
1969		355									0	0	0	0	
1970		355									0	0	0	0	
1971		355									0	0	0	0	
1972		355									0	0	0	0	
1973		355									0	0	0	0	
1974		355									0	0	0	0	
1975		355									0	0	0	0	
1976		355					4				0	0	0	0	
1977		355					3				0	0	0	0	
1978		355					3				0	0	0	0	
1979		355					3	2			0	0	0	0	
1980		355					3	2			0	0	0	0	
1981	176	355	1	2	0	0	3	3			0	0	0	0	
1982	176	355	2	2	1	0	3	3			0	0	0	0	
1983	176	355	2	2	1	0	2	3			0	0	0		
1984	176	355	2	1	0	0	2	3			0	0	0		
1985	176	355	2	0	0	0	3	3	3		0	0	0		
1986	176	355	2	1	0	0	3	3	2		0	0	0		
1987	176	355	2	1	0	0	3	3	3		0	0	0		
1988	176	355	2	2	0	1	3	3	4		0		0		
1989	176	355	2	2	0	1	3	3	4		0				0
1990	176	355	2	1	0	0	2	2	1		0				0
1991	176	355	2	1	1	1	2	1	1		0				0
1992	176	355	2	2	1	1	2	2	2		0				0
1993	176	355	2	1	0	0	2	2	2		0				0
1994	176	355	2	1	1	0	3	2	2		0				0
1995	176	355	2	1	2	0	2	3	2	6	0				0
1996	176	355	2	1	1	0	3	2	3	3	0				0
1997	176	355	2	1	2	0	3	2	3	3	0				0
1998	176	355	2	1	1	0	2	2	2	1	0				0
1999	176	355	2	1	2	0	3	3	3	6	0				0
2000	176	355	2	1	1	0	3	2		6	0				0
2001	176	355	2	1	2	0	3	2		6	0				0
2002	176	355	2	2	2	0	2	2		1	0				0
2003	176	355	2	1	2	0	2	2		3	0				0
2004	176	355	2	1	2	0	2	2		3	0				0
2005	176	355	2	1	2	1	2	3		1	0				0
2006	176	355	2	2	2	0	2	3			0				0
2007	176	355	2	2	2	0	2	3			0				0
2008	176	355	2	2	1	1	2	2			0				0
2009	176	355	2	1	2	1	2	2			0				0
2010	176	355	2	1	1	1	2	2			0				0
1991		359									0				0
1992	449	359	1	1	1	1	4	3	3		0				0
1993	449	359	2	2	1	1		3	2		0				0
1994	449	359	2	1	1	1	2	2	2		0				0
1995	449	359	2	2	1	1	2	1	2	1	0				0
1996	449	359	2	2	2	1	2	2	2	1	0				0
1997	449	359	2	2	1	1	2	2	2	1	0				0
1998	449	359	2	2	1	2	2	1	2	1	0				0
1999	449	359	2	2	1	1	3	2	3	1	0				0
2000	449	359	2	2	1	0	2	2		5	0				0
2001	449	359	2	2	1	1	2	2		3	0				0
2002	449	359	2	2	1	1	2	2		3	0				0
2003	449	359	2	2	1	0	3	2		6	0				0
2004	449	359	2	2	1	0	3	3		5	0				0
2005	449	359	2	2	1	0	3	2		5	0				0
2006	449	359	2	2	1	0	3	2			0				0
2007	449	359	2	2	2	0	3	2			0				0
2008	449	359	2	2	1	0	3	2			0				0
2009	449	359	1	2	1	0	3	3			0				0
2010	449	359	2	2	1	0	3	3			0				0
1949		360										0	0	1	
1950		360										0	0	0	
1951		360										0	0	1	
1952		360										0	0	0	
1953		360										0	0	1	
1954		360										0	0	1	
1955		360										0	0	0	
1956		360									0	0	0	0	
1957		360									0	0	0	0	
1958		360									0	0	0	1	
1959		360									0	0	0	0	
1960		360									0	0	0	0	
1961		360									0	0	0	0	
1962		360									0	0	0	0	
1963		360									0	0	0	0	
1964		360									0	0	0	0	
1965		360									0	0	0	0	
1966		360									0	0	0	0	
1967		360									0	0	0	0	
1968		360									0	0	0	0	
1969		360									0	0	0	0	
1970		360									0	0	0	0	
1971		360									0	0	0	0	
1972		360									0	0	0	0	
1973		360									0	0	0	0	
1974		360									0	0	0	0	
1975		360									0	0	0	0	
1976		360					4				0	0	0	0	
1977		360					3				0	0	0	0	
1978		360					3				0	0	0	0	
1979		360					3	2			0	0	0	0	
1980		360					3	3			0	0	0	0	
1981	527	360	2	1	0	1	3	2			0	0	0	0	
1982	527	360	1	1	1	1	3	2			0	0	0	0	
1983	527	360	1	1	1	1	3	3			0	0	0		
1984	527	360	2	1	0	0	3	3			0	0	0		
1985	527	360	1	1	0	1	3	3	4		0	0	0		
1986	527	360	1	1	0	1	3	3	3		0	0	0		
1987	527	360	1	2	1	0	3	3	3		0	0	0		
1988	527	360	2	2	1	1	2	3	3		0		0		
1989	527	360	1	1	2	1	4	4	3		0				1
1990	527	360	1	2	1	0	3	2	3		0				0
1991	527	360	1	1	2	1	2	2	3		0				0
1992	527	360	2	2	2	0	3	1	2		0				0
1993	527	360	2	2	2	1	2	2	4		0				0
1994	527	360	2	2	2	0	3	2	2		0				0
1995	527	360	2	2	2	0	2	2	4	6	0				0
1996	527	360	2	2	2	1	2	2	2	5	0				0
1997	527	360	2	2	2	0	3	2	3	5	0				0
1998	527	360	2	2	2	1	3	2	2	6	0				0
1999	527	360	2	1	2	1	3	3	4	3	0				0
2000	527	360	2	1	2	0	3	2		5	0				0
2001	527	360	2	2	2	0	3	2		5	0				0
2002	527	360	2	2	2	0	2	3		3	0				0
2003	527	360	2	2	2	0	2	2		3	0				0
2004	527	360	2	1	2	0	3	2		6	0				0
2005	527	360	2	1	2	1	2	3		5	0				0
2006	527	360	2	1	2	0	2	3			0				0
2007	527	360	2	1	2	0	2	3			0				0
2008	527	360	2	1	2	0	3	3			0				0
2009	527	360	2	1	2	0	2	3			0				0
2010	527	360	2	1	2	0	2	2			0				0
1949		365										1	1	0	
1950		365										1	1	1	
1951		365										1	1	1	
1952		365										1	1	1	
1953		365										1	1	1	
1954		365										1	1	1	
1955		365										1	1	1	
1956		365									0	1	1	1	
1957		365									0	1	1	0	
1958		365									0	1	1	0	
1959		365									0	1	1	0	
1960		365									0	1	1	0	
1961		365									0	1	1	1	
1962		365									0	1	1	0	
1963		365									0	1	1	1	
1964		365									0	1	1	1	
1965		365									0	1	1	0	
1966		365									0	1	1	1	
1967		365									0	1	1	0	
1968		365									0	1	1	0	
1969		365									0	1	0	0	
1970		365									0	1	0	0	
1971		365									0	1	0	0	
1972		365									0	1	0	0	
1973		365									0	1	0	0	
1974		365									0	1	0	0	
1975		365									0	1	0	0	
1976		365					3				0	1	0	0	
1977		365					3				0	1	0	0	
1978		365					3				0	1	0	0	
1979		365					4	3			0	1	0	0	
1980		365					3	3			0	1	0	0	
1981	590	365	0	1	0	0	3	3			0	1	0	0	
1982	590	365	2	1	0	0	3	3			0	1	0	1	
1983	590	365	2	2	0	0	3	3			0	1	0		
1984	590	365	0	1	0	0	2	2			0	1	0		
1985	590	365	2	2	0	0	2	2	4		0	1	0		
1986	590	365	2	2	0	0	3	3	4		0	1	0		
1987	590	365	0	1	0	0	3	4	4		0	1	0		
1988	590	365	2	2	0	1	2	2	4		0		0		
1989	590	365	2	1	0	0			4		0				0
1990	590	365	2	2	1	1			4		0				0
1991	590	365	1	1	0	0			3		0				1
1992	530	365	0	1	1	1	2	3	4		0				0
1993	530	365	2	1	1	0	2	3	3		0				0
1994	530	365	2	1	2	0	4	5	3		0				0
1995	530	365	0	0	1	0	4	5	5	5	0				1
1996	530	365	1	0	1	1	4	4	4	6	0				1
1997	530	365	2	0	1	0	3	4	4	6	0				0
1998	530	365	2	0	1	0	4	5	5	6	0				0
1999	530	365	2	0	1	0	4	4	5	6	0				1
2000	530	365	1	0	1	0	5	4		6	0				1
2001	530	365	0	0	1	0	4	4		6	0				1
2002	530	365	1	1	2	0	4	4		6	0				1
2003	530	365	0	0	2	0	4	4		6	0				0
2004	530	365	0	0	1	0	4	4		6	0				0
2005	530	365	0	1	1	0	4	4		6	0				0
2006	530	365	0	1	1	0	4	4			0				0
2007	530	365	0	1	0	0	4	4			0				0
2008	530	365	1	1	1	0	4	4			0				0
2009	530	365	0	1	0	0	4	4			0				0
2010	530	365	0	1	0	0	4	4			0				0
1985		366							4		0	0	0		
1986		366							4		0	0	0		
1987		366							4		0	0	0		
1988		366							4		0		0		
1989		366							4		0				0
1990		366							3		0				0
1991		366									0				0
1992	275	366	2	2	2	2		2			0				0
1993	275	366	2	2	2	1		2	2		0				0
1994	275	366	2	2	2	1	1	2	2		0				0
1995	275	366	2	2	2	1	1	1	2	1	0				0
1996	275	366	2	2	2	1	1	2	2	1	0				0
1997	275	366	2	2	2	1		2	2	1	0				0
1998	275	366	2	2	2	1		1	2	1	0				0
1999	275	366	2	2	2	1	1	1	2	1	0				0
2000	275	366	2	2	2	2		1		1	0				0
2001	275	366	2	2	2	1		1		1	0				0
2002	275	366	2	2	2	1	2	2		2	0				0
2003	275	366	2	2	2	1	1	1		3	0				0
2004	275	366	2	2	2	1	2	1		1	0				0
2005	275	366	2	2	2	1	2	1		1	0				0
2006	275	366	2	2	2	1	1	1			0				0
2007	275	366	2	2	2	1	2	2			0				0
2008	275	366	2	2	2	1	2	1			0				0
2009	275	366	2	2	2	1	1	1			0				0
2010	275	366	2	2	2	1		1			0				0
1985		367							4		0	0	0		
1986		367							4		0	0	0		
1987		367							4		0	0	0		
1988		367							4		0		0		
1989		367							3		0				0
1990		367							3		0				0
1991		367									0				0
1992	389	367	2	2	2	2		1	1		0				0
1993	389	367	2	2	2	1	1	2	2		0				0
1994	389	367	2	1	2	0	1	2	2		0				0
1995	389	367	2	1	2	0	2	2	2	1	0				0
1996	389	367	2	2	2	1	2	1	2	1	0				0
1997	389	367	2	2	2	1		2	2	1	0				0
1998	389	367	2	2	2	0		2	2	1	0				0
1999	389	367	2	2	2	1	1	2	2	4	0				0
2000	389	367	2	2	2	1	1	1			0				0
2001	389	367	2	2	2	0	2	1		3	0				0
2002	389	367	2	2	2	1	1	1		4	0				0
2003	389	367	2	2	2	1	1	1			0				0
2004	389	367	2	2	2	0	1	1		1	0				0
2005	389	367	2	2	2	1	2	2		3	0				0
2006	389	367	2	2	2	1	1	2			0				0
2007	389	367	2	1	2	1	1	2			0				0
2008	389	367	2	2	1	1	2	2			0				0
2009	389	367	2	2	2	1	2	2			0				0
2010	389	367	2	2	2	1		2			0				0
1985		368							4		0	0	0		
1986		368							4		0	0	0		
1987		368							4		0	0	0		
1988		368							4		0		0		
1989		368							4		0				0
1990		368							3		0				0
1991		368									0				0
1992	407	368	2	2	1	1	1	1	1		0				0
1993	407	368	2	2	2	2	1	1	2		0				0
1994	407	368	2	2	2	2	1	1	2		0				0
1995	407	368	2	2	2	2	1	1	2	1	0				0
1996	407	368	2	2	2	1	1	2	2	1	0				0
1997	407	368	2	2	2	1		1	2	1	0				0
1998	407	368	2	2	2	1		1	2	1	0				0
1999	407	368	2	2	2	1		1	2	1	0				0
2000	407	368	2	2	2	1		1		4	0				0
2001	407	368	2	2	2	0	2	1		4	0				0
2002	407	368	2	2	2	1		1		1	0				0
2003	407	368	2	2	2	1	1	1		2	0				0
2004	407	368	2	2	2	1	1	1		1	0				0
2005	407	368	2	2	2	1	1	1		1	0				0
2006	407	368	2	2	2	1	1	2			0				0
2007	407	368	2	2	2	1	1	1			0				0
2008	407	368	2	2	2	1	1	1			0				0
2009	407	368	2	2	2	1	1	2			0				0
2010	407	368	2	2	2	1	1	2			0				0
1991		369									0				0
1992	653	369	2	2	1	1	1	2	2		0				0
1993	653	369	2	2	2	1	1	2	2		0				0
1994	653	369	1	1	2	0	2	3	3		0				0
1995	653	369	2	1	1	0	2	2	4	1	0				0
1996	653	369	2	2	2	0	2	2	3	1	0				0
1997	653	369	1	1	2	1	2	2	3	3	0				0
1998	653	369	2	2	2	0	2	4	4	3	0				0
1999	653	369	2	2	2	0	3	3	3	3	0				0
2000	653	369	1	2	1	0	2	3		4	0				0
2001	653	369	2	2	2	0	2	3		5	0				0
2002	653	369	2	2	2	0	3	3		5	0				0
2003	653	369	2	1	0	0	3	3		5	0				0
2004	653	369	2	1	1	0	3	3		5	0				0
2005	653	369	2	1	2	0	3	2		6	0				0
2006	653	369	2	2	2	0	3	3			0				0
2007	653	369	2	1	1	0	3	3			0				0
2008	653	369	2	1	1	0	3	3			0				0
2009	653	369	2	1	2	0	3	3			0				0
2010	653	369	2	1	1	0	3	3			0				0
1985		370							2		0	0	0		
1986		370							2		0	0	0		
1987		370							3		0	0	0		
1988		370							4		0		0		
1989		370							3		0				0
1990		370							3		0				0
1991		370							2		0				0
1992	146	370	2	1	2	0		2	2		0				0
1993	146	370	2	2	2	1	2	2			0				0
1994	146	370	2	2	2	1	1	2			0				0
1995	146	370	2	2	1	0	2	2		3	0				0
1996	146	370	2	2	0	0	2	2		4	0				0
1997	146	370	2	2	1	0	3	3		5	0				0
1998	146	370	2	2	0	0	2	3		4	0				0
1999	146	370	2	2	1	0	2	3		3	0				0
2000	146	370	1	2	0	1	3	3		5	0				0
2001	146	370	2	2	1	0	2	3		4	0				0
2002	146	370	2	2	1	0	3	2		4	0				0
2003	146	370	2	2	1	0	2	3			0				0
2004	146	370	2	1	0	0	3	3		4	0				0
2005	146	370	2	1	1	1	3	2		2	0				0
2006	146	370	2	2	0	0	3	3			0				0
2007	146	370	2	2	0	0	2	3			0				0
2008	146	370	2	2	0	0	3	3			0				0
2009	146	370	1	2	0	0	2	3			0				0
2010	146	370	1	1	0	0	2	3			0				0
1985		371							2		0	0	0		
1986		371							2		0	0	0		
1987		371							1		0	0	0		
1988		371							2		0		0		
1989		371							2		0				0
1990		371							4		0				0
1991		371							4		0				0
1992	122	371	2	2	2	2		2	4		0				0
1993	122	371	2	2	2	1	1	3			0				0
1994	122	371	2	2	2	1	2	2			0				0
1995	122	371	2	2	1	0	2	2			0				0
1996	122	371	2	2	0	1	2	2		3	0				0
1997	122	371	2	2	1	0	2	3			0				0
1998	122	371	2	1	1	0	2	3		6	0				0
1999	122	371	2	2	2	0	2	3		3	0				0
2000	122	371	2	1	1	0	2	2		5	0				0
2001	122	371	2	2	2	0	2	2		5	0				0
2002	122	371	2	2	2	0	3	3		4	0				0
2003	122	371	2	2	1	1	2	2		1	0				0
2004	122	371	2	2	0	0	3	2		1	0				0
2005	122	371	2	2	1	0	2	2		1	0				0
2006	122	371	2	2	1	0	2	2			0				0
2007	122	371	2	1	0	0	2	3			0				0
2008	122	371	2	1	0	0	3	3			0				0
2009	122	371	2	1	0	0	2	3			0				0
2010	122	371	2	1	0	0	2	3			0				0
1991		372									0				0
1992	296	372	1	0	0	0	4	2	4		0				0
1993	296	372	0	1	1	1	4	5	5		0				0
1994	296	372	0	1	0	1	2	4	4		0				0
1995	296	372	0	1	1	1	3	3	3	3	0				0
1996	296	372	0	1	1	0	2	3	4	5	0				0
1997	296	372	0	0	1	0	2	3	4	6	0				0
1998	296	372	1	0	0	0	4	3	5	6	0				0
1999	296	372	1	0	1	0	2	3	4	4	0				0
2000	296	372	1	2	1	1	3	2		4	0				0
2001	296	372	2	1	1	0	3	3		5	0				0
2002	296	372	2	2	1	0	2	4		5	0				0
2003	296	372	2	1	1	0	3	3		5	0				0
2004	296	372	2	1	1	0	3	3		5	0				0
2005	296	372	2	2	2	0	3	3		5	0				0
2006	296	372	2	1	1	0	3	3			0				0
2007	296	372	2	1	1	0	3	3			0				0
2008	296	372	2	1	1	1	3	4			0				0
2009	296	372	2	2	1	1	3	2			0				0
2010	296	372	1	1	1	0	2	3			0				0
1985		373							3		0	0	0		
1986		373							2		0	0	0		
1987		373							2		0	0	0		
1988		373							4		0		0		
1989		373							4		0				0
1990		373							4		0				0
1991		373							4		0				0
1992	131	373	1	1	1	1	3	5	4		0				0
1993	131	373	0	2	0	1	3	5			0				0
1994	131	373	1	1	0	1	3	4			0				0
1995	131	373	2	1	0	1	2	4			0				0
1996	131	373	2	1	0	0	2	3		3	0				0
1997	131	373	2	1	0	0	2	3		3	0				0
1998	131	373	2	2	0	0	2	2		5	0				0
1999	131	373	2	1	1	1	2	2		5	0				0
2000	131	373	2	1	1	0	2	3		5	0				0
2001	131	373	2	2	0	1	2	2		6	0				0
2002	131	373	2	2	0	0	2	3		6	0				0
2003	131	373	2	1	0	0	2	3		1	0				0
2004	131	373	2	1	0	0	2	3		1	0				0
2005	131	373	1	1	0	0	3	3		6	0				0
2006	131	373	1	1	0	0	2	2			0				0
2007	131	373	1	1	0	0	3	3			0				0
2008	131	373	2	1	0	0	2	3			0				0
2009	131	373	2	1	0	0	2	3			0				0
2010	131	373	2	1	0	0	3	3			0				0
1949		375										0	0	0	
1950		375										0	0	0	
1951		375										0	0	0	
1952		375										0	0	0	
1953		375										0	0	0	
1954		375										0	0	0	
1955		375										0	0	0	
1956		375									0	0	0	0	
1957		375									0	0	0	0	
1958		375									0	0	0	0	
1959		375									0	0	0	0	
1960		375									0	0	0	0	
1961		375									0	0	0	0	
1962		375									0	0	0	0	
1963		375									0	0	0	0	
1964		375									0	0	0	0	
1965		375									0	0	0	0	
1966		375									0	0	0	0	
1967		375									0	0	0	0	
1968		375									0	0	0	0	
1969		375									0	0	0	0	
1970		375									0	0	0	0	
1971		375									0	0	0	0	
1972		375									0	0	0	0	
1973		375									0	0	0	0	
1974		375									0	0	0	0	
1975		375									0	0	0	0	
1976		375						1			0	0	0	0	
1977		375						1			0	0	0	0	
1978		375						1			0	0	0	0	
1979		375						1			0	0	0	0	
1980		375						1			0	0	0	0	
1981	284	375	2	2	2	2		1			0	0	0	0	
1982	284	375	2	2	2	2		1			0	0	0	0	
