YEAR	CIRI	COW	DISAP	KILL	POLPRIS	TORT	Amnesty	State	hathaway	ITT	genocide	rummel	massive_repression	executions	killing
1991	614	652	2	1	0	0	4	3	5		0				0
1992	614	652	2	2	0	1	3	3	5		0				0
1993	614	652	2	1	0	0	3	4	5		0				0
1994	614	652	2	2	0	0	4	4	5		0				0
1995	614	652	2	2	0	1	3	3	5	6	0				0
1996	614	652	1	1	1	0	3	3	5	4	0				0
1997	614	652	1	2	0	0	3	3	5	4	0				0
1998	614	652	1	2	0	0	3	3	5	5	0				0
1999	614	652	1	2	0	0	3	3	5	5	0				0
2000	614	652	1	1	0	0	3	3		6	0				0
2001	614	652	2	2	0	0	3	3		6	0				0
2002	614	652	2	2	0	0	3	3		4	0				0
2003	614	652	2	1	0	0	3	3		5	0				0
2004	614	652	2	1	0	0	3	3		5	0				0
2005	614	652	2	1	0	0	3	3		6	0				0
2006	614	652	1	1	0	0	3	3			0				0
2007	614	652	1	1	0	0	4	3			0				0
2008	614	652	1	0	0	0	4	4			0				0
2009	614	652	1	1	0	0	4	4			0				0
2010	614	652	1	1	0	0	4	4			0				0
1949		660										0	0	1	
1950		660										0	0	0	
1951		660										0	0	0	
1952		660										0	0	0	
1953		660										0	0	0	
1954		660										0	0	0	
1955		660										0	0	0	
1956		660									0	0	0	0	
1957		660									0	0	0	0	
1958		660									0	0	0	0	
1959		660									0	0	0	0	
1960		660									0	0	0	0	
1961		660									0	0	0	0	
1962		660									0	0	0	0	
1963		660									0	0	0	0	
1964		660									0	0	0	0	
1965		660									0	0	0	0	
1966		660									0	0	0	0	
1967		660									0	0	0	0	
1968		660									0	0	0	0	
1969		660									0	0	0	0	
1970		660									0	0	0	0	
1971		660									0	0	0	0	
1972		660									0	0	0	0	
1973		660									0	0	0	0	
1974		660									0	1	0	0	
1975		660									0	1	0	0	
1976		660									0	1	0	0	
1977		660						2			0	1	0	0	
1978		660						2			0	1	0	0	
1979		660						2			0	1	0	0	
1980		660									0	1	0	0	
1981		660									0	1	0	0	
1982		660									0	1	0	0	
1983		660									0	1	0		
1984		660									0	1	0		
1985		660							3		0	1	0		
1986		660							2		0	1	0		
1987		660							3		0	1	0		
1988		660							4		0		0		
1989		660					3		3		0				0
1990		660					4	4	3		0				0
1991		660					3	3	2		0				0
1992		660					4	3	3		0				0
1993		660					3	4	3		0				0
1994		660					4	4	3		0				0
1995		660					4	4	3		0				0
1996		660					3	3	3		0				0
1997		660					4	3	3		0				0
1998		660					3	3	4		0				0
1999		660					3	3	4		0				0
2000		660					3	3			0				0
2001	392	660	2	2	0	0	3	3		6	0				0
2002	392	660	2	2	0	1	3	3		3	0				0
2003	392	660	2	2	0	0	3	3		3	0				0
2004	392	660	2	2	0	0	3	3			0				0
2005	392	660	2	1	1	0	3	3			0				0
2006	392	660	2	2	2	0	3	3			0				0
2007	392	660	2	1	1	0	4	3			0				0
2008	392	660	2	1	2	0	3	3			0				0
2009	392	660	2	2	1	0	2	3			0				0
2010	392	660	2	1	1	0	2	3			0				0
1949		663										0	0	0	
1950		663										0	0	0	
1951		663										0	0	1	
1952		663										0	0	0	
1953		663										0	0	0	
1954		663										0	0	0	
1955		663										0	0	0	
1956		663									0	0	0	0	
1957		663									0	0	0	1	
1958		663									0	0	0	0	
1959		663									0	0	0	0	
1960		663									0	0	0	0	
1961		663									0	0	0	1	
1962		663									0	0	0	0	
1963		663									0	0	0	0	
1964		663									0	0	0	0	
1965		663									0	0	0	1	
1966		663									0	0	0	0	
1967		663									0	0	0	0	
1968		663									0	0	0	0	
1969		663									0	0	0	1	
1970		663									0	0	0	0	
1971		663									0	0	0	1	
1972		663									0	0	0	0	
1973		663									0	0	0	0	
1974		663									0	0	0	0	
1975		663									0	0	0	0	
1976		663					2	2			0	0	0	1	
1977		663						2			0	0	0	0	
1978		663					3	2			0	0	0	0	
1979		663					3	2			0	0	0	0	
1980		663					3	2			0	0	0	0	
1981	362	663	2	1	0	2	3	2			0	0	0	0	
1982	362	663	2	2	0	2		3			0	0	0	0	
1983	362	663	2	2	0	2		2			0	0	0		
1984	362	663	2	1	0	1	2	2			0	0	0		
1985	362	663	2	2	0	1	3	2	2		0	0	0		
1986	362	663	2	2	0	0	3	2	2		0	0	0		
1987	362	663	2	1	0	1	3	2	3		0	0	0		
1988	362	663	2	1	1	1	3	2	3		0		0		
1989	362	663	2	2	1	1	3	2	3		0				0
1990	362	663	2	2	1	2	3	2	1		0				0
1991	362	663	2	2	1	1	3	2	3		0				0
1992	362	663	2	2	1	1	2	2	3		0				0
1993	362	663	2	2	1	1	2	2	3		0				0
1994	362	663	2	2	1	1	3	2	3		0				0
1995	362	663	2	1	0	1	3	2	3	6	0				0
1996	362	663	2	1	0	1	3	1	3	6	0				0
1997	362	663	2	2	0	1	2	2	3	6	0				0
1998	362	663	2	2	0	1	3	2	3	6	0				0
1999	362	663	2	1	0	1	3	2	3	3	0				0
2000	362	663	2	1	0	1	3	2		3	0				0
2001	362	663	2	2	0	1	3	2		6	0				0
2002	362	663	2	2	0	1	3	2		6	0				0
2003	362	663	2	2	0	1	2	2		6	0				0
2004	362	663	2	1	0	1	2	2		6	0				0
2005	362	663	2	2	0	1	3	2		6	0				0
2006	362	663	2	1	1	0	3	3			0				0
2007	362	663	2	1	1	0	3	3			0				0
2008	362	663	2	1	0	0	4	3			0				0
2009	362	663	2	1	0	0	3	3			0				0
2010	362	663	2	2	0	0	4	3			0				0
1949		666										0	0	0	
1950		666										0	0	0	
1951		666										0	0	0	
1952		666										0	0	0	
1953		666										0	0	0	
1954		666										0	0	0	
1955		666										0	0	0	
1956		666									0	0	0	0	
1957		666									0	0	0	0	
1958		666									0	0	0	0	
1959		666									0	0	0	0	
1960		666									0	0	0	0	
1961		666									0	0	0	0	
1962		666									0	0	0	1	
1963		666									0	0	0	0	
1964		666									0	0	0	0	
1965		666									0	0	0	0	
1966		666									0	0	0	0	
1967		666									0	0	0	0	
1968		666									0	1	0	0	
1969		666									0	1	0	0	
1970		666									0	1	0	0	
1971		666									0	1	0	0	
1972		666									0	1	0	0	
1973		666									0	1	0	0	
1974		666									0	1	0	0	
1975		666									0	1	0	0	
1976		666					4	1			0	1	0	0	
1977		666					2	2			0	1	0	0	
1978		666					3	2			0	1	0	0	
1979		666					2	1			0	1	0	0	
1980		666					2	2			0	1	0	0	
1981	350	666	1	1	0	0	2	2			0	1	0	0	
1982	350	666	1	1	1	1	2	2			0	1	0	0	
1983	350	666	2	1	0	1	2	2			0	1	0		
1984	350	666	2	2	0	0	3	2			0	1	0		
1985	350	666	1	1	1	0	3	2	1		0	1	0		
1986	350	666	1	1	1	1	3	2	1		0	1	0		
1987	350	666	2	1	0	0	3	2	4		0	1	0		
1988	350	666	1	1	1	1	4	4	4		0		0		
1989	350	666	2	0	0	0	4	4	4		0				1
1990	350	666	2	2	1	0	4	4	1		0				0
1991	350	666	2	1	0	0	4	4	1		0				0
1992	350	666	2	0	1	0	4	3	1		0				0
1993	350	666	2	1	1	0	4	3	2		0				0
1994	350	666	2	0	0	0	4	3	2		0				0
1995	350	666	2	1	1	0	4	3	3	6	0				0
1996	350	666	2	1	1	1	4	4	2	6	0				1
1997	350	666	2	1	0	0	4	3	4	6	0				0
1998	350	666	2	1	0	1	4	4	4	6	0				0
1999	350	666	2	1	0	0	4	4	3	6	0				0
2000	350	666	1	0	1	1	4	4		6	0				0
2001	350	666	2	0	0	0	4	5		6	0				1
2002	350	666	2	0	0	0	5	5		6	0				1
2003	350	666	2	0	0	0	5	4		5	0				1
2004	350	666	2	0	0	0	5	4		1	0				1
2005	350	666	2	0	0	0	4	4		4	0				1
2006	350	666	2	0	0	0	4	4			0				1
2007	350	666	2	0	0	0	4	4			0				0
2008	350	666	2	1	0	0	5	5			0				0
2009	350	666	2	0	0	0	5	5			0				0
2010	350	666	2	0	0	0	4	4			0				0
1994		666.001					3	3							
1995		666.001					3	3							
1996		666.001					3	4							
1997		666.001					3	3							
1998		666.001					3	3							
1999		666.001					3	3							
2000		666.001					4	4							
2001		666.001					4	3							
2002		666.001					4	3							
2003		666.001					3	3							
2004		666.001					3	3							
2005		666.001					3	3							
2006		666.001					3	3							
2007		666.001					3	2							
2008		666.001					3	2							
2009		666.001					1	3							
2010		666.001					1	2							
1994		666.002					4	3							
1995		666.002					4	3							
1996		666.002					4	4							
1997		666.002					4	3							
1998		666.002					4	4							
1999		666.002					4	4							
2000		666.002					5	4							
2001		666.002					5	5							
2002		666.002					5	5							
2003		666.002					5	4							
2004		666.002					5	4							
2005		666.002					4	4							
2006		666.002					5	4							
2007		666.002					4	4							
2008		666.002					5	5							
2009		666.002					5	5							
2010		666.002					4	4							
1994		666.003					4								
1995		666.003					4								
1996		666.003					4	3							
1997		666.003					4	3							
1998		666.003					4	3							
1999		666.003					3	4							
2000		666.003					4	4							
2001		666.003					4	4							
2002		666.003					4	4							
2003		666.003					3	4							
2004		666.003					3	4							
2005		666.003					4	4							
2006		666.003					4	4							
2007		666.003					4	3							
2008		666.003					4	4							
2009		666.003					4	4							
2010		666.003					4	4							
1949		670										0	0	0	
1950		670										0	0	0	
1951		670										0	0	0	
1952		670										0	0	0	
1953		670										0	0	0	
1954		670										0	0	0	
1955		670										0	0	0	
1956		670									0	0	0	0	
1957		670									0	0	0	0	
1958		670									0	0	0	1	
1959		670									0	0	0	0	
1960		670									0	0	0	0	
1961		670									0	0	0	0	
1962		670									0	0	0	0	
1963		670									0	0	0	0	
1964		670									0	0	0	0	
1965		670									0	0	0	0	
1966		670									0	0	0	0	
1967		670									0	0	0	1	
1968		670									0	0	0	0	
1969		670									0	0	0	1	
1970		670									0	0	0	0	
1971		670									0	0	0	0	
1972		670									0	0	0	0	
1973		670									0	0	0	0	
1974		670									0	0	0	0	
1975		670									0	0	0	1	
1976		670					3	1			0	0	0	0	
1977		670						2			0	0	0	0	
1978		670						1			0	0	0	0	
1979		670						2			0	0	0	0	
1980		670					3	2			0	0	0	1	
1981	554	670	2	2		0		2			0	0	0	0	
1982	554	670	2	2	0	0		2			0	0	0	0	
1983	554	670	2	2	0	0	3	2			0	0	0		
1984	554	670	2	2	0	0	3	2			0	0	0		
1985	554	670	2	2	0	0	3	2	3		0	0	0		
1986	554	670	2	2	0	0	3	2	2		0	0	0		
1987	554	670	2	2	0	0	3	3	4		0	0	0		
1988	554	670	2	2	1	0	3	2	3		0		0		
1989	554	670	2	1	0	0	3	2	4		0				0
1990	554	670	2	2	0	0	3	2	4		0				0
1991	554	670	2	2	0	1	3	2	4		0				0
1992	554	670	2	2	0	0	2	3	3		0				0
1993	554	670	2	2	0	0	3	3	3		0				0
1994	554	670	2	2	0	0	3	2	3		0				0
1995	554	670	2	2	0	0	4	3	3	6	0				0
1996	554	670	2	1	0	0	3	2	3	4	0				0
1997	554	670	2	2	0	0	4	2	3	5	0				0
1998	554	670	2	2	0	1	4	3	3	6	0				0
1999	554	670	2	2	0	1	4	3	3	6	0				0
2000	554	670	2	2	0	1	3	3		6	0				0
2001	554	670	2	2	0	1	3	3		6	0				0
2002	554	670	2	2	0	1	3	3		6	0				0
2003	554	670	2	2	0	1	3	3		6	0				0
2004	554	670	2	1	0	1	3	3		1	0				0
2005	554	670	2	2	0	1	3	3		5	0				0
2006	554	670	2	1	0	1	3	3			0				0
2007	554	670	2	1	0	0	4	3			0				0
2008	554	670	2	1	0	0	4	3			0				0
2009	554	670	1	1	0	0	4	4			0				0
2010	554	670	2	1	0	0	4	3			0				0
1949		678										0	0	1	
1950		678										0	0	0	
1951		678										0	0	0	
1952		678										0	0	0	
1953		678										0	0	1	
1954		678										0	0	0	
1955		678										0	0	1	
1956		678									0	0	0	0	
1957		678									0	0	0	0	
1958		678									0	0	0	0	
1959		678									0	0	0	1	
1960		678									0	0	0	0	
1961		678									0	0	0	1	
1962		678									0	1	0	1	
1963		678									0	1	0	1	
1964		678									0	1	0	1	
1965		678									0	1	0	1	
1966		678									0	1	0	1	
1967		678									0	1	0	1	
1968		678									0	1	0	1	
1969		678									0	1	0	0	
1970		678									0	1	0	1	
1971		678									0	1	0	0	
1972		678									0	1	0	1	
1973		678									0	0	0	1	
1974		678									0	0	0	0	
1975		678									0	0	0	0	
1976		678						2			0	0	0	0	
1977		678						2			0	0	0	1	
1978		678						2			0	0	0	1	
1979		678						3			0	0	0	0	
1980		678						3			0	0	0	0	
1981	683	678	1	2	1	0		3			0	0	0	1	
1982	683	678	1	1	1	1		3			0	0	0	0	
1983	683	678	1	2	1	1		3			0	0	0		
1984	683	678	1	2	1	0		3			0	0	0		
1985	683	678	1	2	2	1	2	2	3		0	0	0		
1986	683	678	2	2	1	1		4	3		0	0	0		
1987	683	678	1	2	1	0	3	3	3		0	0	0		
1988	683	678	2	1	1	0	3	4	3		0		0		
1989	683	678	1	2	0	0	3	3	3		0				0
1990	683	678	1	2	1	0					0				0
1990		679					2	3	3		0				0
1991	680	679	1	1	0	1	2	3	5		0				0
1992	680	679	1	1	0	0	3	3	3		0				0
1993	680	679	1	1	0	0	3	3	3		0				0
1994	680	679	1	1	0	0	4	4	3		0				0
1995	680	679	1	1	0	0	4	2	2	6	0				0
1996	680	679	0	0	0	1	3	2	3	6	0				0
1997	680	679	1	0	0	1	3	3	5	6	0				0
1998	680	679	0	1	0	1	3	3	4	3	0				0
1999	680	679	0	1	1	1	2	3	3	4	0				0
2000	680	679	1	1	0	0	3	3		3	0				0
2001	680	679	1	1	0	0		3		6	0				0
2002	680	679	2	2	1	0		3		5	0				0
2003	680	679	2	0	0	0	3	3		6	0				0
2004	680	679	2	0	0	0	4	4		3	0				0
2005	680	679	2	1	0	1	4	4		2	0				0
2006	680	679	2	1	0	0	3	3			0				0
2007	680	679	2	1	0	0	4	4			0				0
2008	680	679	1	1	0	0	4	4			0				0
2009	680	679	1	0	0	0	4	4			0				0
2010	680	679	1	0	0	0	5	4			0				0
1967		680									0	0	0	0	
1968		680									0	0	0	0	
1969		680									0	0	0	0	
1970		680									0	1	0	1	
1971		680									0	0	0	1	
1972		680									0	0	0	1	
1973		680									0	0	0	0	
1974		680									0	0	0	0	
1975		680									0	0	0	0	
1976		680					3				0	0	0	0	
1977		680					3				0	0	0	0	
1978		680									0	0	0	1	
1979		680					3	3			0	0	0	0	
1980		680					3	3			0	0	0	0	
1981		680					3	3			0	0	0	0	
1982		680					2	3			0	0	0	1	
1983		680					2	3			0	0	0		
1984		680					2	3			0	0	0		
1985		680					3	3	3		0	0	0		
1986		680					4	5	3		0	0	0		
1987		680					3	3	3		0	0	0		
1988		680					3	3	3		0		0		
1989		680							3		0				0
1990		680									0				0
1961		690									0	0	0	0	
1962		690									0	0	0	0	
1963		690									0	0	0	0	
1964		690									0	0	0	0	
1965		690									0	0	0	0	
1966		690									0	0	0	0	
1967		690									0	0	0	0	
1968		690									0	0	0	0	
1969		690									0	0	0	0	
1970		690									0	0	0	0	
1971		690									0	0	0	0	
1972		690									0	0	0	0	
1973		690									0	0	0	0	
1974		690									0	0	0	0	
1975		690									0	0	0	0	
1976		690					1	1			0	0	0	0	
1977		690						1			0	0	0	0	
1978		690						1			0	0	0	0	
1979		690						1			0	0	0	0	
1980		690									0	0	0	0	
1981	380	690	2	1	2	1		1			0	0	0	0	
1982	380	690	2	2	2	2		1			0	0	0	0	
1983	380	690	2	1	2	1	3	1			0	0	0		
1984	380	690	2	1	2	0	2				0	0	0		
1985	380	690	2	1	2	0	3	2	2		0	0	0		
1986	380	690	2	2	1	1	2	2	3		0	0	0		
1987	380	690	2	1	2	0	2	2	3		0	0	0		
1988	380	690	2	2	1	1	1	2	3		0		0		
1989	380	690	2	2	1	1	2	2	3		0				0
1990		690					5	5	4		0				0
1991	380	690	0	2	0	0	4	5	4		0				0
1992	380	690	2	2	0	1	3		3		0				0
1993	380	690	2	1	0	1	3	3	3		0				0
1994	380	690	2	2	0	2	3	2	3		0				0
1995	380	690	2	2	0	1	3	2	2	6	0				0
1996	380	690	0	2	0	0	2	2	2	6	0				0
1997	380	690	2	2	0	1	2	2	2	6	0				0
1998	380	690	2	2	0	1	2	2	2	6	0				0
1999	380	690	2	2	0	1	2	1	2	1	0				0
2000	380	690	2	2	0	1	2	1		1	0				0
2001	380	690	2	2	1	1	2	1		6	0				0
2002	380	690	2	2	1	1	2	2		6	0				0
2003	380	690	2	2	1	1	2	2		6	0				0
2004	380	690	2	2	1	1	2	2		1	0				0
2005	380	690	2	1	1	1	2	2		1	0				0
2006	380	690	2	2	2	1	2	2			0				0
2007	380	690	2	2	1	1	2	2			0				0
2008	380	690	2	2	1	1	1	2			0				0
2009	380	690	2	2	1	1	2	2			0				0
2010	380	690	2	2	1	1	2	2			0				0
1971		692									0	0	0	0	
1972		692									0	0	0	0	
1973		692									0	0	0	0	
1974		692									0	0	0	0	
1975		692									0	0	0	0	
1976		692					3	2			0	0	0	0	
1977		692					3	2			0	0	0	0	
1978		692					3	2			0	0	0	0	
1979		692					3	2			0	0	0	0	
1980		692					3	2			0	0	0	0	
1981	137	692	2	1	1	1	3	2			0	0	0	0	
1982	137	692	1	2	1	1	3	3			0	0	0	0	
1983	137	692	2	2	1	0	3	3			0	0	0		
1984	137	692	1	2	0	1	3	3			0	0	0		
1985	137	692	2	2	0	1	3	2	2		0	0	0		
1986	137	692	2	2	0	2	3	2	3		0	0	0		
1987	137	692	2	2	0	1	3	3	3		0	0	0		
1988	137	692	2	2	1	1	3	3	3		0		0		
1989	137	692	2	2	1	0	3	3	3		0				0
1990	137	692	2	2	0	1	3	3	3		0				0
1991	137	692	2	2	0	2	3	2	3		0				0
1992	137	692	2	2	0	2	2	2	3		0				0
1993	137	692	2	2	0	1	2	2	5		0				0
1994	137	692	2	2	1	1	3	2	4		0				0
1995	137	692	2	1	1	0	4	3	3		0				0
1996	137	692	2	1	0	0	4	2	4		0				0
1997	137	692	2	2	0	1	2	3	4		0				0
1998	137	692	2	1	0	0	2	3			0				0
1999	137	692	2	2	0	1	2	3			0				0
2000	137	692	2	1	0	0	2	3			0				0
2001	137	692	2	2	1	1	1	1			0				0
2002	137	692	2	2	2	1	2	2			0				0
2003	137	692	2	2	2	1	1	1			0				0
2004	137	692	2	2	1	1	1	1			0				0
2005	137	692	2	2	1	1	2	1			0				0
2006	137	692	2	2	1	1	2	1			0				0
2007	137	692	2	2	1	1	2	2			0				0
2008	137	692	2	2	1	1	2	2			0				0
2009	137	692	2	2	2	1	2	1			0				0
2010	137	692	2	2	1	0	2	3			0				0
1971		694									0	0	0	0	
1972		694									0	0	0	0	
1973		694									0	0	0	0	
1974		694									0	0	0	0	
1975		694									0	0	0	0	
1976		694									0	0	0	0	
1977		694									0	0	0	0	
1978		694						1			0	0	0	0	
1979		694						1			0	0	0	0	
1980		694						1			0	0	0	0	
1981		694						1			0	0	0	0	
1982		694						2			0	0	0	0	
1983		694						2			0	0	0		
1984		694						2			0	0	0		
1985		694						2	2		0	0	0		
1986		694						2	2		0	0	0		
1987		694						1	1		0	0	0		
1988		694						1	3		0		0		
1989		694						1	2		0				0
1990		694						1	1		0				0
1991		694						2	2		0				0
1992		694					1	1	1		0				0
1993		694					1	1	1		0				0
1994		694					2	1	1		0				0
1995		694						1	1	1	0				0
1996		694					2	1	1	1	0				0
1997		694					2	1	1	1	0				0
1998		694					2	1	1	1	0				0
1999		694					2	1	1	1	0				0
2000		694					1	2		1	0				0
2001	524	694	2	2	2	1	2	1		1	0				0
2002		694					2	1		1	0				0
2003	524	694	2	2	2	2	1	1		1	0				0
2004	524	694	2	2	2	2		1		1	0				0
2005	524	694	2	2	1	2	2	1		1	0				0
2006	524	694	2	2	1	1	2	1			0				0
2007	524	694	2	2	1	0	2	2			0				0
2008	524	694	2	2	2	2	2	1			0				0
2009	524	694	2	2	2	2	2	1			0				0
2010	524	694	2	2	2	2	1	1			0				0
1971		696									0	0	0	0	
1972		696									0	0	0	0	
1973		696									0	0	0	0	
1974		696									0	0	0	0	
1975		696									0	0	0	0	
1976		696									0	0	0	0	
1977		696						1			0	0	0	0	
1978		696						1			0	0	0	0	
1979		696						1			0	0	0	0	
1980		696						1			0	0	0	0	
1981	656	696	2	2	2	2		1			0	0	0	0	
1982	656	696	2	2	2	2		1			0	0	0	0	
1983	656	696	2	2	2	2		1			0	0	0		
1984	656	696	2	2	2	2	1	1			0	0	0		
1985	656	696	2	2	2	2	1	1	1		0	0	0		
1986	656	696	2	2	2	2	1	1	1		0	0	0		
1987	656	696	2	2	1	0	2	1	1		0	0	0		
1988	656	696	2	2	1	1	2	1	3		0		0		
1989	656	696	2	2	2	1	2	1	3		0				0
1990	656	696	2	2	1	1	2	1	3		0				0
1991	656	696	2	2	1	1	2	2	1		0				0
1992	656	696	2	2	1	2	1	2	1		0				0
1993	656	696	2	2	1	2	1	1	1		0				0
1994	656	696	2	2	2	2	1	1	1		0				0
1995	656	696	2	2	1	2	2	1	1	1	0				0
1996	656	696	2	2	1	2	2	1	2	1	0				0
1997	656	696	2	1	0	1	2	2	2	1	0				0
1998	656	696	2	2	1	1	2	2	2	1	0				0
1999	656	696	2	2	2	2	2	1	2	1	0				0
2000	656	696	2	2	2	1	2	1		1	0				0
2001	656	696	1	2	1	1	2	2			0				0
2002	656	696	2	2	0	2	3	2		1	0				0
2003	656	696	2	2	2	2	2	2		1	0				0
2004	656	696	1	2	2	1	2	2		1	0				0
2005	656	696	2	2	1	1	2	2		1	0				0
2006	656	696	2	2	1	2	2	2			0				0
2007	656	696	2	2	1	1	2	2			0				0
2008	656	696	2	2	2	1	2	2			0				0
2009	656	696	2	2	2	1	2	1			0				0
2010	656	696	2	2	1	1	1	2			0				0
1971		698									0	0	0	0	
1972		698									0	0	0	0	
1973		698									0	0	0	0	
1974		698									0	0	0	0	
1975		698									0	0	0	0	
1976		698					1	1			0	0	0	0	
1977		698						1			0	0	0	0	
1978		698						2			0	0	0	0	
1979		698						2			0	0	0	0	
1980		698						2			0	0	0	0	
1981	494	698	2	2	1	2		2			0	0	0	0	
1982	494	698	2	2	1	2		2			0	0	0	0	
1983	494	698	2	2	2	2		2			0	0	0		
1984	494	698	2	2	2	2		2			0	0	0		
1985	494	698	2	2	2	1		2	1		0	0	0		
1986	494	698	2	2	2	2		2	1		0	0	0		
1987	494	698	2	2	1	2		2	1		0	0	0		
1988	494	698	2	2	2	2		1	2		0		0		
1989	494	698	2	2	2	1		2	2		0				0
1990	494	698	2	2	2	1		1	1		0				0
1991	494	698	2	2	2	1		1	2		0				0
1992	494	698	2	2	2	2			1		0				0
1993	494	698	2	2	2	1		1	2		0				0
1994	494	698	2	2	0	1	2	2	2		0				0
1995	494	698	2	2	1	1	2	2	2	1	0				0
1996	494	698	2	2	2	1		2	2	1	0				0
1997	494	698	2	2	2	1		2	2	1	0				0
1998	494	698	2	2	2	1	2	2	2	2	0				0
1999	494	698	2	2	2	1	2	2	2	1	0				0
2000	494	698	2	2	1	1		1		1	0				0
2001	494	698	2	2	2	2	2	2		1	0				0
2002	494	698	2	2	2	2		1		1	0				0
2003	494	698	2	2	2	2		2		1	0				0
2004	494	698	2	2	2	2		1		1	0				0
2005	494	698	2	2	0	1	2	1		3	0				0
2006	494	698	2	2	1	2	1	1			0				0
2007	494	698	2	2	2	2		1			0				0
2008	494	698	2	2	1	2	1	1			0				0
2009	494	698	2	2	1	2	1	1			0				0
2010	494	698	2	2	2	2	1	1			0				0
1949		700										0	0	0	
1950		700										0	0	0	
1951		700										0	0	0	
1952		700										0	0	0	
1953		700										0	0	0	
1954		700										0	0	0	
1955		700										0	0	0	
1956		700									0	0	0	0	
1957		700									0	0	0	0	
1958		700									0	0	0	0	
1959		700									0	0	0	0	
1960		700									0	0	0	0	
1961		700									0	0	0	0	
1962		700									0	0	0	0	
1963		700									0	0	0	0	
1964		700									0	0	0	0	
1965		700									0	0	0	0	
1966		700									0	0	0	0	
1967		700									0	0	0	0	
1968		700									0	0	0	0	
1969		700									0	0	0	0	
1970		700									0	0	0	0	
1971		700									0	0	0	0	
1972		700									0	0	0	0	
1973		700									0	0	0	1	
1974		700									0	0	0	0	
1975		700									0	0	0	0	
1976		700					2	2			0	0	0	0	
1977		700					4	2			0	0	0	0	
1978		700					4	3			1	1	1	0	
1979		700					5	5			1	1	1	1	
1980		700					5	5			1	1	1	1	
1981	101	700	0	0	0	0	5	5			1	1	1	1	
1982	101	700	0	0	0	0	5	5			1	1	1	0	
1983	101	700	0	0	0	0	5	5			1	1	1		
1984	101	700	0	0	0	0	4	5			1	1	1		
1985	101	700	0	0	0	0	5	5	5		1	1	1		
1986	101	700	0	0	0	0	5	5	5		1	1	1		
1987	101	700	0	0	0	0	4	5	5		1	1	1		
1988	101	700	0	0	0	0	4	5	5		1		1		
1989	101	700	0	0	0	0	4	5	5		1				0
1990	101	700	0	0	0	0	4	4	5		1				0
1991	101	700	0	0	0	1	4	5	4		1				0
1992		700					4	5	4		1				0
1993		700					4	5	5		0				0
1994		700					5	5	5		0				0
1995		700					5	5	4		0				0
1996	101	700	0	0	0	0	4	5	5	1	0				0
1997	101	700	0	0	0	0	5	5	5		0				1
1998	101	700	0	0	0	0	5	5	5	4	0				1
1999	101	700	0	0	0	0	5	5		1	0				1
2000	101	700	0	0	0	0	5	5		6	0				1
2001	101	700	0	0	0	0	5	5		1	0				1
2002	101	700	1	1	0	1	5	4			0				0
2003		700					4	4			0				0
2004		700					4	5			0				0
2005	101	700	2	1	1	0	5	5			0				0
2006	101	700	2	1	1	0	5	5			0				0
2007	101	700	2	1	1	0	5	5			0				0
2008	101	700	2	0	1	0	5	5			0				0
2009	101	700	2	1	1	0	5	5			0				0
2010	101	700	2	0	1	0	5	4			0				0
1991		701									0				0
1992	644	701	2	2	1	1	1	2	2		0				0
1993	644	701	2	2	1	2	1	1	1		0				0
1994	644	701	0	2	1	1	1	2	4		0				0
1995	644	701	2	1	1	1	2	2	4	3	0				0
1996	644	701	2	2	1	1	2	2	4	5	0				0
1997	644	701	2	2	2	0	2	2	4	4	0				0
1998	644	701	2	2	1	0	2	3	4	3	0				0
1999	644	701	2	2	1	0	2	3	4	3	0				0
2000	644	701	2	1	1	0	2	3		6	0				0
2001	644	701	2	2	1	1	2	3		6	0				0
2002	644	701	2	2	1	0	2	3		5	0				0
2003	644	701	2	1	0	0	3	3		5	0				0
2004	644	701	2	1	0	0	3	3		5	0				0
2005	644	701	2	2	0	0	3	3		5	0				0
2006	644	701	2	1	0	0	3	3			0				0
2007	644	701	2	1	0	0	2	3			0				0
2008	644	701	2	2	0	0	2	3			0				0
2009	644	701	2	2	0	0	2	3			0				0
2010	644	701	2	2	0	0	2	4			0				0
1991		702									0				0
1992	620	702	0	0	1	1	5	4	3		0				1
1993	620	702	0	0	0	0	4	5	3		0				0
1994	620	702	0	0	0	0	2	4	4		0				0
1995	620	702	0	0	0	0	2	3	4	1	0				0
1996	620	702	0	0	0	0	3	3	4	1	0				0
1997	620	702	1	0	0	0	2	3	3	1	0				0
1998	620	702	1	0	0	0	2	4	4	1	0				0
1999	620	702	1	1	0	0	3	3	4	1	0				0
2000	620	702	1	0	0	0	2	3			0				0
2001	620	702	2	1	1	0	2	3		6	0				0
2002	620	702	2	1	0	0	2	3		1	0				0
2003	620	702	2	2	1	0	2	3		1	0				0
2004	620	702	2	2	1	0	2	3		6	0				0
2005	620	702	2	2	1	0	3	3		5	0				0
2006	620	702	2	1	1	0	3	3			0				0
2007	620	702	2	1	1	0	3	3			0				0
2008	620	702	2	1	1	0	2	3			0				0
2009	620	702	2	1	1	0	2	2			0				0
2010	620	702	2	1	1	0	2	2			0				0
1991		703									0				0
1992	383	703	2	2	1	2		1	1		0				0
1993	383	703	2	2	2	2	1	1	1		0				0
1994	383	703	2	2	2	1	2	1	2		0				0
1995	383	703	2	2	2	0	2	1	1	1	0				0
