"YEAR","CIRI","COW","genocide","rummel","massive_repression","executions","killing","genocide","rummel","massive_repression","executions","killing","V6"
2001,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.828428805132042
2002,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.807068887148954
2003,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.815844963206685
2004,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.849706702030484
2005,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.912335317077086
2006,596,780,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.01070349886435
2007,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.889646717488539
2008,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.801782122280805
2009,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.743827893618503
2010,596,780,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.714576004960754
1965,NA,781,0,0,0,0,NA,0,0,0,0,NA,0.885186084377449
1966,NA,781,0,0,0,0,NA,0,0,0,0,NA,0.972598328186865
1967,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.05179091952494
1968,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.12725635559302
1969,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.19672988848696
1970,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.26277876450422
1971,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.31990948147447
1972,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.37782468240404
1973,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.42913229989531
1974,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.47831666558888
1975,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.51959705869561
1976,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.55830497437873
1977,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.59594239758129
1978,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.63084040970272
1979,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.66557667077119
1980,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.69356470633819
1981,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.72080752340243
1982,NA,781,0,0,0,0,NA,0,0,0,0,NA,1.74406073354104
1983,NA,781,0,0,0,NA,NA,0,0,0,NA,NA,1.76468320575116
1984,NA,781,0,0,0,NA,NA,0,0,0,NA,NA,1.78376683700339
1985,NA,781,0,0,0,NA,NA,0,0,0,NA,NA,1.80384505626747
1986,NA,781,0,0,0,NA,NA,0,0,0,NA,NA,1.82226130490585
1987,NA,781,0,0,0,NA,NA,0,0,0,NA,NA,1.83706939227753
1988,NA,781,0,NA,0,NA,NA,0,NA,0,NA,NA,1.85172053389715
1989,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.86973574962949
1990,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.88664988063923
1991,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.90282672915825
1992,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.91897843713606
1993,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.93359579467204
1994,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.94747140206457
1995,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.96089743796364
1996,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.97842250077066
1997,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,1.99151988698883
1998,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.0054426312209
1999,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.01821485565333
2000,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.02959167523335
2001,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.03920866726585
2002,NA,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.04700153181666
2003,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.05577136989966
2004,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.06480909806221
2005,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.06976803055409
2006,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.07681235488845
2007,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.08438585725154
2008,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.0891455079689
2009,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.08867150967477
2010,425,781,0,NA,NA,NA,0,0,NA,NA,NA,0,2.09049422297172
1949,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.591996089365243
1950,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.647013364636838
1951,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.691264873432756
1952,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.727752605642657
1953,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.758217265024594
1954,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.782233388937574
1955,NA,790,NA,0,0,0,NA,NA,0,0,0,NA,0.80003154712316
1956,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.810892267000142
1957,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.81847791861784
1958,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.819593106793147
1959,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.810922121891495
1960,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.798459996854985
1961,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.778957901743991
1962,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.753029862627138
1963,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.719975194030746
1964,NA,790,0,0,0,1,NA,0,0,0,1,NA,0.680810291347051
1965,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.711722753909391
1966,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.734615428266761
1967,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.748898622483179
1968,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.755964591406144
1969,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.756498362004124
1970,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.75353637296913
1971,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.745071844829081
1972,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.7283595915343
1973,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.703748463875613
1974,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.673358549595335
1975,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.634173300919195
1976,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.587022949631144
1977,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.527799246689389
1978,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.462562978634812
1979,NA,790,0,0,0,1,NA,0,0,0,1,NA,0.389615879279206
1980,NA,790,0,0,0,0,NA,0,0,0,0,NA,0.380643748067988
1981,473,790,0,0,0,0,NA,0,0,0,0,NA,0.362161363713612
1982,473,790,0,0,0,0,NA,0,0,0,0,NA,0.326778333013828
1983,473,790,0,0,0,NA,NA,0,0,0,NA,NA,0.28695184537327
1984,473,790,0,0,0,NA,NA,0,0,0,NA,NA,0.2354524293929
1985,473,790,0,0,0,NA,NA,0,0,0,NA,NA,0.170688101579278
1986,473,790,0,0,0,NA,NA,0,0,0,NA,NA,0.0986017858765991
1987,473,790,0,0,0,NA,NA,0,0,0,NA,NA,0.00563948339575941
1988,473,790,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.109675824123595
1989,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.22362644695715
1990,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.349819473436769
1991,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.480692501600259
1992,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.629979243198492
1993,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.795616518512113
1994,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.983442750572594
1995,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.21154433341822
1996,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.49114238174011
1997,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.60201715602776
1998,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.82074075010074
1999,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.94210898687982
2000,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-2.00389546655084
2001,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-2.03774939767371
2002,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-2.04300788097424
2003,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-2.02990416363579
2004,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.98775295532324
2005,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.90541749523233
2006,473,790,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.75244713626567
2007,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.48852804475311
2008,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.31242735555523
2009,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.20418982189305
2010,473,790,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.1487074425254
1949,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.286290690469519
1950,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.303476620663234
1951,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.303050563850918
1952,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.291883919461131
1953,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.264296365753698
1954,NA,800,NA,0,0,0,NA,NA,0,0,0,NA,0.22183607429672
1955,NA,800,NA,0,0,1,NA,NA,0,0,1,NA,0.165757950155246
1956,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.172328376808792
1957,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.161792889340652
1958,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.133412190151345
1959,NA,800,0,0,0,1,NA,0,0,0,1,NA,0.0867449266150812
1960,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.0993104548589882
1961,NA,800,0,0,0,1,NA,0,0,0,1,NA,0.0937001428517775
1962,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.148435665715059
1963,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.181751810101824
1964,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.201220970882693
1965,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.20827927071304
1966,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.199693537794649
1967,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.177536162140769
1968,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.139314185189629
1969,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.0872346503978764
1970,NA,800,0,0,0,0,NA,0,0,0,0,NA,0.0192250552762894
1971,NA,800,0,0,0,0,NA,0,0,0,0,NA,-0.0677490469447095
1972,NA,800,0,0,0,0,NA,0,0,0,0,NA,-0.1815541748107
1973,NA,800,0,0,0,0,NA,0,0,0,0,NA,-0.324401893249416
1974,NA,800,0,0,0,0,NA,0,0,0,0,NA,-0.514942080389243
1975,NA,800,0,0,0,0,NA,0,0,0,0,NA,-0.77994095415955
1976,NA,800,0,1,0,0,NA,0,1,0,0,NA,-1.2036217133955
1977,NA,800,0,1,0,1,NA,0,1,0,1,NA,-1.42755429241134
1978,NA,800,0,1,0,0,NA,0,1,0,0,NA,-1.49990122586945
1979,NA,800,0,1,0,0,NA,0,1,0,0,NA,-1.53851696949244
1980,NA,800,0,1,0,0,NA,0,1,0,0,NA,-1.55859223918739
1981,626,800,0,1,0,0,NA,0,1,0,0,NA,-1.56933896803931
1982,626,800,0,1,0,0,NA,0,1,0,0,NA,-1.57625539427207
1983,626,800,0,1,0,NA,NA,0,1,0,NA,NA,-1.58556938704209
1984,626,800,0,1,0,NA,NA,0,1,0,NA,NA,-1.58206553484289
1985,626,800,0,1,0,NA,NA,0,1,0,NA,NA,-1.56927256889283
1986,626,800,0,1,0,NA,NA,0,1,0,NA,NA,-1.53429083035588
1987,626,800,0,1,0,NA,NA,0,1,0,NA,NA,-1.46556797970136
1988,626,800,0,NA,0,NA,NA,0,NA,0,NA,NA,-1.3279948017702
1989,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.21825413305132
1990,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.16245424451354
1991,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.15388475745411
1992,626,800,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.19363371739244
1993,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.0262131294007
1994,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.896267716759196
1995,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.796971858763118
1996,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.726226226752597
1997,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.678727344755761
1998,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.6513207868491
1999,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.642816420211644
2000,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.650595881982484
2001,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.681238271335906
2002,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.72998366832652
2003,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.801636514754597
2004,626,800,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.901358207511311
2005,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.77213348112227
2006,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.668454088122153
2007,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.589206501230677
2008,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.530033747523083
2009,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.489711292331046
2010,626,800,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.47010353436598
1953,NA,811,NA,1,0,0,NA,NA,1,0,0,NA,-1.44327054286952
1954,NA,811,NA,1,0,0,NA,NA,1,0,0,NA,-1.52036576592447
1955,NA,811,NA,1,0,0,NA,NA,1,0,0,NA,-1.55880346084006
1956,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.56941873402807
1957,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.57692663793073
1958,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58491881466867
1959,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.60235818100897
1960,NA,811,0,1,0,1,NA,0,1,0,1,NA,-1.62741612339323
1961,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.60023951955565
1962,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58858503638443
1963,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58098662661279
1964,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58052224714567
1965,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58088836184892
1966,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58379223872544
1967,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.58826077815993
1968,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.59791343500586
1969,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.62570451872323
1970,NA,811,0,1,0,1,NA,0,1,0,1,NA,-1.67725572208116
1971,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.70109969798807
1972,NA,811,0,1,0,1,NA,0,1,0,1,NA,-1.78857539035349
1973,NA,811,0,1,0,1,NA,0,1,0,1,NA,-1.8993148743178
1974,NA,811,0,1,0,0,NA,0,1,0,0,NA,-2.10423422871819
1975,NA,811,1,1,1,1,NA,1,1,1,1,NA,-2.63830364610716
1976,NA,811,1,1,1,1,NA,1,1,1,1,NA,-2.87020280088238
1977,NA,811,1,1,1,1,NA,1,1,1,1,NA,-2.91794030380918
1978,NA,811,1,1,1,0,NA,1,1,1,0,NA,-2.80942138378552
1979,NA,811,1,1,1,0,NA,1,1,1,0,NA,-2.57206866684727
1980,NA,811,0,1,0,0,NA,0,1,0,0,NA,-2.0525880050066
1981,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.81662957085183
1982,NA,811,0,1,0,0,NA,0,1,0,0,NA,-1.69952905542556
1983,NA,811,0,1,0,NA,NA,0,1,0,NA,NA,-1.64145339610651
1984,NA,811,0,1,0,NA,NA,0,1,0,NA,NA,-1.60065316476344
1985,NA,811,0,1,0,NA,NA,0,1,0,NA,NA,-1.56268730817511
1986,NA,811,0,1,0,NA,NA,0,1,0,NA,NA,-1.50087345667642
1987,NA,811,0,1,0,NA,NA,0,1,0,NA,NA,-1.38784287570289
1988,188,811,0,NA,0,NA,NA,0,NA,0,NA,NA,-1.16826483257956
1989,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.959982207817098
1990,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.784792094657774
1991,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.635148106048989
1992,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.505613371706014
1993,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.388842073525677
1994,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.288175783568565
1995,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.194174188218406
1996,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.110675853975944
1997,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0354615963042193
1998,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.033077837659335
1999,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0924884728885731
2000,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.151210688879115
2001,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.202330469582402
2002,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.247313731772959
2003,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.286195855101186
2004,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.32114214171553
2005,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.35669555216228
2006,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.381943851790064
2007,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.400367828031294
2008,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.417149269273674
2009,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.428081920854435
2010,188,811,0,NA,NA,NA,0,0,NA,NA,NA,0,0.436208287797247
1953,NA,812,NA,0,0,0,NA,NA,0,0,0,NA,-0.055161721316624
1954,NA,812,NA,0,0,0,NA,NA,0,0,0,NA,-0.0887634343176854
1955,NA,812,NA,0,0,0,NA,NA,0,0,0,NA,-0.150342269633829
1956,NA,812,0,0,0,0,NA,0,0,0,0,NA,-0.240818034018835
1957,NA,812,0,0,0,0,NA,0,0,0,0,NA,-0.373474284654202
1958,NA,812,0,0,0,0,NA,0,0,0,0,NA,-0.553015024734128
1959,NA,812,0,0,0,0,NA,0,0,0,0,NA,-0.817202840747571
1960,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.2492935468303
1961,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.52031003008566
1962,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.76106370809053
1963,NA,812,0,1,1,0,NA,0,1,1,0,NA,-2.09613258743597
1964,NA,812,0,1,1,0,NA,0,1,1,0,NA,-2.19283798268835
1965,NA,812,0,1,1,0,NA,0,1,1,0,NA,-2.12711893603725
1966,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.85016117142527
1967,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.71382746616354
1968,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.64765196241684
1969,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.6156555821909
1970,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.60023812405508
1971,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.59944629996166
1972,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.60823416763209
1973,NA,812,0,1,0,1,NA,0,1,0,1,NA,-1.63001443110945
1974,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.60121662178931
1975,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.58730597638737
1976,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.57949962602189
1977,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.57455934236297
1978,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.57505125227977
1979,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.57549624814604
1980,NA,812,0,1,0,0,NA,0,1,0,0,NA,-1.57714002242406
1981,386,812,0,1,0,0,NA,0,1,0,0,NA,-1.57602750888197
1982,386,812,0,1,0,0,NA,0,1,0,0,NA,-1.57854212220539
1983,386,812,0,1,0,NA,NA,0,1,0,NA,NA,-1.5791205656891
1984,386,812,0,1,0,NA,NA,0,1,0,NA,NA,-1.57333953113336
1985,386,812,0,1,0,NA,NA,0,1,0,NA,NA,-1.55209327071846
1986,386,812,0,1,0,NA,NA,0,1,0,NA,NA,-1.50246819367979
1987,386,812,0,1,0,NA,NA,0,1,0,NA,NA,-1.40554529730256
1988,386,812,0,NA,0,NA,NA,0,NA,0,NA,NA,-1.20196734273355
1989,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.01688851516543
1990,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.864730018095534
1991,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.74455334245457
1992,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.647672832685046
1993,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.568660748026226
1994,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.511412353448487
1995,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.463842397909833
1996,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.432060082141995
1997,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.413855835545182
1998,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.408208624843847
1999,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.412742964124007
2000,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.42886057844705
2001,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.458109488234128
2002,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.50238234508554
2003,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.563173005792181
2004,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.643040737563871
2005,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.741475729182079
2006,386,812,0,NA,NA,NA,1,0,NA,NA,NA,1,-0.865601078171763
2007,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.765110773529209
2008,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.690313088180952
2009,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.641463270702829
2010,386,812,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.617440705125899
1954,NA,816,NA,1,1,0,NA,NA,1,1,0,NA,-1.98308054588841
1955,NA,816,NA,1,0,0,NA,NA,1,0,0,NA,-1.79523811169452
1956,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.68774721097815
1957,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.63389408377402
1958,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.60553925780817
1959,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58924325337963
1960,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58284199047318
1961,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58068223958219
1962,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57976503226345
1963,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58103563085223
1964,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58797536853941
1965,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.60037656695872
1966,NA,816,0,1,0,1,NA,0,1,0,1,NA,-1.62982298999842
1967,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.60185962075515
1968,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.5907447411472
1969,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.58566404609759
1970,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57968456205671
1971,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.5781140367496
1972,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57593984575151
1973,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57488059653883
1974,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57616076437032
1975,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57653962044536
1976,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57662206029528
1977,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57465105813874
1978,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57521067413171
1979,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57566814502918
1980,NA,816,0,1,0,0,NA,0,1,0,0,NA,-1.57434254508089
1981,677,816,0,1,0,0,NA,0,1,0,0,NA,-1.57632506517703
1982,677,816,0,1,0,0,NA,0,1,0,0,NA,-1.57709442959021
1983,677,816,0,1,0,NA,NA,0,1,0,NA,NA,-1.58039144280684
1984,677,816,0,1,0,NA,NA,0,1,0,NA,NA,-1.57070764442322
1985,677,816,0,1,0,NA,NA,0,1,0,NA,NA,-1.54526527695367
1986,677,816,0,1,0,NA,NA,0,1,0,NA,NA,-1.49013833396325
1987,677,816,0,1,0,NA,NA,0,1,0,NA,NA,-1.37994298865882
1988,677,816,0,NA,0,NA,NA,0,NA,0,NA,NA,-1.1578362097065
1989,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.950188631536762
1990,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.777157800373696
1991,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.626221209542619
1992,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.496050364573835
1993,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.378776487403471
1994,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.276893860333932
1995,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.184197865327175
1996,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0998919408169779
1997,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0249289372621494
1998,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0451782891218057
1999,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.109296545371378
2000,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.164861745937065
2001,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.213208529194301
2002,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.25587862368099
2003,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.294097901251788
2004,677,816,0,NA,NA,NA,0,0,NA,NA,NA,0,0.328594118784991
