"YEAR","CIRI","COW","genocide","rummel","massive_repression","executions","killing","genocide","rummel","massive_repression","executions","killing","V6"
1970,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.57613081898029
1971,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.58220905265457
1972,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.58676278869652
1973,NA,339,0,1,0,1,NA,0,1,0,1,NA,-1.59972193937431
1974,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.5484451654057
1975,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.48477133099262
1976,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.37925523603636
1977,NA,339,0,1,0,0,NA,0,1,0,0,NA,-1.17646082697181
1978,NA,339,0,0,0,0,NA,0,0,0,0,NA,-0.758912426981258
1979,NA,339,0,0,0,0,NA,0,0,0,0,NA,-0.491820548561844
1980,NA,339,0,0,0,0,NA,0,0,0,0,NA,-0.295253946722499
1981,104,339,0,0,0,0,NA,0,0,0,0,NA,-0.138700921571708
1982,104,339,0,0,0,0,NA,0,0,0,0,NA,-0.0136524856122144
1983,104,339,0,0,0,NA,NA,0,0,0,NA,NA,0.0870998386838763
1984,104,339,0,0,0,NA,NA,0,0,0,NA,NA,0.176903713299058
1985,104,339,0,0,0,NA,NA,0,0,0,NA,NA,0.25264863979528
1986,104,339,0,0,0,NA,NA,0,0,0,NA,NA,0.321355196349607
1987,104,339,0,0,0,NA,NA,0,0,0,NA,NA,0.382175524450606
1988,104,339,0,NA,0,NA,NA,0,NA,0,NA,NA,0.433276268100274
1989,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.486986449431932
1990,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.532985816443414
1991,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.576467531148468
1992,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.621887752661184
1993,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.664078655671919
1994,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.704554127613017
1995,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.739388887155328
1996,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.77682212301883
1997,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.812512856727757
1998,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.844982691483884
1999,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.875242857666169
2000,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.90392815474141
2001,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.93338492667348
2002,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.95464352531918
2003,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.976443986955285
2004,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,0.997628631756488
2005,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.01222582434528
2006,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.02579454660074
2007,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.0339194572731
2008,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.04440040169486
2009,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.05142791930282
2010,104,339,0,NA,NA,NA,0,0,NA,NA,NA,0,1.05478058519205
2006,458,341,0,NA,NA,NA,0,0,NA,NA,NA,0,0.284497373304792
2007,458,341,0,NA,NA,NA,0,0,NA,NA,NA,0,0.309149431903395
2008,458,341,0,NA,NA,NA,0,0,NA,NA,NA,0,0.32479234588404
2009,458,341,0,NA,NA,NA,0,0,NA,NA,NA,0,0.336664291788928
2010,458,341,0,NA,NA,NA,0,0,NA,NA,NA,0,0.345922882362637
1992,NA,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.489382729785978
1993,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.538630015494882
1994,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.585546481327608
1995,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.627654904835788
1996,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.668737761852161
1997,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.704233602710003
1998,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.737985093206473
1999,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.767955758696286
2000,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.802356773588254
2001,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.830590423317814
2002,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.856816552687572
2003,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.88051479979608
2004,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.90151017506854
2005,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.921159309992623
2006,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.935888798770652
2007,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.950356680636099
2008,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.958610594413241
2009,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.966155950944442
2010,413,343,0,NA,NA,NA,0,0,NA,NA,NA,0,0.967740225928807
1992,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.03202938233422
1993,230,344,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.1874417416395
1994,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.14159988820033
1995,230,344,0,NA,NA,NA,1,0,NA,NA,NA,1,-1.14254222249112
1996,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.937078308087223
1997,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.766668776341054
1998,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.622729117731205
1999,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.499503535930002
2000,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.393399624091525
2001,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.300566632791141
2002,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.224865606093486
2003,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.154277854682454
2004,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0940600796989281
2005,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0444785240042721
2006,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.00546630816028208
2007,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0272712213712145
2008,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0556872285065806
2009,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0741136054761732
2010,230,344,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0849433306867109
1949,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.46979715411199
1950,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.55989933200513
1951,NA,345,NA,1,0,1,NA,NA,1,0,1,NA,-1.62702319358946
1952,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.62164414445968
1953,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.61675521339894
1954,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.61043884367844
1955,NA,345,NA,1,0,0,NA,NA,1,0,0,NA,-1.60207803062489
1956,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.59010802837888
1957,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.58289507361952
1958,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.58623851459498
1959,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.59381678592485
1960,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.60559088947501
1961,NA,345,0,1,0,1,NA,0,1,0,1,NA,-1.62881757050618
1962,NA,345,0,1,0,1,NA,0,1,0,1,NA,-1.60401070470028
1963,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.51304850742812
1964,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.39619244560621
1965,NA,345,0,1,0,0,NA,0,1,0,0,NA,-1.18913276943331
1966,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.781331606899649
1967,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.526373321348643
1968,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.346215968179911
1969,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.218504637892942
1970,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.125279514058444
1971,NA,345,0,0,0,0,NA,0,0,0,0,NA,-0.0585482321400055
1972,NA,345,0,0,0,1,NA,0,0,0,1,NA,-0.0156193357602628
1973,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.081612454228042
1974,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.158525112679541
1975,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.220464952412728
1976,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.269535309424259
1977,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.306611656026309
1978,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.329331058492501
1979,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.337008845659725
1980,NA,345,0,0,0,0,NA,0,0,0,0,NA,0.336329832777029
1981,689,345,0,0,0,0,NA,0,0,0,0,NA,0.326973492593643
1982,689,345,0,0,0,0,NA,0,0,0,0,NA,0.300575861939631
1983,689,345,0,0,0,NA,NA,0,0,0,NA,NA,0.264114310655331
1984,689,345,0,0,0,NA,NA,0,0,0,NA,NA,0.215127451029141
1985,689,345,0,0,0,NA,NA,0,0,0,NA,NA,0.158065669519829
1986,689,345,0,0,0,NA,NA,0,0,0,NA,NA,0.0890301161257025
1987,689,345,0,0,0,NA,NA,0,0,0,NA,NA,0.00605808478448019
1988,689,345,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.101325822242432
1989,689,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.208131391838592
1990,689,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.322551198408435
1991,689,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.444945408593778
1992,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.581974402532048
1993,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.741216756703923
1994,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.917236995859677
1995,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.12693602190136
1996,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.38338707229523
1997,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.70599688743805
1998,563,345,1,NA,NA,NA,1,1,NA,NA,NA,1,-2.1639952735995
1999,563,345,1,NA,NA,NA,1,1,NA,NA,NA,1,-2.17109993474435
2000,692,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.72880437997513
2001,692,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.42038119067264
2002,692,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.1897552060156
2003,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.0087713966306
2004,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.864285771035988
2005,563,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.750646841695936
2006,560,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.655144355597472
2007,560,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.582383647118605
2008,560,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.526905976467712
2009,560,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.488861270665611
2010,560,345,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.470804727182858
1992,NA,346,1,NA,NA,NA,1,1,NA,NA,NA,1,-2.57792791885434
1993,NA,346,1,NA,NA,NA,1,1,NA,NA,NA,1,-2.6114031145823
1994,NA,346,1,NA,NA,NA,0,1,NA,NA,NA,0,-2.42249995135785
1995,NA,346,1,NA,NA,NA,0,1,NA,NA,NA,0,-2.16920059352006
1996,NA,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.71750140954493
1997,NA,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.40342327103438
1998,NA,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-1.15890606217363
1999,NA,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.964696790150325
2000,NA,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.803251325057693
2001,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.671500114179109
2002,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.558147695865462
2003,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.46247652458813
2004,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.381472760424451
2005,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.313662658105025
2006,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.255598773415282
2007,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.206140755936767
2008,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.171638892169973
2009,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.143190815721092
2010,164,346,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.128716989027185
2008,NA,347,0,NA,NA,NA,0,0,NA,NA,NA,0,0.216615462664748
2009,NA,347,0,NA,NA,NA,0,0,NA,NA,NA,0,0.233235314502232
2010,NA,347,0,NA,NA,NA,0,0,NA,NA,NA,0,0.243844183477855
1992,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.474762895559654
1993,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.522041542278769
1994,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.566604396301114
1995,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.604931340008249
1996,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.642058891702576
1997,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.67694495428084
1998,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.71158741284211
1999,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.739784609644357
2000,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.771724020814972
2001,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.798065755924384
2002,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.822781769643343
2003,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.847059880153592
2004,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.869034609907146
2005,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.889048944859117
2006,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.908077238111887
2007,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.921191520663726
2008,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.934237608779604
2009,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.943736354102633
2010,578,349,0,NA,NA,NA,0,0,NA,NA,NA,0,0.949699860333489
1949,NA,350,NA,1,0,1,NA,NA,1,0,1,NA,-1.47239488974088
1950,NA,350,NA,1,0,0,NA,NA,1,0,0,NA,-1.48892919943179
1951,NA,350,NA,1,0,1,NA,NA,1,0,1,NA,-1.4508909312148
1952,NA,350,NA,1,0,1,NA,NA,1,0,1,NA,-1.26185802838968
1953,NA,350,NA,0,0,0,NA,NA,0,0,0,NA,-0.824362926807754
1954,NA,350,NA,0,0,1,NA,NA,0,0,1,NA,-0.56827596643
1955,NA,350,NA,0,0,0,NA,NA,0,0,0,NA,-0.322744664510928
1956,NA,350,0,0,0,0,NA,0,0,0,0,NA,-0.123763166058663
1957,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.0487743431465161
1958,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.205209821589566
1959,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.343389759898057
1960,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.468081062616071
1961,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.581985610667111
1962,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.688674807556328
1963,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.792041898307614
1964,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.886365489061101
1965,NA,350,0,0,0,0,NA,0,0,0,0,NA,0.973728793134894
1966,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.05999889755381
1967,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.13925352336682
1968,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.21288872794922
1969,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.28215589867894
1970,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.35439995675767
1971,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.41759536817358
1972,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.47915908263811
1973,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.53072181563417
1974,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.58335937172142
1975,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.63363318614553
1976,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.68082666236363
1977,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.72444123575095
1978,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.76299285932482
1979,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.79906418254292
1980,NA,350,0,0,0,0,NA,0,0,0,0,NA,1.83214196677602
1981,305,350,0,0,0,0,NA,0,0,0,0,NA,1.86095437056194
1982,305,350,0,0,0,0,NA,0,0,0,0,NA,1.88835396012159
1983,305,350,0,0,0,NA,NA,0,0,0,NA,NA,1.91247922042941
1984,305,350,0,0,0,NA,NA,0,0,0,NA,NA,1.93818648481992
1985,305,350,0,0,0,NA,NA,0,0,0,NA,NA,1.95994905759304
1986,305,350,0,0,0,NA,NA,0,0,0,NA,NA,1.97878130263087
1987,305,350,0,0,0,NA,NA,0,0,0,NA,NA,2.00068054832359
1988,305,350,0,NA,0,NA,NA,0,NA,0,NA,NA,2.02134889919815
1989,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.03692264920635
1990,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.05583511631743
1991,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.07298451675542
1992,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.09040614623278
1993,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.11121331227655
1994,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.12330168345003
1995,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.13794529329582
1996,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.14923854256013
1997,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.16242778395712
1998,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.17875852873104
1999,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.18956816936136
2000,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20074908685667
2001,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.20819007234371
2002,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2186606922826
2003,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2299482562005
2004,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.2358059390145
2005,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.24331799515324
2006,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.24982267331576
2007,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.25588389744661
2008,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.25883778264003
2009,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26359239245455
2010,305,350,0,NA,NA,NA,0,0,NA,NA,NA,0,2.26594572297089
1960,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.459725085930891
1961,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.49642607894696
1962,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.522444756300623
1963,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.540677551089155
1964,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.547415349013944
1965,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.544644003839385
1966,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.534004950574096
1967,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.518478430172984
1968,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.489372049224939
1969,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.456322525618505
1970,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.412786092928876
1971,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.3560491360109
1972,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.288613126766924
1973,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.210633652385925
1974,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.116282311481995
1975,NA,352,0,0,0,0,NA,0,0,0,0,NA,0.00622975497615426
1976,NA,352,0,0,0,0,NA,0,0,0,0,NA,-0.120977694245061
1977,NA,352,0,0,0,0,NA,0,0,0,0,NA,-0.27931936804529
1978,NA,352,0,0,0,0,NA,0,0,0,0,NA,-0.479654970941723
1979,NA,352,0,0,0,0,NA,0,0,0,0,NA,-0.750839926762137
1980,NA,352,0,1,0,0,NA,0,1,0,0,NA,-1.16156801910407
1981,236,352,0,1,0,0,NA,0,1,0,0,NA,-1.35484424319196
1982,236,352,0,1,0,0,NA,0,1,0,0,NA,-1.43397377697746
1983,236,352,0,1,0,NA,NA,0,1,0,NA,NA,-1.44639115769426
1984,236,352,0,1,0,NA,NA,0,1,0,NA,NA,-1.38253441774018
1985,236,352,0,1,0,NA,NA,0,1,0,NA,NA,-1.20817891793615
1986,236,352,0,0,0,NA,NA,0,0,0,NA,NA,-0.828914035735972
1987,236,352,0,0,0,NA,NA,0,0,0,NA,NA,-0.61140588842549
1988,236,352,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.495346824267703
1989,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.379474826626908
1990,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.272366486407947
1991,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.172538857804253
1992,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.0830524685726641
1993,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,-0.00162491285949411
1994,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.0731551420618889
1995,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.144072487726309
1996,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.211128465757467
1997,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.267690693201883
1998,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.318646456149503
1999,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.36639847209931
2000,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.412002547122067
2001,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.451143031682332
2002,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.490539377993826
2003,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.525412576324803
2004,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.555825422937597
2005,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.582801135024665
2006,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.606123952924772
2007,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.627281893546051
2008,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.643870966225047
2009,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.652971093488255
2010,236,352,0,NA,NA,NA,0,0,NA,NA,NA,0,0.659046822253381
1949,NA,355,NA,0,0,1,NA,NA,0,0,1,NA,0.00244583082687887
1950,NA,355,NA,0,0,1,NA,NA,0,0,1,NA,0.0535224962208654
1951,NA,355,NA,0,0,0,NA,NA,0,0,0,NA,0.154569915889702
1952,NA,355,NA,0,0,0,NA,NA,0,0,0,NA,0.234431477035133
1953,NA,355,NA,0,0,0,NA,NA,0,0,0,NA,0.299429791286265
1954,NA,355,NA,0,0,0,NA,NA,0,0,0,NA,0.34857376768003
1955,NA,355,NA,0,0,0,NA,NA,0,0,0,NA,0.385142755200492
1956,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.413262954458983
1957,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.426821925293929
1958,NA,355,0,0,0,1,NA,0,0,0,1,NA,0.430808232733393
1959,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.50546060254373
1960,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.563503459071404
1961,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.615056297047919
1962,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.65980792258719
1963,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.693200255504754
1964,NA,355,0,0,0,1,NA,0,0,0,1,NA,0.721994607063178
1965,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.819272987197316
1966,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.912380467568836
1967,NA,355,0,0,0,0,NA,0,0,0,0,NA,0.996279448836603
1968,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.07432073705016
1969,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.14873977656405
1970,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.21850098633993
1971,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.28341557503346
1972,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.33957695863921
1973,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.39653986684752
1974,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.45237704580171
1975,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.50001191761107
1976,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.54691126972738
1977,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.58875100224356
1978,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.62395255885227
1979,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.65752827988453
1980,NA,355,0,0,0,0,NA,0,0,0,0,NA,1.68906965849564
1981,176,355,0,0,0,0,NA,0,0,0,0,NA,1.71758774555294
1982,176,355,0,0,0,0,NA,0,0,0,0,NA,1.74158256250176
1983,176,355,0,0,0,NA,NA,0,0,0,NA,NA,1.76135863573575
1984,176,355,0,0,0,NA,NA,0,0,0,NA,NA,1.78243493413868
1985,176,355,0,0,0,NA,NA,0,0,0,NA,NA,1.80306222620176
1986,176,355,0,0,0,NA,NA,0,0,0,NA,NA,1.81930962782103
1987,176,355,0,0,0,NA,NA,0,0,0,NA,NA,1.83635022275711
1988,176,355,0,NA,0,NA,NA,0,NA,0,NA,NA,1.85429302404849
1989,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.87006234265012
1990,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.88530986292097
1991,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.90216125009751
1992,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.92046402399693
1993,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.93513280876447
1994,176,355,0,NA,NA,NA,0,0,NA,NA,NA,0,1.94661736885606
