"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
1987,326,91,1,1,2,0,3,3,3,NA,1,1,2,0,3,3,3,NA,-0.915626788370347
1988,326,91,1,1,1,0,4,3,3,NA,1,1,1,0,4,3,3,NA,-1.05247566490084
1989,326,91,1,1,2,0,3,3,3,NA,1,1,2,0,3,3,3,NA,-0.984158649316956
1990,326,91,1,0,2,0,3,3,4,NA,1,0,2,0,3,3,4,NA,-0.926083897024982
1991,326,91,2,1,1,1,3,3,3,NA,2,1,1,1,3,3,3,NA,-0.740475168368775
1992,326,91,2,1,1,1,3,3,3,NA,2,1,1,1,3,3,3,NA,-0.673016982261565
1993,326,91,2,1,2,0,3,3,4,NA,2,1,2,0,3,3,4,NA,-0.653527776726874
1994,326,91,2,1,1,1,2,3,3,NA,2,1,1,1,2,3,3,NA,-0.4913712731701
1995,326,91,2,2,1,1,2,3,3,1,2,2,1,1,2,3,3,1,-0.40591043662384
1996,326,91,2,1,2,1,3,2,3,NA,2,1,2,1,3,2,3,NA,-0.392717642005053
1997,326,91,2,1,2,1,2,2,4,1,2,1,2,1,2,2,4,1,-0.350093390274893
1998,326,91,2,1,1,1,2,3,3,NA,2,1,1,1,2,3,3,NA,-0.51249729481587
1999,326,91,1,0,2,0,3,3,3,1,1,0,2,0,3,3,3,1,-0.694021028876956
2000,326,91,2,1,2,1,3,3,NA,NA,2,1,2,1,3,3,NA,NA,-0.597774100980589
2001,326,91,2,1,2,1,2,3,NA,NA,2,1,2,1,2,3,NA,NA,-0.531674996654378
2002,326,91,2,1,2,1,3,3,NA,1,2,1,2,1,3,3,NA,1,-0.629251694403405
2003,326,91,2,0,2,1,4,3,NA,NA,2,0,2,1,4,3,NA,NA,-0.77426701207702
2004,326,91,2,1,1,0,3,3,NA,1,2,1,1,0,3,3,NA,1,-0.749988805962349
2005,326,91,2,1,1,1,3,3,NA,1,2,1,1,1,3,3,NA,1,-0.70295409176408
2006,326,91,1,1,2,1,3,3,NA,NA,1,1,2,1,3,3,NA,NA,-0.742169349374832
2007,326,91,1,1,1,1,3,3,NA,NA,1,1,1,1,3,3,NA,NA,-0.832643795513379
2008,326,91,1,1,1,1,2,3,NA,NA,1,1,1,1,2,3,NA,NA,-0.937123743012881
2009,326,91,1,1,0,0,4,4,NA,NA,1,1,0,0,4,4,NA,NA,-1.33460641300391
2010,326,91,1,1,1,0,3,3,NA,NA,1,1,1,0,3,3,NA,NA,-1.22703412687079
1976,NA,92,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,4,2,NA,NA,-1.06866849539666
1977,NA,92,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,-1.39310524706808
1978,NA,92,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-1.81868198094556
1979,NA,92,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,-1.93714546589214
1980,NA,92,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,5,4,NA,NA,-2.1142652079224
1981,266,92,0,0,0,0,5,4,NA,NA,0,0,0,0,5,4,NA,NA,-2.23327101508494
1982,266,92,0,0,0,0,5,4,NA,NA,0,0,0,0,5,4,NA,NA,-2.26801354871165
1983,266,92,0,0,0,0,5,4,NA,NA,0,0,0,0,5,4,NA,NA,-2.20259388109349
1984,266,92,0,0,0,0,5,4,NA,NA,0,0,0,0,5,4,NA,NA,-2.13562273366372
1985,266,92,1,0,0,0,4,4,4,NA,1,0,0,0,4,4,4,NA,-1.93209140364672
1986,266,92,0,0,0,1,5,4,3,NA,0,0,0,1,5,4,3,NA,-1.87381767982514
