"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","V9"
1996,383,703,2,2,1,1,2,1,2,NA,2,2,1,1,2,1,2,NA,0.523991441246011
1997,383,703,2,2,1,2,2,2,2,NA,2,2,1,2,2,2,2,NA,0.362726320432308
1998,383,703,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,3,0.195001090304811
1999,383,703,2,2,1,1,3,3,2,3,2,2,1,1,3,3,2,3,-0.114828036379711
2000,383,703,2,2,1,1,2,3,NA,3,2,2,1,1,2,3,NA,3,-0.175544180549582
2001,383,703,2,2,1,1,2,3,NA,3,2,2,1,1,2,3,NA,3,-0.23232662348964
2002,383,703,2,2,1,1,2,3,NA,3,2,2,1,1,2,3,NA,3,-0.264205783117209
2003,383,703,1,2,1,1,2,3,NA,3,1,2,1,1,2,3,NA,3,-0.307605828089494
2004,383,703,1,2,1,1,2,3,NA,3,1,2,1,1,2,3,NA,3,-0.334936454122813
2005,383,703,2,2,1,1,2,3,NA,3,2,2,1,1,2,3,NA,3,-0.319962686335342
2006,383,703,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.485982537476078
2007,383,703,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.46269056111295
2008,383,703,2,2,1,1,1,2,NA,NA,2,2,1,1,1,2,NA,NA,-0.224714105842579
2009,383,703,2,1,0,1,2,3,NA,NA,2,1,0,1,2,3,NA,NA,-0.576831784938694
2010,383,703,2,1,1,0,4,4,NA,NA,2,1,1,0,4,4,NA,NA,-1.02434707487805
1991,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0234826382083572
1992,668,704,2,1,1,1,1,2,2,NA,2,1,1,1,1,2,2,NA,0.0202042730245023
1993,668,704,1,2,1,0,2,2,3,NA,1,2,1,0,2,2,3,NA,-0.143488815374696
1994,668,704,2,2,1,0,2,2,3,NA,2,2,1,0,2,2,3,NA,-0.206547047860878
1995,668,704,1,1,0,1,2,2,3,3,1,1,0,1,2,2,3,3,-0.387084633562635
1996,668,704,2,2,1,0,2,2,4,3,2,2,1,0,2,2,4,3,-0.488602093791425
1997,668,704,1,1,0,0,2,3,4,3,1,1,0,0,2,3,4,3,-0.764230376194482
1998,668,704,2,2,0,0,2,3,4,3,2,2,0,0,2,3,4,3,-0.756119500058971
1999,668,704,2,1,0,0,2,3,4,3,2,1,0,0,2,3,4,3,-0.846532281607849
2000,668,704,2,0,0,0,2,3,NA,6,2,0,0,0,2,3,NA,6,-0.992437510076922
2001,668,704,2,1,0,0,4,3,NA,6,2,1,0,0,4,3,NA,6,-1.20438006923289
2002,668,704,2,1,0,0,4,3,NA,6,2,1,0,0,4,3,NA,6,-1.32912844400084
2003,668,704,1,1,0,0,4,3,NA,6,1,1,0,0,4,3,NA,6,-1.4328130157569
2004,668,704,1,0,0,0,3,3,NA,6,1,0,0,0,3,3,NA,6,-1.49759861067326
2005,668,704,1,0,0,0,4,4,NA,6,1,0,0,0,4,4,NA,6,-1.59545351031252
2006,668,704,1,2,0,0,3,3,NA,NA,1,2,0,0,3,3,NA,NA,-1.20385896650105
2007,668,704,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.959264854677507
2008,668,704,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.887976328238879
2009,668,704,2,1,0,0,3,3,NA,NA,2,1,0,0,3,3,NA,NA,-0.909648149865634
2010,668,704,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.85854675051995
1991,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665554850084227
1992,365,705,2,2,1,2,NA,1,3,NA,2,2,1,2,NA,1,3,NA,0.707979666188177
1993,365,705,2,2,1,2,1,1,1,NA,2,2,1,2,1,1,1,NA,0.722897329244593
1994,365,705,2,2,1,1,1,3,2,NA,2,2,1,1,1,3,2,NA,0.390922720599241
1995,365,705,2,2,1,1,2,1,3,1,2,2,1,1,2,1,3,1,0.210921501094587
1996,365,705,2,2,1,0,2,3,3,5,2,2,1,0,2,3,3,5,-0.191758069095284
1997,365,705,2,2,2,1,2,2,3,5,2,2,2,1,2,2,3,5,-0.170719617549425
1998,365,705,2,2,1,1,2,4,3,5,2,2,1,1,2,4,3,5,-0.374457855362641
1999,365,705,2,2,1,0,2,3,3,1,2,2,1,0,2,3,3,1,-0.438363888781839
2000,365,705,2,1,2,0,3,3,NA,5,2,1,2,0,3,3,NA,5,-0.585224252236655
2001,365,705,2,2,2,0,3,3,NA,5,2,2,2,0,3,3,NA,5,-0.583206805175477
2002,365,705,2,2,2,0,3,3,NA,3,2,2,2,0,3,3,NA,3,-0.543944410812058
2003,365,705,2,1,1,0,1,3,NA,1,2,1,1,0,1,3,NA,1,-0.45417220622791
2004,365,705,2,1,1,0,2,3,NA,3,2,1,1,0,2,3,NA,3,-0.483132312263416
2005,365,705,2,1,1,0,2,3,NA,1,2,1,1,0,2,3,NA,1,-0.465528389374196
2006,365,705,2,1,1,0,2,3,NA,NA,2,1,1,0,2,3,NA,NA,-0.469239268398502
2007,365,705,1,1,1,0,2,3,NA,NA,1,1,1,0,2,3,NA,NA,-0.538517327935658
2008,365,705,2,1,1,0,3,2,NA,NA,2,1,1,0,3,2,NA,NA,-0.496160201499807
2009,365,705,2,1,1,0,3,2,NA,NA,2,1,1,0,3,2,NA,NA,-0.539838478013475
2010,365,705,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.687767606682796
1976,NA,710,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-0.991505743149263
1977,NA,710,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-1.01405306659136
1978,NA,710,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,-0.924199460390757
1979,NA,710,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.908742728393752
1980,NA,710,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.864216796400248
1981,209,710,2,0,0,0,2,3,NA,NA,2,0,0,0,2,3,NA,NA,-0.816568365949235
1982,209,710,2,0,0,1,3,2,NA,NA,2,0,0,1,3,2,NA,NA,-0.716675489077156
1983,209,710,2,0,0,0,3,2,NA,NA,2,0,0,0,3,2,NA,NA,-0.743315679029692
1984,209,710,2,0,0,0,2,3,NA,NA,2,0,0,0,2,3,NA,NA,-0.789554598049826
1985,209,710,1,1,1,1,3,3,1,NA,1,1,1,1,3,3,1,NA,-0.785466815252518
1986,209,710,2,1,0,0,3,2,3,NA,2,1,0,0,3,2,3,NA,-0.808632474871075
1987,209,710,2,2,0,0,3,3,3,NA,2,2,0,0,3,3,3,NA,-0.950340577834271
1988,209,710,1,1,0,0,3,3,3,NA,1,1,0,0,3,3,3,NA,-1.26877413014078
1989,209,710,0,0,0,0,5,5,3,NA,0,0,0,0,5,5,3,NA,-1.72982876311488
1990,209,710,1,1,0,0,4,4,4,NA,1,1,0,0,4,4,4,NA,-1.50978221216841
1991,209,710,2,2,0,0,4,3,4,NA,2,2,0,0,4,3,4,NA,-1.26632619795877
1992,209,710,2,1,0,0,4,3,5,NA,2,1,0,0,4,3,5,NA,-1.23828123211326
1993,209,710,2,1,0,0,3,3,5,NA,2,1,0,0,3,3,5,NA,-1.21627314852576
1994,209,710,0,0,0,0,4,3,5,NA,0,0,0,0,4,3,5,NA,-1.41896267438517
1995,209,710,0,0,0,0,3,3,5,5,0,0,0,0,3,3,5,5,-1.4744469938729
1996,209,710,2,1,0,0,4,3,5,6,2,1,0,0,4,3,5,6,-1.52789445969237
1997,209,710,2,0,0,0,4,4,3,6,2,0,0,0,4,4,3,6,-1.65509362104013
1998,209,710,2,0,0,0,5,4,3,5,2,0,0,0,5,4,3,5,-1.72480627706412
1999,209,710,2,0,0,0,4,4,3,6,2,0,0,0,4,4,3,6,-1.74158757769359
2000,209,710,2,1,0,0,5,4,NA,6,2,1,0,0,5,4,NA,6,-1.82096279868233
2001,209,710,2,0,0,0,4,4,NA,5,2,0,0,0,4,4,NA,5,-1.8861040080214
2002,209,710,1,0,0,0,4,4,NA,6,1,0,0,0,4,4,NA,6,-2.02438588351089
2003,209,710,1,0,0,0,4,4,NA,6,1,0,0,0,4,4,NA,6,-2.0871813099969
2004,209,710,1,0,0,0,4,4,NA,6,1,0,0,0,4,4,NA,6,-2.13280739188437
2005,209,710,0,0,0,0,4,4,NA,6,0,0,0,0,4,4,NA,6,-2.1961991798205
2006,209,710,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-2.12252680873879
2007,209,710,1,0,0,0,4,3,NA,NA,1,0,0,0,4,3,NA,NA,-2.01902407564061
2008,209,710,1,0,0,0,4,4,NA,NA,1,0,0,0,4,4,NA,NA,-2.12714171081673
2009,209,710,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.25682793672071
2010,209,710,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.33665346134257
1976,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770653785495486
1977,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822582623643877
1978,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868492773828229
1979,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927540890658765
1980,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985132749725357
1981,455,712,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1.04158852057869
1982,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0447488676976
1983,455,712,1,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1.04560657794198
1984,455,712,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1.18577575550745
1985,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28713584319354
1986,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38162724965598
1987,455,712,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1.48436763075207
1988,455,712,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.55168100785127
1989,455,712,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1.62311269882149
1990,455,712,2,2,2,2,NA,NA,1,NA,2,2,2,2,NA,NA,1,NA,1.68138772039207
1991,455,712,2,2,2,2,NA,1,1,NA,2,2,2,2,NA,1,1,NA,1.65182582514642
1992,455,712,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.54308997922952
1993,455,712,2,2,2,1,1,1,1,NA,2,2,2,1,1,1,1,NA,1.325521757782
1994,455,712,2,2,2,1,1,1,2,NA,2,2,2,1,1,1,2,NA,1.06779780661886
1995,455,712,2,1,2,1,1,2,2,NA,2,1,2,1,1,2,2,NA,0.73990819566205
1996,455,712,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,0.67792663257612
1997,455,712,2,2,2,1,NA,1,2,1,2,2,2,1,NA,1,2,1,0.73631415972911
1998,455,712,2,1,2,1,NA,2,2,1,2,1,2,1,NA,2,2,1,0.591682471554606
1999,455,712,2,2,2,1,NA,1,3,1,2,2,2,1,NA,1,3,1,0.721555671383348
2000,455,712,2,1,2,1,NA,1,NA,1,2,1,2,1,NA,1,NA,1,0.713560750099143
2001,455,712,2,2,2,1,NA,1,NA,1,2,2,2,1,NA,1,NA,1,0.696048700611238
2002,455,712,2,2,2,1,NA,2,NA,1,2,2,2,1,NA,2,NA,1,0.434361092157372
2003,455,712,2,2,2,0,3,2,NA,5,2,2,2,0,3,2,NA,5,0.0930780352268372
2004,455,712,2,2,1,0,3,2,NA,1,2,2,1,0,3,2,NA,1,-0.0738958887565045
2005,455,712,2,2,2,0,3,2,NA,6,2,2,2,0,3,2,NA,6,-0.147104008528137
2006,455,712,2,1,1,0,3,2,NA,NA,2,1,1,0,3,2,NA,NA,-0.241199329140528
2007,455,712,2,1,1,0,3,2,NA,NA,2,1,1,0,3,2,NA,NA,-0.325845853173225
2008,455,712,2,1,1,0,3,3,NA,NA,2,1,1,0,3,3,NA,NA,-0.439437523615862
2009,455,712,2,2,2,0,3,2,NA,NA,2,2,2,0,3,2,NA,NA,-0.231601965016937
2010,455,712,2,2,2,0,3,2,NA,NA,2,2,2,0,3,2,NA,NA,-0.160147712994715
1976,NA,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.582447782309964
1977,NA,713,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.620191819368113
1978,NA,713,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.523768995523303
1979,NA,713,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.50166402409183
1980,NA,713,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.581014957568915
1981,617,713,2,1,1,1,3,3,NA,NA,2,1,1,1,3,3,NA,NA,-0.505305778476209
1982,617,713,2,2,1,1,3,2,NA,NA,2,2,1,1,3,2,NA,NA,-0.258206769566703
1983,617,713,2,2,1,1,3,2,NA,NA,2,2,1,1,3,2,NA,NA,-0.0935383372111653
1984,617,713,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.10548865136965
1985,617,713,2,2,1,1,2,2,NA,NA,2,2,1,1,2,2,NA,NA,0.205667582624771
1986,617,713,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,NA,NA,0.297348277768078
1987,617,713,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,NA,NA,0.336130072600829
1988,617,713,2,2,1,2,2,3,NA,NA,2,2,1,2,2,3,NA,NA,0.27329819687188
1989,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.422529253925113
1990,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.470656920109102
1991,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.490234328419577
1992,617,713,2,2,2,2,1,2,NA,NA,2,2,2,2,1,2,NA,NA,0.579994472094678
1993,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.539882711580691
1994,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.613441567443971
1995,617,713,2,2,2,2,2,1,NA,NA,2,2,2,2,2,1,NA,NA,0.767705526266732
1996,617,713,2,2,1,1,1,1,NA,NA,2,2,1,1,1,1,NA,NA,0.771579055749299
1997,617,713,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,NA,NA,0.742151226958856
1998,617,713,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,0.894628755403866
1999,617,713,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.04821397777483
2000,617,713,2,2,2,0,1,1,NA,NA,2,2,2,0,1,1,NA,NA,1.03264870993681
2001,617,713,2,2,2,0,3,1,NA,NA,2,2,2,0,3,1,NA,NA,0.992813740930278
2002,617,713,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.25471788293092
2003,617,713,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,1.31860288706528
2004,617,713,2,2,2,1,1,NA,NA,NA,2,2,2,1,1,NA,NA,NA,1.52959823121905
2005,617,713,2,2,2,1,NA,1,NA,NA,2,2,2,1,NA,1,NA,NA,1.72071187750318
2006,617,713,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.98620411317436
2007,617,713,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2.17614216139537
2008,617,713,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2.30565077858411
2009,617,713,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2.38075039047948
2010,617,713,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,2.41472227757798
1976,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.946154848482629
1977,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02400819251115
1978,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09765773193754
1979,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16746546697617
1980,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23540120304622
1981,374,731,1,1,0,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,-1.30874618490326
1982,374,731,1,1,0,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,-1.36646197375765
1983,374,731,1,1,0,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,-1.37267691843853
1984,374,731,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,-1.3491935246556
1985,374,731,1,0,0,0,NA,NA,4,NA,1,0,0,0,NA,NA,4,NA,-1.6281659532963
1986,374,731,1,0,0,0,NA,NA,4,NA,1,0,0,0,NA,NA,4,NA,-1.74056024743526
1987,374,731,1,1,0,0,NA,NA,4,NA,1,1,0,0,NA,NA,4,NA,-1.68630576561938
1988,374,731,1,1,0,0,NA,NA,4,NA,1,1,0,0,NA,NA,4,NA,-1.64022625288272
1989,374,731,1,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,-1.58125755096282
1990,374,731,NA,1,0,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,-1.37918117701031
1991,374,731,NA,1,0,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,-1.20826761811131
1992,374,731,NA,1,0,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,-1.16937251534694
1993,374,731,NA,1,0,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,-1.25896725283133
1994,374,731,NA,1,0,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,-1.32678190468136
1995,374,731,1,1,0,1,NA,NA,NA,3,1,1,0,1,NA,NA,NA,3,-1.54244922493494
1996,374,731,0,0,0,0,NA,NA,NA,3,0,0,0,0,NA,NA,NA,3,-1.98522337559588
1997,374,731,0,0,0,0,NA,5,NA,3,0,0,0,0,NA,5,NA,3,-2.32149086051189
1998,374,731,0,0,0,0,NA,5,NA,3,0,0,0,0,NA,5,NA,3,-2.4820625423974
1999,374,731,0,0,0,0,NA,5,NA,1,0,0,0,0,NA,5,NA,1,-2.5702085927854
2000,374,731,0,0,0,0,NA,5,NA,4,0,0,0,0,NA,5,NA,4,-2.59202330718576
2001,374,731,0,0,0,0,NA,5,NA,4,0,0,0,0,NA,5,NA,4,-2.52458381692072
2002,374,731,0,0,0,0,3,4,NA,5,0,0,0,0,3,4,NA,5,-2.2929000439428
2003,374,731,0,0,0,0,4,4,NA,5,0,0,0,0,4,4,NA,5,-2.28056618570355
2004,374,731,0,0,0,0,4,4,NA,6,0,0,0,0,4,4,NA,6,-2.31648725885579
2005,374,731,0,0,0,0,4,4,NA,5,0,0,0,0,4,4,NA,5,-2.36698116198459
2006,374,731,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.46076038036675
2007,374,731,0,0,0,0,4,4,NA,NA,0,0,0,0,4,4,NA,NA,-2.61711953797966
2008,374,731,0,0,0,0,NA,5,NA,NA,0,0,0,0,NA,5,NA,NA,-2.96800494617039
2009,374,731,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-3.19508841162299
2010,374,731,0,0,0,0,5,5,NA,NA,0,0,0,0,5,5,NA,NA,-3.31783702760389
1976,NA,732,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.695914296648726
1977,NA,732,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.693843621359619
1978,NA,732,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.581718446556616
1979,NA,732,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,3,2,NA,NA,-0.572635621151997
1980,NA,732,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,-0.706369925474816
1981,377,732,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.774878086347531
1982,377,732,2,2,0,0,3,3,NA,NA,2,2,0,0,3,3,NA,NA,-0.809115268312188
1983,377,732,2,1,1,1,4,3,NA,NA,2,1,1,1,4,3,NA,NA,-0.811009887712444
1984,377,732,2,2,1,1,3,3,NA,NA,2,2,1,1,3,3,NA,NA,-0.694496170626688
1985,377,732,2,2,0,0,3,3,3,NA,2,2,0,0,3,3,3,NA,-0.778808058266187
1986,377,732,2,1,0,1,3,3,3,NA,2,1,0,1,3,3,3,NA,-0.805481700659054
1987,377,732,1,1,0,1,3,3,3,NA,1,1,0,1,3,3,3,NA,-0.760900440054003
1988,377,732,1,2,1,2,3,2,2,NA,1,2,1,2,3,2,2,NA,-0.547254166038166
1989,377,732,2,1,0,1,3,3,3,NA,2,1,0,1,3,3,3,NA,-0.722630488709283
1990,377,732,2,2,0,0,3,3,4,NA,2,2,0,0,3,3,4,NA,-0.756086047688264
1991,377,732,2,1,0,0,3,3,3,NA,2,1,0,0,3,3,3,NA,-0.750203749098124
1992,377,732,2,2,0,0,3,3,3,NA,2,2,0,0,3,3,3,NA,-0.60048333903606
1993,377,732,2,2,0,0,2,2,2,NA,2,2,0,0,2,2,2,NA,-0.340345963458837
1994,377,732,2,2,0,0,3,2,3,NA,2,2,0,0,3,2,3,NA,-0.389337556595279
1995,377,732,2,2,0,0,3,2,3,4,2,2,0,0,3,2,3,4,-0.436724592874059
1996,377,732,2,1,0,1,3,2,3,5,2,1,0,1,3,2,3,5,-0.401045979198161
1997,377,732,2,2,0,1,2,2,2,4,2,2,0,1,2,2,2,4,-0.139376638544749
1998,377,732,2,2,1,1,2,2,3,4,2,2,1,1,2,2,3,4,-0.0358393178115285
1999,377,732,2,2,0,1,2,2,3,3,2,2,0,1,2,2,3,3,0.0161014899934078
2000,377,732,2,2,0,1,2,2,NA,NA,2,2,0,1,2,2,NA,NA,0.0186446774958128
2001,377,732,2,2,0,1,2,2,NA,NA,2,2,0,1,2,2,NA,NA,-0.0534847558725056
2002,377,732,2,1,0,1,3,3,NA,5,2,1,0,1,3,3,NA,5,-0.240875299270389
2003,377,732,2,2,0,1,2,2,NA,1,2,2,0,1,2,2,NA,1,0.115180164172712
2004,377,732,2,2,0,1,2,2,NA,1,2,2,0,1,2,2,NA,1,0.330208178532268
2005,377,732,2,2,0,1,2,1,NA,1,2,2,0,1,2,1,NA,1,0.534449516734917
2006,377,732,2,2,0,1,2,1,NA,NA,2,2,0,1,2,1,NA,NA,0.565206633735396
2007,377,732,2,2,0,2,2,2,NA,NA,2,2,0,2,2,2,NA,NA,0.44203036171138
2008,377,732,2,2,0,1,2,2,NA,NA,2,2,0,1,2,2,NA,NA,0.225128615168469
2009,377,732,2,2,0,2,3,2,NA,NA,2,2,0,2,3,2,NA,NA,0.00121793277138826
2010,377,732,2,2,0,1,3,3,NA,NA,2,2,0,1,3,3,NA,NA,-0.248593250451811
1976,NA,740,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.70814642273302
1977,NA,740,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.81609089646685
1978,NA,740,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.86804039865263
1979,NA,740,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.87959495316711
1980,NA,740,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.86417302656404
1981,359,740,2,2,2,2,NA,1,NA,NA,2,2,2,2,NA,1,NA,NA,1.83882126533858
1982,359,740,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.7896233264751
1983,359,740,2,2,2,2,2,1,NA,NA,2,2,2,2,2,1,NA,NA,1.65614435734128
1984,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.66764946951441
1985,359,740,2,2,2,1,1,1,1,NA,2,2,2,1,1,1,1,NA,1.6972954532896
1986,359,740,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.77299250061837
1987,359,740,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.75616357604412
1988,359,740,2,2,2,2,2,1,1,NA,2,2,2,2,2,1,1,NA,1.61775646499453
1989,359,740,2,2,2,2,1,1,1,NA,2,2,2,2,1,1,1,NA,1.58360200139637
1990,359,740,2,2,2,2,1,1,3,NA,2,2,2,2,1,1,3,NA,1.38693312998469
1991,359,740,2,2,2,1,1,1,3,NA,2,2,2,1,1,1,3,NA,1.18881128545605
1992,359,740,2,2,2,2,1,1,2,NA,2,2,2,2,1,1,2,NA,1.10521028495922
1993,359,740,2,2,2,1,1,1,3,NA,2,2,2,1,1,1,3,NA,0.921665400263423
1994,359,740,2,2,2,1,2,1,3,NA,2,2,2,1,2,1,3,NA,0.755571410614513
1995,359,740,2,2,2,1,2,1,2,NA,2,2,2,1,2,1,2,NA,0.708369813951491
1996,359,740,2,2,2,1,2,NA,3,NA,2,2,2,1,2,NA,3,NA,0.619319603281554
1997,359,740,2,2,2,1,1,1,3,6,2,2,2,1,1,1,3,6,0.766196034973313
1998,359,740,2,2,2,1,1,1,3,6,2,2,2,1,1,1,3,6,0.8130792720023
1999,359,740,2,2,2,1,1,2,3,6,2,2,2,1,1,2,3,6,0.75738033453596
2000,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,0.901665833224988
2001,359,740,2,2,2,1,2,1,NA,NA,2,2,2,1,2,1,NA,NA,0.852960144352692
2002,359,740,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.767447818177055
2003,359,740,2,2,2,1,2,2,NA,NA,2,2,2,1,2,2,NA,NA,0.805923758658414
2004,359,740,2,2,2,1,1,2,NA,1,2,2,2,1,1,2,NA,1,1.03697575751075
2005,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.31629205979282
2006,359,740,2,2,2,2,1,1,NA,NA,2,2,2,2,1,1,NA,NA,1.49386298529523
2007,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.50072958303495
2008,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.43380196143749
2009,359,740,2,2,2,1,1,1,NA,NA,2,2,2,1,1,1,NA,NA,1.30911071834186
